Type,Sub-category,Track,Title,Authors,Paper_Link,PDF_Link,Anthology_ID,Category
Dataset,Table / spreadsheet,Findings,TableVista: Benchmarking Multimodal Table Reasoning under Visual and Structural Complexity,"Zheyuan Yang, Liqiang Shang, Junjie Chen, Xun Yang, Chenglong Xu, Bo Yuan, Chenyuan Jiao, Yaoru Sun, Yilun Zhao",https://aclanthology.org/2026.findings-acl.1745/,https://aclanthology.org/2026.findings-acl.1745.pdf,2026.findings-acl.1745,3_Table_Chart_Slide
Dataset,Table / spreadsheet,Findings,MMTabReal: Real-World Benchmark for Multimodal Table Understanding,"Prasham Yatinkumar Titiya, Jainil Trivedi, Chitta Baral, Vivek Gupta",https://aclanthology.org/2026.findings-acl.2047/,https://aclanthology.org/2026.findings-acl.2047.pdf,2026.findings-acl.2047,3_Table_Chart_Slide
Dataset,Table / spreadsheet,Findings,Finch: Benchmarking Finance & Accounting across Spreadsheet-Centric Enterprise Workflows,"Haoyu Dong, Pengkun Zhang, Yan Gao, Xuanyu Dong, Yilin Cheng, Mingzhe Lu, Adina Yakefu, Shuxin Zheng",https://aclanthology.org/2026.findings-acl.523/,https://aclanthology.org/2026.findings-acl.523.pdf,2026.findings-acl.523,3_Table_Chart_Slide
Dataset,Table / spreadsheet,Findings,"RAG over Tables: Hierarchical Memory Index, Multi-Stage Retrieval, and Benchmarking","Jiaru Zou, Dongqi Fu, Sirui Chen, Xinrui He, Zihao Li, Yada Zhu, Jiawei Han, Jingrui He",https://aclanthology.org/2026.findings-acl.1902/,https://aclanthology.org/2026.findings-acl.1902.pdf,2026.findings-acl.1902,3_Table_Chart_Slide
Method,Table / spreadsheet,Main - Long,Towards Robust Real-World Spreadsheet Understanding with Multi-Agent Multi-Format Reasoning,"Houxing Ren, Mingjie Zhan, Zimu Lu, Ke Wang, Yunqiao Yang, Haotian Hou, Hongsheng Li",https://aclanthology.org/2026.acl-long.86/,https://aclanthology.org/2026.acl-long.86.pdf,2026.acl-long.86,3_Table_Chart_Slide
Method,Table / spreadsheet,Main - Long,CSPO: Alleviating Reward Ambiguity for Structured Table-to-LaTeX Generation,"Yunfan Yang, Cuiling Lan, Jitao Sang, Yan Lu",https://aclanthology.org/2026.acl-long.1163/,https://aclanthology.org/2026.acl-long.1163.pdf,2026.acl-long.1163,3_Table_Chart_Slide
Method,Table / spreadsheet,Industry,"TEN: Table Explicitization, Neurosymbolically","Nikita Mehrotra, Aayush Kumar, Sumit Gulwani, Arjun Radhakrishna, Ashish Tiwari",https://aclanthology.org/2026.acl-industry.138/,https://aclanthology.org/2026.acl-industry.138.pdf,2026.acl-industry.138,3_Table_Chart_Slide
Dataset,Slide / poster / paper-to-web,Main - Long,ReContraster: Making Your Posters Stand Out with Regional Contrast,"Peixuan Zhang, Zijian Jia, Ziqi Cai, Shuchen Weng, Si Li, Boxin Shi",https://aclanthology.org/2026.acl-long.98/,https://aclanthology.org/2026.acl-long.98.pdf,2026.acl-long.98,3_Table_Chart_Slide
Dataset,Slide / poster / paper-to-web,Findings,Talk to Your Slides: High-Efficiency Slide Editing via Language-Driven Structured Data Manipulation,"Kyudan Jung, Hojun Cho, Jooyeol Yun, Soyoung Yang, Jaehyeok Jang, Jaegul Choo",https://aclanthology.org/2026.findings-acl.166/,https://aclanthology.org/2026.findings-acl.166.pdf,2026.findings-acl.166,3_Table_Chart_Slide
Dataset,Slide / poster / paper-to-web,Findings,Automatic Slide Updating with User-Defined Dynamic Templates and Natural Language Instructions,"Kun Zhou, Jiakai He, Wenmian Yang, Zhensheng Wang, Yiquan Zhang, Weijia Jia",https://aclanthology.org/2026.findings-acl.909/,https://aclanthology.org/2026.findings-acl.909.pdf,2026.findings-acl.909,3_Table_Chart_Slide
Dataset,Slide / poster / paper-to-web,Demo,Paper2Web: Let’s Make Your Paper Alive!,"Yuhang Chen, Tianpeng Lv, Yao Wan, Philip S. Yu, Dongping Chen",https://aclanthology.org/2026.acl-demo.57/,https://aclanthology.org/2026.acl-demo.57.pdf,2026.acl-demo.57,3_Table_Chart_Slide
Dataset,Slide / poster / paper-to-web,Findings,Human-Agent Collaborative Paper-to-Page Crafting,"Qianli Ma, Siyu Wang, Chen Yilin, Yinhao Tang, Yixiang Yang, Chang Guo, Bingjie Gao, Zhening Xing, Yanan Sun, Zhipeng Zhang",https://aclanthology.org/2026.findings-acl.1988/,https://aclanthology.org/2026.findings-acl.1988.pdf,2026.findings-acl.1988,3_Table_Chart_Slide
Method,Slide / poster / paper-to-web,Main - Long,PosterForest: Hierarchical Multi-Agent Collaboration for Scientific Poster Generation,"Jiho Choi, Seojeong Park, Seongjong Song, Hyunjung Shim",https://aclanthology.org/2026.acl-long.15/,https://aclanthology.org/2026.acl-long.15.pdf,2026.acl-long.15,3_Table_Chart_Slide
Method,Slide / poster / paper-to-web,Findings,"Design First, Code Later: Aesthetically Pleasing Template-Free Slides Generation","Zhiyao Cui, Chenxu Wang, Shuyue Hu, Yiqun Zhang, Wenqi Shao, Qiaosheng Zhang, Zhen Wang",https://aclanthology.org/2026.findings-acl.1524/,https://aclanthology.org/2026.findings-acl.1524.pdf,2026.findings-acl.1524,3_Table_Chart_Slide
Method,Slide / poster / paper-to-web,Findings,DeepPresenter: Environment-Grounded Reflection for Agentic Presentation Generation,"Hao Zheng, Guozhao Mo, Xinru Yan, Qianhao Yuan, Wenkai Zhang, Xuanang Chen, Yaojie Lu, Hongyu Lin, Xianpei Han, Le Sun",https://aclanthology.org/2026.findings-acl.1578/,https://aclanthology.org/2026.findings-acl.1578.pdf,2026.findings-acl.1578,3_Table_Chart_Slide
Method,Slide / poster / paper-to-web,Student Research Workshop,Presentation Slide Translation and Layout Error Correction by LLMs,"Futo Kajita, Nobuyori Nishimura, Takehito Utsuro, Naoki Muto, Chee Siang Leow, Hiromitsu Nishizaki",https://aclanthology.org/2026.acl-srw.26/,https://aclanthology.org/2026.acl-srw.26.pdf,2026.acl-srw.26,3_Table_Chart_Slide
Method,Slide / poster / paper-to-web,Findings,mPresenter: An Agentic Framework for Generating Multilingual Presentation Videos from Scientific Papers,"Wenhan Han, Xiao Xiao, Mykola Pechenizkiy, Meng Fang",https://aclanthology.org/2026.findings-acl.805/,https://aclanthology.org/2026.findings-acl.805.pdf,2026.findings-acl.805,3_Table_Chart_Slide
Dataset,-,Main - Long,UniversalRAG: Retrieval-Augmented Generation over Corpora of Diverse Modalities and Granularities,"Woongyeong Yeo, Kangsan Kim, Soyeong Jeong, Jinheon Baek, Sung Ju Hwang",https://aclanthology.org/2026.acl-long.177/,https://aclanthology.org/2026.acl-long.177.pdf,2026.acl-long.177,4_Multimodal_RAG
Dataset,-,Main - Long,VideoStir: Understanding Long Videos via Spatio-Temporally Structured and Intent-Aware RAG,"Honghao Fu, Miao Xu, Yiwei Wang, Dailing Zhang, Jun Liu, Yujun Cai",https://aclanthology.org/2026.acl-long.1656/,https://aclanthology.org/2026.acl-long.1656.pdf,2026.acl-long.1656,4_Multimodal_RAG
Dataset,-,Findings,From Scenes to Elements: Multi-Granularity Evidence Retrieval for Verifiable Multimodal RAG,"Guanhua Chen, Chuyue Huang, Yutong Yao, Shudong Liu, Xueqing Song, Lidia S. Chao, Derek F. Wong",https://aclanthology.org/2026.findings-acl.509/,https://aclanthology.org/2026.findings-acl.509.pdf,2026.findings-acl.509,4_Multimodal_RAG
Dataset,-,Main - Long,CPR-RAG: Clinical Prior-Regularized Retrieval for Anatomy-Aware 3D CT Report Generation,"Sungkyu Yang, Kang-Min Kim, Mansu Kim",https://aclanthology.org/2026.acl-long.1411/,https://aclanthology.org/2026.acl-long.1411.pdf,2026.acl-long.1411,4_Multimodal_RAG
Method,-,Main - Long,FastV-RAG: Towards Fast and Fine-Grained Video QA with Retrieval-Augmented Generation,"Gen Li, Peiyu Liu",https://aclanthology.org/2026.acl-long.38/,https://aclanthology.org/2026.acl-long.38.pdf,2026.acl-long.38,4_Multimodal_RAG
Method,-,Main - Long,Knowledge Poisoning Attacks on Medical Multi-Modal Retrieval-Augmented Generation,"Peiru Yang, Haoran Zheng, Tong Ju, Shiting Wang, Wanchun Ni, Jiajun Liu, Shangguang Wang, Yongfeng Huang, Tao Qi",https://aclanthology.org/2026.acl-long.892/,https://aclanthology.org/2026.acl-long.892.pdf,2026.acl-long.892,4_Multimodal_RAG
Method,-,Main - Long,MM-PoisonRAG: Disrupting Multimodal RAG with Local and Global Knowledge Poisoning Attacks,"Hyeonjeong Ha, Qiusi Zhan, Jeonghwan Kim, Dimitrios Bralios, Saikrishna Sanniboina, Nanyun Peng, Kai-Wei Chang, Daniel Kang, Heng Ji",https://aclanthology.org/2026.acl-long.1558/,https://aclanthology.org/2026.acl-long.1558.pdf,2026.acl-long.1558,4_Multimodal_RAG
Method,-,Main - Long,Utility-Oriented Visual Evidence Selection for Multimodal Retrieval-Augmented Generation,"Weiqing Luo, Zongye Hu, Xiao Wang, Zhiyuan Yu, Haofeng Zhang, Ziyi Huang",https://aclanthology.org/2026.acl-long.1620/,https://aclanthology.org/2026.acl-long.1620.pdf,2026.acl-long.1620,4_Multimodal_RAG
Method,-,Main - Long,MegaRAG: Multimodal Knowledge Graph-Based Retrieval Augmented Generation,"Chi-Hsiang Hsiao, Yi-Cheng Wang, Tzung-Sheng Lin, Yi-Ren Yeh, Chu-song Chen",https://aclanthology.org/2026.acl-long.2218/,https://aclanthology.org/2026.acl-long.2218.pdf,2026.acl-long.2218,4_Multimodal_RAG
Method,-,Findings,HeteroRAG: A Heterogeneous Retrieval-Augmented Generation Framework for Medical Vision Language Tasks,"Zhe Chen, Yusheng Liao, Zhiyuan Zhu, Haolin Li, Hongcheng Liu, Yanfeng Wang, Yu Wang",https://aclanthology.org/2026.findings-acl.176/,https://aclanthology.org/2026.findings-acl.176.pdf,2026.findings-acl.176,4_Multimodal_RAG
Method,-,Findings,RA-RRG: Multimodal Retrieval-Augmented Radiology Report Generation with Key Phrase Extraction,"Jonggwon Park, Byungmu Yoon, Soobum Kim, Kyoyun Choi",https://aclanthology.org/2026.findings-acl.247/,https://aclanthology.org/2026.findings-acl.247.pdf,2026.findings-acl.247,4_Multimodal_RAG
Method,-,Findings,Do Multimodal RAG Systems Leak Data? A Comprehensive Evaluation of Membership Inference and Image Caption Retrieval Attacks,"Ali Al-Lawati, Suhang Wang",https://aclanthology.org/2026.findings-acl.444/,https://aclanthology.org/2026.findings-acl.444.pdf,2026.findings-acl.444,4_Multimodal_RAG
Method,-,Findings,LVLM-Aware Multimodal Retrieval for RAG-Based Medical Diagnosis with General-Purpose Models,"Nir Mazor, Tom Hope",https://aclanthology.org/2026.findings-acl.512/,https://aclanthology.org/2026.findings-acl.512.pdf,2026.findings-acl.512,4_Multimodal_RAG
Method,-,Findings,Progressive Re-ranking for Multimodal Retrieval-Augmented Generation via Curriculum Learning,"Zhu Min, Yanchao Hao, Jian Liu, Shizhu He, Xi Chen",https://aclanthology.org/2026.findings-acl.2045/,https://aclanthology.org/2026.findings-acl.2045.pdf,2026.findings-acl.2045,4_Multimodal_RAG
Method,-,Main - Long,MM-StanceDet: Retrieval-Augmented Multi-modal Multi-agent Stance Detection,"Weihai Lu, Zhejun Zhao, Yanshu Li, Huan He",https://aclanthology.org/2026.acl-long.1450/,https://aclanthology.org/2026.acl-long.1450.pdf,2026.acl-long.1450,4_Multimodal_RAG
Method,-,Main - Long,RoboFailRing: Retrieval-Augmented and Language Grounding Failure Detection for VLM-enabled Robotic Manipulation,"Chenduo Ying, Linkang Du, Yuanchao Shu, Peng Cheng",https://aclanthology.org/2026.acl-long.602/,https://aclanthology.org/2026.acl-long.602.pdf,2026.acl-long.602,4_Multimodal_RAG
Method,-,Findings,PlanRAG-Audio: Planning and Retrieval Augmented Generation for Long-form Audio Understanding,"Masao Someki, Chien-yu Huang, Siddhant Arora, Samuele Cornell, Markus Müller, Nathan Susanj, Rupak Vignesh Swaminathan, Grant Strimel, Jing Liu, Shinji Watanabe",https://aclanthology.org/2026.findings-acl.1304/,https://aclanthology.org/2026.findings-acl.1304.pdf,2026.findings-acl.1304,4_Multimodal_RAG
Dataset,-,Main - Short,Situated Embedding Models for Context-Aware Dense Retrieval,"Junjie Wu, Jiangnan Li, Yuqing Li, Lemao Liu, Liyan Xu, Jiwei Li, Dit-Yan Yeung, Jie Zhou, Mo Yu",https://aclanthology.org/2026.acl-short.5/,https://aclanthology.org/2026.acl-short.5.pdf,2026.acl-short.5,5_LongDoc_Retrieval
Method,-,Main - Long,Disco-RAG: Discourse-Aware Retrieval-Augmented Generation,"Dongqi Liu, Hang Ding, Qiming Feng, Xurong Xie, Zhucun Xue, Chengjie Wang, Jian Li, Jiangning Zhang, Yabiao Wang",https://aclanthology.org/2026.acl-long.189/,https://aclanthology.org/2026.acl-long.189.pdf,2026.acl-long.189,5_LongDoc_Retrieval
Method,-,Main - Long,Beyond Chunking: Discourse-Aware Hierarchical Retrieval for Long Document Question Answering,"Huiyao Chen, Yi Yang, Yinghui Li, Meishan Zhang, Baotian Hu, Min Zhang",https://aclanthology.org/2026.acl-long.829/,https://aclanthology.org/2026.acl-long.829.pdf,2026.acl-long.829,5_LongDoc_Retrieval
Method,-,Main - Long,HiChunk: Evaluating and Enhancing Retrieval Augmented Generation with Hierarchical Chunking,"Wensheng Lu, Keyu Chen, Zhifeng Shen, Ruizhi Qiao, Xing Sun",https://aclanthology.org/2026.acl-long.1372/,https://aclanthology.org/2026.acl-long.1372.pdf,2026.acl-long.1372,5_LongDoc_Retrieval
Method,-,Findings,Momoka-RAG: MCTS-Organized Mapping of Knowledge Associations for Long-Document Retrieval Augmented Generation,"Wenyu Tao, Xiaofen Xing, Zeliang Li, Xiangmin Xu",https://aclanthology.org/2026.findings-acl.183/,https://aclanthology.org/2026.findings-acl.183.pdf,2026.findings-acl.183,5_LongDoc_Retrieval
Method,-,Findings,Structure-Aware Quantized Retrieval for Long-Document Question Answering,"Hui Huang, Julien Velcin, Yacine Kessaci",https://aclanthology.org/2026.findings-acl.209/,https://aclanthology.org/2026.findings-acl.209.pdf,2026.findings-acl.209,5_LongDoc_Retrieval
Method,-,Main - Long,HiGoE: Hierarchical Graph of Evidence to Enhance Retrieval-Augmented Generation for Long-context Summarization,"Long Yuan, Kaiwen Tian, Zi Chen, Bolong Zheng, Chuan Ma",https://aclanthology.org/2026.acl-long.902/,https://aclanthology.org/2026.acl-long.902.pdf,2026.acl-long.902,5_LongDoc_Retrieval
Method,-,Main - Long,ReasonEmbed: Enhanced Text Embeddings for Reasoning-Intensive Document Retrieval,"Jianlyu Chen, Junwei Lan, Chaofan Li, Defu Lian, Zheng Liu",https://aclanthology.org/2026.acl-long.54/,https://aclanthology.org/2026.acl-long.54.pdf,2026.acl-long.54,5_LongDoc_Retrieval
Method,-,Main - Long,Contextual Relevance and Adaptive Sampling for LLM-Based Document Reranking,"Jerry Huang, Siddarth Madala, Cheng Niu, Julia Hockenmaier, Tong Zhang",https://aclanthology.org/2026.acl-long.94/,https://aclanthology.org/2026.acl-long.94.pdf,2026.acl-long.94,5_LongDoc_Retrieval
Method,-,Findings,FinCARDS: Card-Based Analyst Reranking for Financial Document Question Answering,"Yixi Zhou, Fan Zhang, YU Chen, Haipeng Zhang, Preslav Nakov, Zhuohan Xie",https://aclanthology.org/2026.findings-acl.1244/,https://aclanthology.org/2026.findings-acl.1244.pdf,2026.findings-acl.1244,5_LongDoc_Retrieval
Method,-,Findings,Information Representation Fairness in Long-Document Embeddings: The Peculiar Interaction of Positional and Language Bias,"Elias Schuhmacher, Andrianos Michail, Juri Opitz, Rico Sennrich, Simon Clematide",https://aclanthology.org/2026.findings-acl.246/,https://aclanthology.org/2026.findings-acl.246.pdf,2026.findings-acl.246,5_LongDoc_Retrieval
Method,-,Findings,Let Retrievers Think Before Action: Thought-Augmented Embedding for Dense Retrieval,"Ruiran Yan, Wen Xiong, Ze Liu, Chaozhuo Li, Hao Liao, Defu Lian, Zheng Liu",https://aclanthology.org/2026.findings-acl.1603/,https://aclanthology.org/2026.findings-acl.1603.pdf,2026.findings-acl.1603,5_LongDoc_Retrieval
Dataset,-,Main - Long,RAM-SD: Retrieval-Augmented Multi-agent framework for Sarcasm Detection,"Ziyang Zhou, Ziqi Liu, Yan Wang, Yiming Lin, Yangbin Chen",https://aclanthology.org/2026.acl-long.64/,https://aclanthology.org/2026.acl-long.64.pdf,2026.acl-long.64,6_Text_Graph_RAG
Dataset,-,Main - Long,Logic Matters in Lightweight Hallucination Classification for RAG System,"Ningyuan Yang, Kaizhu Huang",https://aclanthology.org/2026.acl-long.73/,https://aclanthology.org/2026.acl-long.73.pdf,2026.acl-long.73,6_Text_Graph_RAG
Dataset,-,Main - Long,"Rethinking Evaluation for LLM Hallucination Detection: A Desiderata, A New RAG-based Benchmark, New Insights","Wenbo Chen, Veena Padmanabhan, Tootiya Giyahchi, Elaine Wong, Leman Akoglu",https://aclanthology.org/2026.acl-long.680/,https://aclanthology.org/2026.acl-long.680.pdf,2026.acl-long.680,6_Text_Graph_RAG
Dataset,-,Main - Long,RLSeek: Evidence-Grounded Reasoning for RAG Hallucination Detection,"Zhaoheng Huang, Dacheng Wen, Yutao Zhu, Xiaoying Lian, Yushi Liang, Kai Hao, Nan Li, Liangjie Zhang, Qi Zhang, Ji-Rong Wen, Zhicheng Dou, Fangzhao Wu",https://aclanthology.org/2026.acl-long.1492/,https://aclanthology.org/2026.acl-long.1492.pdf,2026.acl-long.1492,6_Text_Graph_RAG
Dataset,-,Main - Long,Structure Guided Retrieval-Augmented Generation for Factual Queries,"Miao Xie, Xiao Zhang, Yi Li, Chunli Lv",https://aclanthology.org/2026.acl-long.1873/,https://aclanthology.org/2026.acl-long.1873.pdf,2026.acl-long.1873,6_Text_Graph_RAG
Dataset,-,Main - Short,Defense Against Knowledge Poisoning Attack on GraphRAG,"Havva Alizadeh Noughabi, Fattane Zarrinkalam, Ali Dehghantanha",https://aclanthology.org/2026.acl-short.47/,https://aclanthology.org/2026.acl-short.47.pdf,2026.acl-short.47,6_Text_Graph_RAG
Dataset,-,Findings,AgenticRAGTracer: A Hop-Aware Benchmark for Diagnosing Multi-Step Retrieval Reasoning in Agentic RAG,"Qijie You, Wenkai Yu, Hao Liang, Zhen Hao Wong, Wentao Zhang",https://aclanthology.org/2026.findings-acl.66/,https://aclanthology.org/2026.findings-acl.66.pdf,2026.findings-acl.66,6_Text_Graph_RAG
Dataset,-,Findings,Faithfulness-Aware Uncertainty Quantification for Fact-Checking the Output of Retrieval-Augmented Generation,"Ekaterina Fadeeva, Aleksandr Rubashevskii, Dzianis Piatrashyn, Roman Vashurin, Shehzaad Dhuliawala, Artem Shelmanov, Timothy Baldwin, Preslav Nakov, Mrinmaya Sachan, Maxim Panov",https://aclanthology.org/2026.findings-acl.338/,https://aclanthology.org/2026.findings-acl.338.pdf,2026.findings-acl.338,6_Text_Graph_RAG
Dataset,-,Findings,MTRAG-UN: A Benchmark for Open Challenges in Multi-Turn RAG Conversations,"Sara Rosenthal, Yannis Katsis, Vraj Shah, Lihong He, Lucian Popa, Marina Danilevsky",https://aclanthology.org/2026.findings-acl.503/,https://aclanthology.org/2026.findings-acl.503.pdf,2026.findings-acl.503,6_Text_Graph_RAG
Dataset,-,Findings,RAG or Learning? Understanding the Limits of LLM Adaptation under Continuous Knowledge Drift in the Real World,"Hanbing Liu, Lang Cao, Yang Li",https://aclanthology.org/2026.findings-acl.546/,https://aclanthology.org/2026.findings-acl.546.pdf,2026.findings-acl.546,6_Text_Graph_RAG
Dataset,-,Findings,WildGraphBench: Benchmarking GraphRAG with Wild-Source Corpora,"Pengyu Wang, Benfeng Xu, Licheng Zhang, Shaohan Wang, Mingxuan Du, Chiwei Zhu, Zhendong Mao",https://aclanthology.org/2026.findings-acl.679/,https://aclanthology.org/2026.findings-acl.679.pdf,2026.findings-acl.679,6_Text_Graph_RAG
Dataset,-,Findings,QuCo-RAG: Quantifying Uncertainty from the Pre-training Corpus for Dynamic Retrieval-Augmented Generation,"Dehai Min, Kailin Zhang, Tongtong Wu, Lu Cheng",https://aclanthology.org/2026.findings-acl.812/,https://aclanthology.org/2026.findings-acl.812.pdf,2026.findings-acl.812,6_Text_Graph_RAG
Dataset,-,Findings,Across Programming Language Silos: A Study on Cross-Lingual Retrieval-Augmented Code Generation,"Qiming Zhu, Jialun Cao, Xuanang Chen, Weili Zhang, Yaojie Lu, Hongyu Lin, Xianpei Han, Le Sun, Shing-Chi Cheung",https://aclanthology.org/2026.findings-acl.1216/,https://aclanthology.org/2026.findings-acl.1216.pdf,2026.findings-acl.1216,6_Text_Graph_RAG
Dataset,-,Findings,From RAG to Agentic RAG for Faithful Islamic Question Answering,"Gagan Bhatia, Hamdy Mubarak, Mustafa Jarrar, George Mikros, Fadi Zaraket, Mahmoud Alhirthani, Mutaz al-Khatib, Logan Cochrane, Kareem Mohamed Darwish, Rashid Yahiaoui, Firoj Alam",https://aclanthology.org/2026.findings-acl.1317/,https://aclanthology.org/2026.findings-acl.1317.pdf,2026.findings-acl.1317,6_Text_Graph_RAG
Dataset,-,Findings,Rational Synthesizers or Heuristic Followers? Analyzing LLMs in RAG-based Question-Answering,Atharv Naphade,https://aclanthology.org/2026.findings-acl.2003/,https://aclanthology.org/2026.findings-acl.2003.pdf,2026.findings-acl.2003,6_Text_Graph_RAG
Method,-,Main - Long,ChatR1: Reinforcement Learning for Conversational Reasoning and Retrieval Augmented Question Answering,"Simon Lupart, Mohammad Aliannejadi, Evangelos Kanoulas",https://aclanthology.org/2026.acl-long.103/,https://aclanthology.org/2026.acl-long.103.pdf,2026.acl-long.103,6_Text_Graph_RAG
Method,-,Main - Long,Culinary Crossroads: A RAG Framework for Enhancing Diversity in Cross-Cultural Recipe Adaptation,"Tianyi Hu, Andrea Morales-Garzón, Jingyi Zheng, Maria Maistro, Daniel Hershcovich",https://aclanthology.org/2026.acl-long.111/,https://aclanthology.org/2026.acl-long.111.pdf,2026.acl-long.111,6_Text_Graph_RAG
Method,-,Main - Long,Guaranteeing Knowledge Integration with Joint Decoding for Retrieval-Augmented Generation,"Zhengyi Zhao, Shubo Zhang, Zezhong Wang, Yuxi Zhang, Huimin Wang, Yutian Zhao, Yefeng Zheng, Binyang Li, Kam-Fai Wong, Xian Wu",https://aclanthology.org/2026.acl-long.192/,https://aclanthology.org/2026.acl-long.192.pdf,2026.acl-long.192,6_Text_Graph_RAG
Method,-,Main - Long,Open Schrödinger’s Closed Box: Identifying Retrieval Augmented Generation in API-Accessible Large Language Model Services,"Yukun Jiang, Xinyue Shen, Michael Backes, Zheng Li, Yang Zhang",https://aclanthology.org/2026.acl-long.208/,https://aclanthology.org/2026.acl-long.208.pdf,2026.acl-long.208,6_Text_Graph_RAG
Method,-,Main - Long,D^2Plan: Dual-Agent Dynamic Global Planning for Complex Retrieval-Augmented Reasoning,"Kangcheng Luo, Tinglang Wu, Yansong Feng",https://aclanthology.org/2026.acl-long.216/,https://aclanthology.org/2026.acl-long.216.pdf,2026.acl-long.216,6_Text_Graph_RAG
Method,-,Main - Long,Retrievals Can Be Detrimental: Unveiling the Backdoor Vulnerability of Retrieval-Augmented Diffusion Models,"Hao Fang, Xiaohang Sui, Hongyao Yu, Kuofeng Gao, Jiawei Kong, Sijin Yu, Bin Chen, Shu-Tao Xia",https://aclanthology.org/2026.acl-long.242/,https://aclanthology.org/2026.acl-long.242.pdf,2026.acl-long.242,6_Text_Graph_RAG
Method,-,Main - Long,LogicPoison: Logical Attacks on Graph Retrieval-Augmented Generation,"Yilin Xiao, Jin Chen, Qinggang Zhang, Yujing Zhang, Chuang Zhou, Longhao Yang, Lingfei Ren, Xin Yang, Xiao Huang",https://aclanthology.org/2026.acl-long.252/,https://aclanthology.org/2026.acl-long.252.pdf,2026.acl-long.252,6_Text_Graph_RAG
Method,-,Main - Long,Compete to Complete: Co-opetition Adversarial Learning for Retrieval-Augmented Generation,"Xin Liu, Yu-An Liu, Ruqing Zhang, Yixing Fan, Lixin Su, Jiafeng Guo, Xueqi Cheng",https://aclanthology.org/2026.acl-long.258/,https://aclanthology.org/2026.acl-long.258.pdf,2026.acl-long.258,6_Text_Graph_RAG
Method,-,Main - Long,CiteGuard: Faithful Citation Attribution for LLMs via Retrieval-Augmented Validation,"Yee Man Choi, Xuehang Guo, Yi R. Fung, Qingyun Wang",https://aclanthology.org/2026.acl-long.282/,https://aclanthology.org/2026.acl-long.282.pdf,2026.acl-long.282,6_Text_Graph_RAG
Method,-,Main - Long,Don’t Be Misled by Style: A Style-Adaptive Reranker for Capturing Effective Knowledge in Retrieval-Augmented Generation,"Ruwen Zhang, Bo Liu, Zhang Sheng Xiang, Yida Chen, Hantao Zhao, Ding Ding, Jiahui Jin, Jiuxin Cao",https://aclanthology.org/2026.acl-long.302/,https://aclanthology.org/2026.acl-long.302.pdf,2026.acl-long.302,6_Text_Graph_RAG
Method,-,Main - Long,STEM: Structure-Tracing Evidence Mining for Knowledge Graphs-Driven Retrieval-Augmented Generation,"Peng Yu, En Xu, Bin Chen, Haibiao Chen, Yinfei Xu",https://aclanthology.org/2026.acl-long.329/,https://aclanthology.org/2026.acl-long.329.pdf,2026.acl-long.329,6_Text_Graph_RAG
Method,-,Main - Long,All Languages Matter: Understanding and Mitigating Language Bias in Multilingual RAG,"Dan Wang, Guozhao Mo, Yafei Shi, Cheng Zhang, Bo Zheng, Boxi Cao, Xuanang Chen, Yaojie Lu, Hongyu Lin, Ben He, Xianpei Han, Le Sun",https://aclanthology.org/2026.acl-long.338/,https://aclanthology.org/2026.acl-long.338.pdf,2026.acl-long.338,6_Text_Graph_RAG
