Type,Title,Authors,Paper_Link,PDF_Link,arXiv_Link,Category
Dataset,AdQuestA: Knowledge-Guided Visual Question Answer Framework for Advertisements,"Neha Choudhary, Poonam Goyal, Devashish Siwatch, Atharva Chandak, Harsh Mahajan, Varun Khurana, Yaman Kumar",https://openaccess.thecvf.com/content/WACV2025/html/Choudhary_AdQuestA_Knowledge-Guided_Visual_Question_Answer_Framework_for_Advertisements_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Choudhary_AdQuestA_Knowledge-Guided_Visual_Question_Answer_Framework_for_Advertisements_WACV_2025_paper.pdf,,2_Chart_Infographic
Method,Advancing Chart Question Answering with Robust Chart Component Recognition,"Hanwen Zheng, Sijia Wang, Chris Thomas, Lifu Huang",https://openaccess.thecvf.com/content/WACV2025/html/Zheng_Advancing_Chart_Question_Answering_with_Robust_Chart_Component_Recognition_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Zheng_Advancing_Chart_Question_Answering_with_Robust_Chart_Component_Recognition_WACV_2025_paper.pdf,http://arxiv.org/abs/2407.21038,2_Chart_Infographic
Method,VisualFusion: Enhancing Blog Content with Advanced Infographic Pipeline,"Anurag Deo, Savita Bhat, Shirish Karande",https://openaccess.thecvf.com/content/WACV2025/html/Deo_VisualFusion_Enhancing_Blog_Content_with_Advanced_Infographic_Pipeline_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Deo_VisualFusion_Enhancing_Blog_Content_with_Advanced_Infographic_Pipeline_WACV_2025_paper.pdf,,2_Chart_Infographic
Dataset,Refining Text-to-Image Generation: Towards Accurate Training-Free Glyph-Enhanced Image Generation,"Sanyam Lakhanpal, Shivang Chopra, Vinija Jain, Aman Chadha, Man Luo",https://openaccess.thecvf.com/content/WACV2025/html/Lakhanpal_Refining_Text-to-Image_Generation_Towards_Accurate_Training-Free_Glyph-Enhanced_Image_Generation_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Lakhanpal_Refining_Text-to-Image_Generation_Towards_Accurate_Training-Free_Glyph-Enhanced_Image_Generation_WACV_2025_paper.pdf,http://arxiv.org/abs/2403.16422,3_OCR_SceneText
Method,Stratified Domain Adaptation: A Progressive Self-Training Approach for Scene Text Recognition,"Kha Nhat Le, Hoang-Tuan Nguyen, Hung Tien Tran, Thanh Duc Ngo",https://openaccess.thecvf.com/content/WACV2025/html/Le_Stratified_Domain_Adaptation_A_Progressive_Self-Training_Approach_for_Scene_Text_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Le_Stratified_Domain_Adaptation_A_Progressive_Self-Training_Approach_for_Scene_Text_WACV_2025_paper.pdf,http://arxiv.org/abs/2410.09913,3_OCR_SceneText
Method,NCAP: Scene Text Image Super-Resolution with Non-CAtegorical Prior,"Dongwoo Park, Suk Pil Ko",https://openaccess.thecvf.com/content/WACV2025/html/Park_NCAP_Scene_Text_Image_Super-Resolution_with_Non-CAtegorical_Prior_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Park_NCAP_Scene_Text_Image_Super-Resolution_with_Non-CAtegorical_Prior_WACV_2025_paper.pdf,,3_OCR_SceneText
Method,FASTER: A Font-Agnostic Scene Text Editing and Rendering Framework,"Alloy Das, Sanket Biswas, Prasun Roy, Subhankar Ghosh, Umapada Pal, Michael Blumenstein, Josep Lladós, Saumik Bhattacharya",https://openaccess.thecvf.com/content/WACV2025/html/Das_FASTER_A_Font-Agnostic_Scene_Text_Editing_and_Rendering_Framework_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Das_FASTER_A_Font-Agnostic_Scene_Text_Editing_and_Rendering_Framework_WACV_2025_paper.pdf,http://arxiv.org/abs/2308.02905,3_OCR_SceneText
Method,ARTIST: Improving the Generation of Text-Rich Images with Disentangled Diffusion Models and Large Language Models,"Jianyi Zhang, Yufan Zhou, Jiuxiang Gu, Curtis Wigington, Tong Yu, Yiran Chen, Tong Sun, Ruiyi Zhang",https://openaccess.thecvf.com/content/WACV2025/html/Zhang_ARTIST_Improving_the_Generation_of_Text-Rich_Images_with_Disentangled_Diffusion_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Zhang_ARTIST_Improving_the_Generation_of_Text-Rich_Images_with_Disentangled_Diffusion_WACV_2025_paper.pdf,http://arxiv.org/abs/2406.12044,3_OCR_SceneText
Dataset,A Video is Worth 10000 Words: Training and Benchmarking with Diverse Captions for Better Long Video Retrieval,"Matthew Gwilliam, Michael Cogswell, Meng Ye, Karan Sikka, Abhinav Shrivastava, Ajay Divakaran",https://openaccess.thecvf.com/content/WACV2025/html/Gwilliam_A_Video_is_Worth_10000_Words_Training_and_Benchmarking_with_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Gwilliam_A_Video_is_Worth_10000_Words_Training_and_Benchmarking_with_WACV_2025_paper.pdf,,4_Retrieval_RAG
Method,Retrieval Augmented Recipe Generation,"Guoshan Liu, Hailong Yin, Bin Zhu, Jingjing Chen, Chong-Wah Ngo, Yu-Gang Jiang",https://openaccess.thecvf.com/content/WACV2025/html/Liu_Retrieval_Augmented_Recipe_Generation_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Liu_Retrieval_Augmented_Recipe_Generation_WACV_2025_paper.pdf,http://arxiv.org/abs/2411.08715,4_Retrieval_RAG
Method,Multi-Modal Large Language Model with RAG Strategies in Soccer Commentary Generation,"Xiang Li, Yangfan He, Shuaishuai Zu, Zhengyang Li, Tianyu Shi, Yiting Xie, Kevin Zhang",https://openaccess.thecvf.com/content/WACV2025/html/Li_Multi-Modal_Large_Language_Model_with_RAG_Strategies_in_Soccer_Commentary_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Li_Multi-Modal_Large_Language_Model_with_RAG_Strategies_in_Soccer_Commentary_WACV_2025_paper.pdf,,4_Retrieval_RAG
Method,UCDR-Adapter: Exploring Adaptation of Pre-Trained Vision-Language Models for Universal Cross-Domain Retrieval,"Haoyu Jiang, Zhi-Qi Cheng, Gabriel Moreira, Jiawen Zhu, Jingdong Sun, Bukun Ren, Jun-Yan He, Qi Dai, Xian-Sheng Hua",https://openaccess.thecvf.com/content/WACV2025/html/Jiang_UCDR-Adapter_Exploring_Adaptation_of_Pre-Trained_Vision-Language_Models_for_Universal_Cross-Domain_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Jiang_UCDR-Adapter_Exploring_Adaptation_of_Pre-Trained_Vision-Language_Models_for_Universal_Cross-Domain_WACV_2025_paper.pdf,,4_Retrieval_RAG
Method,DualCIR: Enhancing Training-Free Composed Image Retrieval via Dual-Directional Descriptions,"Jingjiao Zhao, Jiaju Li, Dongze Lian, Liguo Sun, Pin Lv",https://openaccess.thecvf.com/content/WACV2025/html/Zhao_DualCIR_Enhancing_Training-Free_Composed_Image_Retrieval_via_Dual-Directional_Descriptions_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Zhao_DualCIR_Enhancing_Training-Free_Composed_Image_Retrieval_via_Dual-Directional_Descriptions_WACV_2025_paper.pdf,,4_Retrieval_RAG
Method,Metric Compatible Training for Online Backfilling in Large-Scale Retrieval,"Seonguk Seo, Mustafa Gokhan Uzunbas, Bohyung Han, Sara Cao, Ser-Nam Lim",https://openaccess.thecvf.com/content/WACV2025/html/Seo_Metric_Compatible_Training_for_Online_Backfilling_in_Large-Scale_Retrieval_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Seo_Metric_Compatible_Training_for_Online_Backfilling_in_Large-Scale_Retrieval_WACV_2025_paper.pdf,http://arxiv.org/abs/2301.03767,4_Retrieval_RAG
Method,TokenBinder: Text-Video Retrieval with One-to-Many Alignment Paradigm,"Bingqing Zhang, Zhuo Cao, Heming Du, Xin Yu, Xue Li, Jiajun Liu, Sen Wang",https://openaccess.thecvf.com/content/WACV2025/html/Zhang_TokenBinder_Text-Video_Retrieval_with_One-to-Many_Alignment_Paradigm_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Zhang_TokenBinder_Text-Video_Retrieval_with_One-to-Many_Alignment_Paradigm_WACV_2025_paper.pdf,http://arxiv.org/abs/2409.19865,4_Retrieval_RAG
Method,SCOT: Self-Supervised Contrastive Pretraining for Zero-Shot Compositional Retrieval,"Bhavin Jawade, João V. B. Soares, Kapil Thadani, Deen Dayal Mohan, Amir Erfan Eshratifar, Benjamin Culpepper, Paloma de Juan, Srirangaraj Setlur, Venu Govindaraju",https://openaccess.thecvf.com/content/WACV2025/html/Jawade_SCOT_Self-Supervised_Contrastive_Pretraining_for_Zero-Shot_Compositional_Retrieval_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Jawade_SCOT_Self-Supervised_Contrastive_Pretraining_for_Zero-Shot_Compositional_Retrieval_WACV_2025_paper.pdf,http://arxiv.org/abs/2501.08347,4_Retrieval_RAG
Method,VLTP: Vision-Language Guided Token Pruning for Task-Oriented Segmentation,"Hanning Chen, Yang Ni, Wenjun Huang, Yezi Liu, SungHeon Jeong, Fei Wen, Nathaniel Bastian, Hugo Latapie, Mohsen Imani",https://openaccess.thecvf.com/content/WACV2025/html/Chen_VLTP_Vision-Language_Guided_Token_Pruning_for_Task-Oriented_Segmentation_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Chen_VLTP_Vision-Language_Guided_Token_Pruning_for_Task-Oriented_Segmentation_WACV_2025_paper.pdf,http://arxiv.org/abs/2409.08464,5_TokenPruning
Method,Patch Ranking: Token Pruning as Ranking Prediction for Efficient CLIP,"Cheng-En Wu, Jinhong Lin, Yu Hen Hu, Pedro Morgado",https://openaccess.thecvf.com/content/WACV2025/html/Wu_Patch_Ranking_Token_Pruning_as_Ranking_Prediction_for_Efficient_CLIP_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Wu_Patch_Ranking_Token_Pruning_as_Ranking_Prediction_for_Efficient_CLIP_WACV_2025_paper.pdf,,5_TokenPruning
Method,Pruning One More Token is Enough: Leveraging Latency-Workload Non-Linearities for Vision Transformers on the Edge,"Nicholas John Eliopoulos, Purvish Jajal, James C. Davis, Gaowen Liu, George K. Thiruvathukal, Yung-Hsiang Lu",https://openaccess.thecvf.com/content/WACV2025/html/Eliopoulos_Pruning_One_More_Token_is_Enough_Leveraging_Latency-Workload_Non-Linearities_for_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Eliopoulos_Pruning_One_More_Token_is_Enough_Leveraging_Latency-Workload_Non-Linearities_for_WACV_2025_paper.pdf,http://arxiv.org/abs/2407.05941,5_TokenPruning
