Type,Sub-category,Track,Title,Authors,Paper_Link,PDF_Link,arXiv_Link,Category
Method,-,Findings,RAD: Retrieval-Augmented Monocular Metric Depth Estimation for Underrepresented Classes,"Michael Baltaxe, Dan Levi, Sagie Benaim",https://openaccess.thecvf.com/content/CVPR2026F/html/Baltaxe_RAD_Retrieval-Augmented_Monocular_Metric_Depth_Estimation_for_Underrepresented_Classes_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Baltaxe_RAD_Retrieval-Augmented_Monocular_Metric_Depth_Estimation_for_Underrepresented_Classes_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2602.09532,4_Multimodal_RAG
Dataset,-,Main,Efficient and High-Fidelity Omni Modality Retrieval,"Chuong Huynh, Manh Luong, Abhinav Shrivastava",https://openaccess.thecvf.com/content/CVPR2026/html/Huynh_Efficient_and_High-Fidelity_Omni_Modality_Retrieval_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Huynh_Efficient_and_High-Fidelity_Omni_Modality_Retrieval_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02098,5_Multimodal_Retrieval
Dataset,-,Main,Beyond Global Similarity: Multi-Conditional Retrieval for Fine-Grained Cross-Modal Understanding,"Xuan Lu, Kangle Li, Haohang Huang, Rui Meng, Wenjun Zeng, Xiaoyu Shen",https://openaccess.thecvf.com/content/CVPR2026/html/Lu_Beyond_Global_Similarity_Multi-Conditional_Retrieval_for_Fine-Grained_Cross-Modal_Understanding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lu_Beyond_Global_Similarity_Multi-Conditional_Retrieval_for_Fine-Grained_Cross-Modal_Understanding_CVPR_2026_paper.pdf,,5_Multimodal_Retrieval
Dataset,-,Main,RMIR: A Benchmark Dataset for Reasoning-Intensive Multimodal Image Retrieval,"Yijiang Li, Kunal Kotian, Ali Marjaninejad, Meir Friedenberg, Kaushik Pavani, Sunny Dasgupta",https://openaccess.thecvf.com/content/CVPR2026/html/Li_RMIR_A_Benchmark_Dataset_for_Reasoning-Intensive_Multimodal_Image_Retrieval_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_RMIR_A_Benchmark_Dataset_for_Reasoning-Intensive_Multimodal_Image_Retrieval_CVPR_2026_paper.pdf,,5_Multimodal_Retrieval
Dataset,-,Main,"CodeMMR: Bridging Natural Language, Code, and Image for Unified Retrieval","Jiahui Geng, Qing Li, Fengyu Cai, Fakhri Karray",https://openaccess.thecvf.com/content/CVPR2026/html/Geng_CodeMMR_Bridging_Natural_Language_Code_and_Image_for_Unified_Retrieval_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Geng_CodeMMR_Bridging_Natural_Language_Code_and_Image_for_Unified_Retrieval_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.15663,5_Multimodal_Retrieval
Dataset,-,Findings,ROSE: Retrieval-Oriented Segmentation Enhancement,"Song Tang, Guangquan Jie, Henghui Ding, Yu-Gang Jiang",https://openaccess.thecvf.com/content/CVPR2026F/html/Tang_ROSE_Retrieval-Oriented_Segmentation_Enhancement_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Tang_ROSE_Retrieval-Oriented_Segmentation_Enhancement_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2604.14147,5_Multimodal_Retrieval
Method,-,Main,RetFormer: Multimodal Retrieval for Enhancing Image Recognition,"Tianrui Yu, Xiubo Liang, Hongzhi Wang",https://openaccess.thecvf.com/content/CVPR2026/html/Yu_RetFormer_Multimodal_Retrieval_for_Enhancing_Image_Recognition_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_RetFormer_Multimodal_Retrieval_for_Enhancing_Image_Recognition_CVPR_2026_paper.pdf,,5_Multimodal_Retrieval
Method,-,Main,ReMatch: Boosting Representation through Matching for Multimodal Retrieval,"Qianying Liu, Xiao Liang, Zhiqiang Zhang, Yibo Chen, Xu Tang, Zhongfei Qing, Fengfan Zhou, Yao Hu, Paul Henderson",https://openaccess.thecvf.com/content/CVPR2026/html/Liu_ReMatch_Boosting_Representation_through_Matching_for_Multimodal_Retrieval_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_ReMatch_Boosting_Representation_through_Matching_for_Multimodal_Retrieval_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.19278,5_Multimodal_Retrieval
Method,-,Main,POGA: Paraphrased and Oppositional Graph Alignment for Fine-Grained Cross-Modal Retrieval,"Junfeng Zhang, Zhe Xue, Yuankai Qi, Junping Du, Xiangyang Kong, Yishuo Yan, Amin Beheshti, Jian Yang, Anton van den Hengel, Ming-Hsuan Yang",https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_POGA_Paraphrased_and_Oppositional_Graph_Alignment_for_Fine-Grained_Cross-Modal_Retrieval_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_POGA_Paraphrased_and_Oppositional_Graph_Alignment_for_Fine-Grained_Cross-Modal_Retrieval_CVPR_2026_paper.pdf,,5_Multimodal_Retrieval
Method,-,Main,STiTch: Semantic Transition and Transportation in Collaboration for Training-Free Zero-Shot Composed Image Retrieval,"Miaoge Li, Dongsheng Wang, Zening Sun, Jinsen Zhang, Wenhan Luo, Jingcai Guo",https://openaccess.thecvf.com/content/CVPR2026/html/Li_STiTch_Semantic_Transition_and_Transportation_in_Collaboration_for_Training-Free_Zero-Shot_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_STiTch_Semantic_Transition_and_Transportation_in_Collaboration_for_Training-Free_Zero-Shot_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.21261,5_Multimodal_Retrieval
