No,Type,Vol_Issue,Published,Title,Authors,Pages,DOI,Paper_Link
368,Method,48(4),2026-4,MoEGAD: A Mixture-of-Experts Framework With Pseudo-Anomaly Generation for Graph-Level Anomaly Detection,"Jinyu Cai, Yunhe Zhang, Pengyang Wang, See-Kiong Ng",4473-4489,10.1109/tpami.2025.3646069,https://doi.org/10.1109/tpami.2025.3646069
369,Method,48(4),2026-4,DSwinIR: Rethinking Window-Based Attention for Image Restoration,"Gang Wu, Junjun Jiang, Kui Jiang, Xianming Liu, Liqiang Nie",4350-4366,10.1109/tpami.2025.3646016,https://doi.org/10.1109/tpami.2025.3646016
370,Method,48(4),2026-4,Noisy Correspondence Rectification in Multimodal Clustering Space for Cross-Modal Matching,"Shuo Yang, Yancheng Long, Yujie Wei, Zeke Xie, Hongxun Yao, Min Xu, Liqiang Nie",4657-4672,10.1109/tpami.2025.3646184,https://doi.org/10.1109/tpami.2025.3646184
371,Method,48(4),2026-4,Hyperbolic Kernel Graph Neural Networks for Neurocognitive Decline Analysis From Multimodal Brain Imaging,"Meimei Yang, Yongheng Sun, Qianqian Wang, Andrea Bozoki, Maureen Kohi, Mingxia Liu",4827-4841,10.1109/tpami.2025.3646188,https://doi.org/10.1109/tpami.2025.3646188
372,Method,48(4),2026-4,Breaking the Multi-Enhancement Bottleneck: Domain-Consistent Quality Enhancement for Compressed Images,"Qunliang Xing, Ce Zheng, Mai Xu, Jing Yang, Shengxi Li",4692-4707,10.1109/tpami.2025.3646223,https://doi.org/10.1109/tpami.2025.3646223
373,Method,48(4),2026-4,The CUR Decomposition of Self-Attention Matrices in Vision Transformers,"Chong Wu, Maolin Che, Hong Yan",4792-4809,10.1109/tpami.2025.3646452,https://doi.org/10.1109/tpami.2025.3646452
374,Method,48(4),2026-4,Efficient Scene Modeling via Structure-Aware and Region-Prioritized 3D Gaussians,"Guangchi Fang, Bing Wang",4623-4641,10.1109/tpami.2025.3646473,https://doi.org/10.1109/tpami.2025.3646473
375,Method,48(4),2026-4,Complexity Control Facilitates Reasoning-Based Compositional Generalization in Transformers,"Zhongwang Zhang, Pengxiao Lin, Zhiwei Wang, Yaoyu Zhang, Zhi-Qin John Xu",4336-4349,10.1109/tpami.2025.3646483,https://doi.org/10.1109/tpami.2025.3646483
376,Method,48(4),2026-4,Controllable Generation With Text-to-Image Diffusion Models: A Survey,"Pu Cao, Feng Zhou, Qing Song, Lu Yang",4771-4791,10.1109/tpami.2025.3646548,https://doi.org/10.1109/tpami.2025.3646548
377,Method,48(4),2026-4,Unsupervised Representation Learning From Sparse Transformation Analysis,"Yue Song, T. Anderson Keller, Yisong Yue, Pietro Perona, Max Welling",4539-4552,10.1109/tpami.2025.3645586,https://doi.org/10.1109/tpami.2025.3645586
378,Method,48(4),2026-4,Exploring the Vulnerabilities of Federated Learning: A Deep Dive Into Gradient Inversion Attacks,"Pengxin Guo, Runxi Wang, Shuang Zeng, Jinjing Zhu, Haoning Jiang, Yanran Wang, Yuyin Zhou, Feifei Wang, Hui Xiong, Liangqiong Qu",4810-4826,10.1109/tpami.2025.3646639,https://doi.org/10.1109/tpami.2025.3646639
379,Method,48(4),2026-4,Proactive Bot Detection Based on Structural Information Principles,"Xianghua Zeng, Hao Peng, Angsheng Li",4726-4743,10.1109/tpami.2025.3646644,https://doi.org/10.1109/tpami.2025.3646644
380,Method,48(4),2026-4,Slack Federated Adversarial Training,"Jianing Zhu, Bo Han, Jiangchao Yao, Quanming Yao, Tongliang Liu, Jianliang Xu",4420-4439,10.1109/tpami.2025.3646649,https://doi.org/10.1109/tpami.2025.3646649
381,Method,48(4),2026-4,Jo-SNC: Combating Noisy Labels Through Fostering Self- and Neighbor-Consistency,"Zeren Sun, Yazhou Yao, Tongliang Liu, Zechao Li, Fumin Shen, Jinhui Tang",4708-4725,10.1109/tpami.2025.3646737,https://doi.org/10.1109/tpami.2025.3646737
382,Method,48(4),2026-4,DirMixE: Harnessing Test Agnostic Long-Tail Recognition With Hierarchical Label Vartiations,"Zhiyong Yang, Qianqian Xu, Sicong Li, Zitai Wang, Xiaochun Cao, Qingming Huang",4605-4622,10.1109/tpami.2025.3647124,https://doi.org/10.1109/tpami.2025.3647124
383,Method,48(4),2026-4,Hypergraph Foundation Model,"Yue Gao, Yifan Feng, Shiquan Liu, Xiangmin Han, Shaoyi Du, Zongze Wu, Han Hu",4063-4080,10.1109/tpami.2025.3647504,https://doi.org/10.1109/tpami.2025.3647504
384,Method,48(4),2026-4,Toward Understanding Generalization and Stability Gaps Between Centralized and Decentralized Federated Learning,"Yan Sun, Li Shen, Dacheng Tao",4744-4755,10.1109/tpami.2025.3647762,https://doi.org/10.1109/tpami.2025.3647762
385,Method,48(4),2026-4,Learning Positive-Incentive Point Sampling in Neural Implicit Fields for Object Pose Estimation,"Yifei Shi, Boyan Wan, Xin Xu, Kai Xu",4490-4506,10.1109/tpami.2025.3647829,https://doi.org/10.1109/tpami.2025.3647829
386,Method,48(5),2026-5,Iterative Differential Entropy Minimization (IDEM) Method for Fine Rigid Pairwise 3D Point Cloud Registration: A Focus on the Metric,"Emmanuele Barberi, Felice Sfravara, Filippo Cucinotta",5083-5094,10.1109/tpami.2025.3647835,https://doi.org/10.1109/tpami.2025.3647835
387,Method,48(5),2026-5,Diffusion-Driven Self-Supervised Learning for Shape Reconstruction and Pose Estimation,"Jingtao Sun, Yaonan Wang, Mingtao Feng, Chao Ding, Mike Zheng Shou, Ajmal Mian",5113-5130,10.1109/tpami.2025.3647855,https://doi.org/10.1109/tpami.2025.3647855
388,Method,48(5),2026-5,You Only Look One Step: Accelerating Backpropagation in Diffusion Sampling With Gradient Shortcuts,"Hongkun Dou, Zeyu Li, Xingyu Jiang, Hongjue Li, Lijun Yang, Wen Yao, Yue Deng",5050-5067,10.1109/tpami.2025.3647857,https://doi.org/10.1109/tpami.2025.3647857
389,Method,48(5),2026-5,Forget Me Not: Fighting Local Overfitting With Knowledge Fusion and Distillation,"Uri Stern, Eli Corn, Daphna Weinshall",5004-5015,10.1109/tpami.2025.3647862,https://doi.org/10.1109/tpami.2025.3647862
390,Method,48(4),2026-4,Toward Unified Expertise: Learning a Single Vision Model From Diverse Perception,"Zitian Chen, Mingyu Ding, Yikang Shen, Erik Learned-Miller, Chuang Gan",4896-4908,10.1109/tpami.2025.3647880,https://doi.org/10.1109/tpami.2025.3647880
391,Method,48(4),2026-4,Robust Semi-Supervised Feature Selection With Multi-Granularity Zentropy Modeling,"Kehua Yuan, Duoqian Miao, Weiping Ding, Witold Pedrycz, Yiyu Yao",4587-4604,10.1109/tpami.2025.3647921,https://doi.org/10.1109/tpami.2025.3647921
392,Method,48(4),2026-4,"HUGSIM: A Real-Time, Photo-Realistic and Closed-Loop Simulator for Autonomous Driving","Hongyu Zhou, Longzhong Lin, Jiabao Wang, Yichong Lu, Dongfeng Bai, Bingbing Liu, Yue Wang, Andreas Geiger, Yiyi Liao",4673-4691,10.1109/tpami.2025.3647952,https://doi.org/10.1109/tpami.2025.3647952
393,Method,48(5),2026-5,DiFaReli++: Diffusion Face Relighting With Consistent Cast Shadows,"Puntawat Ponglertnapakorn, Nontawat Tritrong, Supasorn Suwajanakorn",5068-5082,10.1109/tpami.2025.3648667,https://doi.org/10.1109/tpami.2025.3648667
394,Method,48(4),2026-4,Data-Driven Bidirectional Spatial-Adaptive Network for Weakly Supervised Object Detection in Remote Sensing Images,"Zebin Wu, Shangdong Zheng, Yang Xu, Le Wang, Zhihui Wei, Gang Hua",4553-4569,10.1109/tpami.2025.3646464,https://doi.org/10.1109/tpami.2025.3646464
395,Method,48(4),2026-4,HGNN Shield: Defending Hypergraph Neural Networks Against High-Order Structure Attack,"Yifan Feng, Yifan Zhang, Shaoyi Du, Shihui Ying, Jun-Hai Yong, Yue Gao",4205-4221,10.1109/tpami.2025.3648431,https://doi.org/10.1109/tpami.2025.3648431
396,Method,48(5),2026-5,Learning Deep Tree-Based Retriever for Efficient Recommendation: Theory and Method,"Ze Liu, Jin Zhang, Defu Lian, Chao Feng, Jie Wang, Enhong Chen",5032-5049,10.1109/tpami.2025.3648453,https://doi.org/10.1109/tpami.2025.3648453
397,Method,48(4),2026-4,Language Embedded 3D Gaussians for Open-Vocabulary Scene Querying,"Miao Wang, Jin-Chuan Shi, Shao-Hua Guan, Hao-Bin Duan",4928-4941,10.1109/tpami.2025.3648837,https://doi.org/10.1109/tpami.2025.3648837
398,Method,48(4),2026-4,SAM-I2V++: Efficiently Upgrading SAM for Promptable Video Segmentation,"Haiyang Mei, Pengyu Zhang, Mike Zheng Shou",4878-4895,10.1109/tpami.2025.3648863,https://doi.org/10.1109/tpami.2025.3648863
399,Method,48(5),2026-5,CrossEarth: Geospatial Vision Foundation Model for Domain Generalizable Remote Sensing Semantic Segmentation,"Ziyang Gong, Zhixiang Wei, Di Wang, Xiaoxing Hu, Xianzheng Ma, Hongruixuan Chen, Yuru Jia, Yupeng Deng, Zhenming Ji, Xiangwei Zhu, Xue Yang, Naoto Yokoya, Jing Zhang, Bo Du, Junchi Yan, Liangpei Zhang",5147-5164,10.1109/tpami.2025.3649001,https://doi.org/10.1109/tpami.2025.3649001
400,Method,48(4),2026-4,Spike Camera Optical Flow Estimation Based on Continuous Spike Streams,"Rui Zhao, Ruiqin Xiong, Dongkai Wang, Shiyu Xuan, Jian Zhang, Xiaopeng Fan, Tiejun Huang",4756-4770,10.1109/tpami.2025.3649050,https://doi.org/10.1109/tpami.2025.3649050
401,Method,48(4),2026-4,Bi-C 2 R: Bidirectional Continual Compatible Representation for Re-Indexing Free Lifelong Person Re-Identification,"Zhenyu Cui, Jiahuan Zhou, Yuxin Peng",4570-4586,10.1109/tpami.2025.3649078,https://doi.org/10.1109/tpami.2025.3649078
402,Method,48(5),2026-5,Continuous Review and Timely Correction: Enhancing the Resistance to Noisy Labels via Self-Not-True and Class-Wise Distillation,"Long Lan, Jingyi Wang, Xinghao Wu, Bo Han, Xinwang Liu",5165-5179,10.1109/tpami.2025.3649111,https://doi.org/10.1109/tpami.2025.3649111
403,Method,48(4),2026-4,A Survey of Behavior Foundation Model: Next-Generation Whole-Body Control System of Humanoid Robots,"Mingqi Yuan, Tao Yu, Wenqi Ge, Xiuyong Yao, Dapeng Li, Huijiang Wang, Jiayu Chen, Bo Li, Wei Zhang, Wenjun Zeng, Hua Chen, Xin Jin",4909-4927,10.1109/tpami.2025.3649177,https://doi.org/10.1109/tpami.2025.3649177
404,Method,48(5),2026-5,On the Transferability and Discriminability of Representation Learning in Unsupervised Domain Adaptation,"Wenwen Qiang, Ziyin Gu, Lingyu Si, Jiangmeng Li, Changwen Zheng, Fuchun Sun, Hui Xiong",4983-5003,10.1109/tpami.2025.3649294,https://doi.org/10.1109/tpami.2025.3649294
405,Method,48(5),2026-5,Fast Multi-view Discrete Clustering via Spectral Embedding Fusion,"Ben Yang, Xuetao Zhang, Zhiyuan Xue, Feiping Nie, Badong Chen",5095-5112,10.1109/tpami.2025.3649521,https://doi.org/10.1109/tpami.2025.3649521
406,Method,48(5),2026-5,GrowSP++: Growing Superpoints and Primitives for Unsupervised 3D Semantic Segmentation,"Zihui Zhang, Weisheng Dai, Bing Wang, Bo Li, Bo Yang",5016-5031,10.1109/tpami.2025.3650165,https://doi.org/10.1109/tpami.2025.3650165
407,Method,48(5),2026-5,Hierarchical Context Alignment With Disentangled Geometric and Temporal Modeling for Semantic Occupancy Prediction,"Bohan Li, Xin Jin, Jiajun Deng, Yasheng Sun, Xiaofeng Wang, Wenjun Zeng",5388-5404,10.1109/tpami.2025.3650478,https://doi.org/10.1109/tpami.2025.3650478
408,Method,48(5),2026-5,Efficient Exploration for Multi-Agent Diversity With Agent Identity,"Tianxu Li, Kun Zhu",5460-5473,10.1109/tpami.2025.3650500,https://doi.org/10.1109/tpami.2025.3650500
409,Method,48(5),2026-5,MADTP++: Bridge the Gap Between Token and Weight Pruning for Accelerating VLTs,"Jianjian Cao, Chong Yu, Peng Ye, Tao Chen",5180-5194,10.1109/tpami.2025.3650545,https://doi.org/10.1109/tpami.2025.3650545
410,Method,48(5),2026-5,Lifelong Learning of Large Language Model Based Agents: A Roadmap,"Junhao Zheng, Chengming Shi, Xidi Cai, Qiuke Li, Duzhen Zhang, Chenxing Li, Dong Yu, Qianli Ma",5552-5571,10.1109/tpami.2025.3650546,https://doi.org/10.1109/tpami.2025.3650546
411,Method,48(5),2026-5,Next Bit Prediction: A Unified Lossless and Lossy Point Cloud Geometry Compression Framework,"Bojun Liu, Yangzhi Ma, Li Li, Dong Liu, Zhu Li, Houqiang Li",5371-5387,10.1109/tpami.2025.3650590,https://doi.org/10.1109/tpami.2025.3650590
412,Method,48(5),2026-5,Low-Rank Tensor Learning by Generalized Nonconvex Regularization,"Sijia Xia, Michael K. Ng, Xiongjun Zhang",5604-5619,10.1109/tpami.2025.3650712,https://doi.org/10.1109/tpami.2025.3650712
413,Method,48(5),2026-5,Beyond LLaVA-HD: Diving Into High-Resolution Multimodal Large Language Models,"YiFan Zhang, Qingsong Wen, Chaoyou Fu, Kun Wang, Xue Wang, Zhang Zhang, Liang Wang, Rong Jin",5493-5504,10.1109/tpami.2026.3650761,https://doi.org/10.1109/tpami.2026.3650761
414,Method,48(5),2026-5,LRANet++: Low-Rank Approximation Network for Accurate and Efficient Text Spotting,"Yuchen Su, Zhineng Chen, Yongkun Du, Zuxuan Wu, Hongtao Xie, Yu-Gang Jiang",5620-5638,10.1109/tpami.2026.3650769,https://doi.org/10.1109/tpami.2026.3650769
415,Method,48(5),2026-5,Learning Diffusion Priors for Inverse Rendering Under Unknown Illumination,"Sida Peng, Jiarui Guo, Xi Chen, Yuan Liu, Dongchen Yang, Hujun Bao, Xiaowei Zhou",5572-5585,10.1109/tpami.2026.3650770,https://doi.org/10.1109/tpami.2026.3650770
416,Method,48(5),2026-5,IBCB: Efficient Inverse Batched Contextual Bandit for Behavioral Evolution History,"Yi Xu, Weiran Shen, Jun Xu, Xiao Zhang, Ji-Rong Wen",5655-5671,10.1109/tpami.2026.3650796,https://doi.org/10.1109/tpami.2026.3650796
417,Method,48(5),2026-5,How to Break It Down for Building It Up? Theory-Guided Graph Decomposition Learning for Spatiotemporal Traffic Prediction,"Jiahao Ji, Jingyuan Wang, Yu Mou, Cheng Long, Junjie Wu",5442-5459,10.1109/tpami.2026.3651246,https://doi.org/10.1109/tpami.2026.3651246
418,Method,48(5),2026-5,Neuron Abandoning Attention Flow: Visual Explanation of Dynamics Inside CNN Models,"Yi Liao, Yongsheng Gao, Weichuan Zhang",5536-5551,10.1109/tpami.2026.3651260,https://doi.org/10.1109/tpami.2026.3651260
419,Method,48(5),2026-5,Advances in Multimodal Adaptation and Generalization: From Traditional Approaches to Foundation Models,"Hao Dong, Moru Liu, Kaiyang Zhou, Eleni Chatzi, Juho Kannala, Cyrill Stachniss, Olga Fink",5672-5691,10.1109/tpami.2026.3651319,https://doi.org/10.1109/tpami.2026.3651319
420,Method,48(4),2026-4,Learning Physics-Informed Noise Models from Dark Frames for Low-Light Raw Image Denoising,"Hansen Feng, Lizhi Wang, Yiqi Huang, Yuzhi Wang, Lin Zhu, Hua Huang",3952-3969,10.1109/tpami.2026.3651447,https://doi.org/10.1109/tpami.2026.3651447
421,Method,48(5),2026-5,Human Motion Prediction via Continual Prior Compensation,"Jianwei Tang, Jian-Fang Hu, Tianming Liang, Xiaotong Lin, Jiangxin Sun, Wei-Shi Zheng, Jianhuang Lai",5131-5146,10.1109/tpami.2026.3651530,https://doi.org/10.1109/tpami.2026.3651530
422,Method,48(5),2026-5,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,"Jindong Li, Yongguang Li, Yali Fu, Jiahong Liu, Yixin Liu, Menglin Yang, Irwin King",5405-5424,10.1109/tpami.2026.3651700,https://doi.org/10.1109/tpami.2026.3651700
423,Method,48(5),2026-5,Unleashing the Power of Text-to-Image Diffusion Models for Category-Agnostic Pose Estimation,"Duo Peng, Zhengbo Zhang, Ping Hu, Qiuhong Ke, De Wen Soh, Mohammed Bennamoun, Jun Liu",5195-5211,10.1109/tpami.2026.3651728,https://doi.org/10.1109/tpami.2026.3651728
424,Method,48(5),2026-5,Accelerated Optimization of Large Mixture-of-Experts Models by Density-Aware Multi-Stage Learning,"Jianxing Yu, Haowei Jiang, Huaijie Zhu, Wenqing Chen, Yanghui Rao, Qinliang Su, Jian Yin",5505-5519,10.1109/tpami.2026.3651754,https://doi.org/10.1109/tpami.2026.3651754
425,Method,48(5),2026-5,Incremental Online Learning of Randomized Neural Network With Forward Regularization,"Junda Wang, Minghui Hu, Ning Li, Abdulaziz Al-Ali, Ponnuthurai Nagaratnam Suganthan",5277-5293,10.1109/tpami.2026.3652081,https://doi.org/10.1109/tpami.2026.3652081
426,Method,48(5),2026-5,Instructed Diffuser With Temporal Condition Guidance for Offline Reinforcement Learning,"Jifeng Hu, Yanchao Sun, Sili Huang, Siyuan Guo, Hechang Chen, Li Shen, Lichao Sun, Yi Chang, Dacheng Tao",5346-5356,10.1109/tpami.2026.3652193,https://doi.org/10.1109/tpami.2026.3652193
427,Method,48(5),2026-5,HGNNv2: Stable Hypergraph Neural Networks,"Yue Gao, Jielong Yan, Yifan Feng, Xiangmin Han, Shihui Ying, Zongze Wu, Han Hu",5311-5327,10.1109/tpami.2026.3652225,https://doi.org/10.1109/tpami.2026.3652225
428,Method,48(5),2026-5,Robust Distributed Cooperative Classification With Learned Compressed-Feature Diffusion,"Xiling Yao, Jie Chen, Jingdong Chen",5294-5310,10.1109/tpami.2026.3652297,https://doi.org/10.1109/tpami.2026.3652297
429,Method,48(5),2026-5,Model Lineage Analysis: Determination and Closeness Measurement,"Chen Tang, Lan Zhang, Qi Zhao, Xirong Zhuang, Jiewei Lai, Xiang-yang Li",5212-5224,10.1109/tpami.2026.3652302,https://doi.org/10.1109/tpami.2026.3652302
430,Method,48(5),2026-5,NuwaDynamics+: A Causality-Aware Generative Framework for Spatio-Temporal Representation Learning,"Kun Wang, Yifan Duan, Hao Wu, Jian Zhao, Kai Wang, Zhengyang Zhou, Yuxuan Liang, Xu Wang, Yang Wang, Yu Zheng, Xuelong Li",5474-5492,10.1109/tpami.2026.3652303,https://doi.org/10.1109/tpami.2026.3652303
431,Method,48(5),2026-5,OIF-PCR++: Point Cloud Registration via Progressive Distillation of Conditional Positional Encoding,"Fan Yang, Zhi Chen, Nanjun Yuan, Lin Guo, Wenbing Tao",5328-5345,10.1109/tpami.2026.3652316,https://doi.org/10.1109/tpami.2026.3652316
432,Method,48(4),2026-4,Armor: Shielding Unlearnable Examples Against Data Augmentation,"Xueluan Gong, Yuji Wang, Yanjiao Chen, Haocheng Dong, Yiming Li, Mengyuan Sun, Shuaike Li, Qian Wang",3988-4004,10.1109/tpami.2026.3652456,https://doi.org/10.1109/tpami.2026.3652456
433,Method,48(5),2026-5,Causal Inference via Style Bias Deconfounding for Domain Generalization,"Jiaxi Li, Di Lin, Hao Chen, Hongyings Liu, Liang Wan, Wei Feng",5357-5370,10.1109/tpami.2026.3652609,https://doi.org/10.1109/tpami.2026.3652609
434,Method,48(5),2026-5,A Hierarchical Prior Mining Approach for Non-Local Multi-View Stereo,"Jiaqi Yang, Yanan He, Chunlin Ren, Qingshan Xu, Siwen Quan, Xiyu Zhang, Yanning Zhang",5225-5242,10.1109/tpami.2026.3652616,https://doi.org/10.1109/tpami.2026.3652616
435,Method,48(5),2026-5,Integrating Affordances and Attention Models for Short-Term Object Interaction Anticipation,"Lorenzo Mur-Labadia, Ruben Martinez-Cantin, Jose J. Guerrero, Giovanni Maria Farinella, Antonino Furnari",5425-5441,10.1109/tpami.2026.3652831,https://doi.org/10.1109/tpami.2026.3652831
436,Method,48(5),2026-5,Seeing Through Satellite Images at Street Views,"Ming Qian, Bin Tan, Qiuyu Wang, Xianwei Zheng, Hanjiang Xiong, Gui-Song Xia, Yujun Shen, Nan Xue",5692-5709,10.1109/tpami.2026.3652860,https://doi.org/10.1109/tpami.2026.3652860
437,Method,48(2),2026-2,CFSM: A Novel Causal Feature Selection Module for Two-Dimensional Out-of-Distribution Generalization,"Lin Zhu, Weihan Yin, Yiyao Yang, Yifei Wu, Qinying Gu, Xinbing Wang, Chenghu Zhou, Nanyang Ye",1590-1607,10.1109/tpami.2025.3616163,https://doi.org/10.1109/tpami.2025.3616163
438,Method,48(5),2026-5,Goal-Guided Prompting With Adaptive Modality Selection for Efficient Assembly Activity Anticipation in Egocentric Videos,"Tianshan Liu, Bing-Kun Bao",5945-5962,10.1109/tpami.2026.3653482,https://doi.org/10.1109/tpami.2026.3653482
439,Method,48(5),2026-5,AtomThink: Multimodal Slow Thinking With Atomic Step Reasoning,"Kun Xiang, Zhili Liu, Terry Jingchen Zhang, Yinya Huang, Yunshuang Nie, Kaixin Cai, Yiyang Yin, Runhui Huang, Hanhui Li, Yihan Zeng, Yu-Jie Yuan, Jianhua Han, Lanqing Hong, Hang Xu, Xiaodan Liang",5725-5741,10.1109/tpami.2026.3653573,https://doi.org/10.1109/tpami.2026.3653573
440,Method,48(5),2026-5,An Efficient Multi-Estimation-Based Parameter Centroid Decision via Linear Regression Approach,"Yeongyu Choi, Fabien Moutarde, Ju H. Park, Ho-Youl Jung",5742-5754,10.1109/tpami.2026.3653765,https://doi.org/10.1109/tpami.2026.3653765
441,Method,48(5),2026-5,Learn to Enhance Sparse Spike Streams,"Liwen Hu, Yijia Guo, Mianzhi Liu, Yiming Fan, Rui Ma, Shengbo Chen, Lei Ma, Tiejun Huang",5992-6007,10.1109/tpami.2026.3653768,https://doi.org/10.1109/tpami.2026.3653768
442,Method,48(5),2026-5,Revisiting 360 Depth Estimation With PanoGabor: A New Fusion Perspective,"Zhijie Shen, Chunyu Lin, Lang Nie, Kang Liao, Weisi Lin, Yao Zhao",5979-5991,10.1109/tpami.2026.3653796,https://doi.org/10.1109/tpami.2026.3653796
443,Method,48(5),2026-5,Reinforced Refinement With Self-Aware Expansion for End-to-End Autonomous Driving,"Haochen Liu, Tianyu Li, Haohan Yang, Li Chen, Caojun Wang, Ke Guo, Haochen Tian, Hongchen Li, Hongyang Li, Chen Lv",5774-5792,10.1109/tpami.2026.3653866,https://doi.org/10.1109/tpami.2026.3653866
