No,Type,Vol_Issue,Published,Title,Authors,Pages,DOI,Paper_Link
272,Method,48(3),2026-3,"Refine, Control and Distill: A Text-to-Image Framework for Faithful Image Generation","Peng Xing, Ning Wang, Yanpeng Sun, Jinhui Tang, Zechao Li",2296-2311,10.1109/tpami.2025.3628109,https://doi.org/10.1109/tpami.2025.3628109
273,Method,48(3),2026-3,HAT: Hybrid Attention Transformer for Image Restoration,"Xiangyu Chen, Xintao Wang, Wenlong Zhang, Xiangtao Kong, Yu Qiao, Jiantao Zhou, Chao Dong",2676-2694,10.1109/tpami.2025.3628275,https://doi.org/10.1109/tpami.2025.3628275
274,Method,48(3),2026-3,UniDepthV2: Universal Monocular Metric Depth Estimation Made Simpler,"Luigi Piccinelli, Christos Sakaridis, Yung-Hsu Yang, Mattia Segu, Siyuan Li, Wim Abbeloos, Luc Van Gool",2354-2367,10.1109/tpami.2025.3628473,https://doi.org/10.1109/tpami.2025.3628473
275,Method,48(3),2026-3,"${\text{CA}^{2}\text{ST}}$: Cross-Attention in Audio, Space, and Time for Holistic Video Recognition","Jongseo Lee, Joohyun Chang, Dongho Lee, Jinwoo Choi",2803-2819,10.1109/tpami.2025.3628653,https://doi.org/10.1109/tpami.2025.3628653
276,Method,48(3),2026-3,FlexPara: Flexible Neural Surface Parameterization,"Yuming Zhao, Qijian Zhang, Junhui Hou, Jiazhi Xia, Wenping Wang, Ying He",2772-2789,10.1109/tpami.2025.3628727,https://doi.org/10.1109/tpami.2025.3628727
277,Method,48(3),2026-3,SelaVPR++: Towards Seamless Adaptation of Foundation Models for Efficient Place Recognition,"Feng Lu, Tong Jin, Xiangyuan Lan, Lijun Zhang, Yunpeng Liu, Yaowei Wang, Chun Yuan",2731-2748,10.1109/tpami.2025.3629287,https://doi.org/10.1109/tpami.2025.3629287
278,Method,48(3),2026-3,Good Performance Estimation Strategies are All You Need in Neural Architecture Search,"Xiawu Zheng, Lei Zhang, Binghan Chen, Mingkai Wang, Fei Chao, Chenglin Wu, Shanshan Wang, Rongrong Ji, Yonghong Tian",2398-2412,10.1109/tpami.2025.3629288,https://doi.org/10.1109/tpami.2025.3629288
279,Method,48(3),2026-3,DifFlow3D: Hierarchical Diffusion Models for Uncertainty-Aware 3D Scene Flow Estimation,"Jiuming Liu, Weicai Ye, Guangming Wang, Chaokang Jiang, Lei Pan, Jinru Han, Zhe Liu, Guofeng Zhang, Hesheng Wang",2837-2854,10.1109/tpami.2025.3629570,https://doi.org/10.1109/tpami.2025.3629570
280,Method,48(3),2026-3,Efficient and Effective Weight-Ensembling Mixture of Experts for Multi-Task Model Merging,"Li Shen, Anke Tang, Enneng Yang, Guibing Guo, Yong Luo, Lefei Zhang, Xiaochun Cao, Bo Du, Dacheng Tao",2329-2341,10.1109/tpami.2025.3629605,https://doi.org/10.1109/tpami.2025.3629605
281,Method,48(3),2026-3,"Condition Numbers in Multiview Geometry, Instability in Relative Pose Estimation, and RANSAC","Hongyi Fan, Joe Kileel, Benjamin Kimia",2855-2869,10.1109/tpami.2025.3629643,https://doi.org/10.1109/tpami.2025.3629643
282,Method,48(3),2026-3,UniVST: A Unified Framework for Training-Free Localized Video Style Transfer,"Quanjian Song, Mingbao Lin, Wengyi Zhan, Shuicheng Yan, Liujuan Cao, Rongrong Ji",2820-2836,10.1109/tpami.2025.3630010,https://doi.org/10.1109/tpami.2025.3630010
283,Method,48(3),2026-3,Meta-Learning-Based Surrogate Models for Efficient Hyperparameter Optimization,"Liping Deng, Maziar Raissi, MingQing Xiao",3931-3938,10.1109/tpami.2025.3630178,https://doi.org/10.1109/tpami.2025.3630178
284,Method,48(3),2026-3,Sparse-PGD: A Unified Framework for Sparse Adversarial Perturbations Generation,"Xuyang Zhong, Chen Liu",3056-3069,10.1109/tpami.2025.3630185,https://doi.org/10.1109/tpami.2025.3630185
285,Method,48(3),2026-3,Dynamic Bit-Wise Semantic Transformer Hashing for Multi-Modal Retrieval,"Wentao Tan, Fengling Li, Lei Zhu, Weili Guan, Jingjing Li, Zhiyong Cheng, Heng Tao Shen",2954-2969,10.1109/tpami.2025.3630209,https://doi.org/10.1109/tpami.2025.3630209
286,Method,48(3),2026-3,SPAN: Learning Similarity Between Scene Graphs and Images With Transformers,"Yuren Cong, Wentong Liao, Bodo Rosenhahn, Michael Ying Yang",2886-2901,10.1109/tpami.2025.3630242,https://doi.org/10.1109/tpami.2025.3630242
287,Method,48(3),2026-3,DELTA: Deep Low-Rank Tensor Representation for Multi-Dimensional Data Recovery,"Guo-Wei Yang, Liqiao Yang, Tai-Xiang Jiang, Guisong Liu, Michael K. Ng",3018-3035,10.1109/tpami.2025.3630339,https://doi.org/10.1109/tpami.2025.3630339
288,Method,48(3),2026-3,Variational Bayesian Semi-Supervised Keyword Extraction,"Yaofang Hu, Yichen Cheng, Yusen Xia, Xinlei Wang",2790-2802,10.1109/tpami.2025.3630577,https://doi.org/10.1109/tpami.2025.3630577
289,Method,48(3),2026-3,Graph Quality Matters on Revealing the Semantics Behind the Data in Physical World,"Jielong Yan, Shihui Ying, Shaoyi Du, Yue Gao",2236-2252,10.1109/tpami.2025.3630605,https://doi.org/10.1109/tpami.2025.3630605
290,Method,48(3),2026-3,Toward Visual Grounding: A Survey,"Linhui Xiao, Xiaoshan Yang, Xiangyuan Lan, Yaowei Wang, Changsheng Xu",2749-2771,10.1109/tpami.2025.3630635,https://doi.org/10.1109/tpami.2025.3630635
291,Method,48(3),2026-3,"A Survey of Graph Neural Networks in Real World: Imbalance, Noise, Privacy and OOD Challenges","Wei Ju, Siyu Yi, Yifan Wang, Zhiping Xiao, Zhengyang Mao, Hourun Li, Yiyang Gu, Yifang Qin, Nan Yin, Senzhang Wang, Xinwang Liu, Philip S. Yu, Ming Zhang",3036-3055,10.1109/tpami.2025.3630673,https://doi.org/10.1109/tpami.2025.3630673
292,Method,48(3),2026-3,Evolving Graph Learning for Out-of-Distribution Generalization in Non-Stationary Environments,"Qingyun Sun, Jiayi Luo, Haonan Yuan, Xingcheng Fu, Hao Peng, Jianxin Li, Philip S. Yu",2714-2730,10.1109/tpami.2025.3631584,https://doi.org/10.1109/tpami.2025.3631584
293,Method,48(3),2026-3,Semi-Supervised Unconstrained Head Pose Estimation in the Wild,"Huayi Zhou, Fei Jiang, Jin Yuan, Yong Rui, Hongtao Lu, Kui Jia",3082-3099,10.1109/tpami.2025.3631642,https://doi.org/10.1109/tpami.2025.3631642
294,Method,48(3),2026-3,LN3Diff++: Scalable L atent N eural Fields D iffusion for Speedy 3D Generation,"Yushi Lan, Fangzhou Hong, Shangchen Zhou, Shuai Yang, Xuyi Meng, Yongwei Chen, Zhaoyang Lyu, Bo Dai, Xingang Pan, Chen Change Loy",3002-3017,10.1109/tpami.2025.3633073,https://doi.org/10.1109/tpami.2025.3633073
295,Method,48(3),2026-3,MADiff: Motion-Aware Mamba Diffusion Models for Hand Trajectory Prediction on Egocentric Videos,"Junyi Ma, Xieyuanli Chen, Wentao Bao, Jingyi Xu, Hesheng Wang",3250-3267,10.1109/tpami.2025.3633453,https://doi.org/10.1109/tpami.2025.3633453
296,Method,48(3),2026-3,Language-Guided Graph Representation Learning for Video Summarization,"Wenrui Li, Wei Han, Hengyu Man, Wangmeng Zuo, Xiaopeng Fan, Yonghong Tian",3216-3232,10.1109/tpami.2025.3633657,https://doi.org/10.1109/tpami.2025.3633657
297,Method,48(3),2026-3,Synergy of Sight and Semantics: Holistic Visual Understanding With CLIP,"Qu Yang, Mang Ye, Dacheng Tao",3119-3136,10.1109/tpami.2025.3634165,https://doi.org/10.1109/tpami.2025.3634165
298,Method,48(3),2026-3,Dynamic Deep Factor Graph for Multi-Agent Reinforcement Learning,"Yuchen Shi, Shihong Duan, Cheng Xu, Ran Wang, Fangwen Ye, Chau Yuen",3417-3431,10.1109/tpami.2025.3634378,https://doi.org/10.1109/tpami.2025.3634378
299,Method,48(3),2026-3,Street Gaussians: Modeling Dynamic Urban Scenes With Gaussian Primitives,"Sida Peng, Yushi Long, Yunzhi Yan, Haotong Lin, Chenxu Zhou, Haiyang Sun, Kun Zhan, Xianpeng Lang, Hujun Bao, Xiaowei Zhou",3355-3367,10.1109/tpami.2025.3634385,https://doi.org/10.1109/tpami.2025.3634385
300,Method,48(3),2026-3,Optimal Control Theoretic Neural Optimizer: From Backpropagation to Dynamic Programming,"Guan-Horng Liu, Tianrong Chen, Evangelos A. Theodorou",2989-3001,10.1109/tpami.2025.3634391,https://doi.org/10.1109/tpami.2025.3634391
301,Method,48(3),2026-3,Enhancing Mathematical Reasoning Through Autonomously Learning Knowledge,"Jiayu Liu, Zhenya Huang, Enhong Chen, Qi Liu, Hongke Zhao, Xin Lin, Jing Sha, Shijin Wang",3100-3118,10.1109/tpami.2025.3634507,https://doi.org/10.1109/tpami.2025.3634507
302,Method,48(3),2026-3,SNI-SLAM++: Tightly-Coupled Semantic Neural Implicit SLAM,"Siting Zhu, Guangming Wang, Hermann Blum, Zhong Wang, Ganlin Zhang, Daniel Cremers, Marc Pollefeys, Hesheng Wang",3399-3416,10.1109/tpami.2025.3634528,https://doi.org/10.1109/tpami.2025.3634528
303,Method,48(3),2026-3,Graph Frequency-Domain Factor Modeling,"Kyusoon Kim, Hee-Seok Oh",3445-3457,10.1109/tpami.2025.3634622,https://doi.org/10.1109/tpami.2025.3634622
304,Method,48(3),2026-3,Convex Solutions to S f T and NRS f M Under Algebraic Deformation Models,"Agniva Sengupta, Adrien Bartoli",3199-3215,10.1109/tpami.2025.3635039,https://doi.org/10.1109/tpami.2025.3635039
305,Method,48(3),2026-3,VSCode-v2: Dynamic Prompt Learning for General Visual Salient and Camouflaged Object Detection With Two-Stage Optimization,"Ziyang Luo, Nian Liu, Xuguang Yang, Dingwen Zhang, Deng-Ping Fan, Fahad Shahbaz Khan, Junwei Han",3137-3153,10.1109/tpami.2025.3635136,https://doi.org/10.1109/tpami.2025.3635136
306,Method,48(3),2026-3,Human-Inspired Scene Understanding: A Grounded Cognition Method for Unbiased Scene Graph Generation,"Ruonan Zhang, Yiqing Hao, Feng Zhang, Gaoyun An, Binyang Song, Dapeng Oliver Wu",3286-3303,10.1109/tpami.2025.3635152,https://doi.org/10.1109/tpami.2025.3635152
307,Method,48(3),2026-3,Rethinking Rotation-Invariant Recognition of Fine-Grained Shapes From the Perspective of Contour Points,"Yanjie Xu, Yunzhi Chen, Handing Xu, Tianmu Wang, Yaguan Li, Zhenguo Nie",3185-3198,10.1109/tpami.2025.3635480,https://doi.org/10.1109/tpami.2025.3635480
308,Method,48(3),2026-3,J-Mac: Jacobian Matrix Meets Masked Contrastive Learning for Generalization in Reinforcement Learning,"Yi Jiang, Wengang Zhou, Yufeng Shi, Mingxiao Feng, Houqiang Li",3070-3081,10.1109/tpami.2025.3631231,https://doi.org/10.1109/tpami.2025.3631231
309,Method,48(3),2026-3,Learning Task-Preferred Inference Routes for Gradient De-Conflict in Multi-Output DNNs,"Yi Sun, Xiaochang Hu, Xin Xu, Jian Li, Yifei Shi, Ling-Li Zeng",3154-3166,10.1109/tpami.2025.3635844,https://doi.org/10.1109/tpami.2025.3635844
310,Method,48(3),2026-3,Contrastive Learning for Semi-Supervised Deep Regression With Generalized Ordinal Rankings From Spectral Seriation,"Ce Wang, Weihang Dai, Hanru Bai, Xiaomeng Li",3432-3444,10.1109/tpami.2025.3635904,https://doi.org/10.1109/tpami.2025.3635904
311,Method,48(3),2026-3,BiKT: Unleashing the Potential of GNNs via Bi-Directional Knowledge Transfer,"Shuai Zheng, Zhizhe Liu, Zhenfeng Zhu, Xingxing Zhang, Jianxin Li, Yao Zhao",3304-3318,10.1109/tpami.2025.3636549,https://doi.org/10.1109/tpami.2025.3636549
312,Method,48(3),2026-3,From System 1 to System 2: A Survey of Reasoning Large Language Models,"Duzhen Zhang, Zhong-Zhi Li, Ming-Liang Zhang, Jiaxin Zhang, Zengyan Liu, Yuxuan Yao, Haotian Xu, Junhao Zheng, Xiuyi Chen, Yingying Zhang, Fei Yin, Jiahua Dong, Zhijiang Guo, Le Song, Cheng-Lin Liu",3335-3354,10.1109/tpami.2025.3637037,https://doi.org/10.1109/tpami.2025.3637037
313,Method,48(3),2026-3,Closing the Approximation Gap of Partial AUC Optimization: A Tale of Two Formulations,"Yangbangyan Jiang, Qianqian Xu, Huiyang Shao, Zhiyong Yang, Shilong Bao, Xiaochun Cao, Qingming Huang",3482-3498,10.1109/tpami.2025.3637063,https://doi.org/10.1109/tpami.2025.3637063
314,Method,48(3),2026-3,Demystifying Higher-Order Graph Neural Networks,"Maciej Besta, Florian Scheidl, Lukas Gianinazzi, Grzegorz Kwasniewski, Shachar Klaiman, Jürgen Müller, Torsten Hoefler",2544-2565,10.1109/tpami.2025.3637114,https://doi.org/10.1109/tpami.2025.3637114
315,Method,48(3),2026-3,Deep Learning With Data Privacy via Residual Perturbation,"Wenqi Tao, Huaming Ling, Zuoqiang Shi, Bao Wang",3458-3470,10.1109/tpami.2025.3637239,https://doi.org/10.1109/tpami.2025.3637239
316,Method,48(3),2026-3,Mini-Gemini: Mining the Potential of Multi-Modality Vision Language Models,"Yanwei Li, Yuechen Zhang, Chengyao Wang, Zhisheng Zhong, Yixin Chen, Ruihang Chu, Shaoteng Liu, Jiaya Jia",3530-3543,10.1109/tpami.2025.3637265,https://doi.org/10.1109/tpami.2025.3637265
317,Method,48(3),2026-3,QuadPrior++: Multi-Dimension Augmented Physical Prior for Zero-Reference Illumination Enhancement,"Haofeng Huang, Yifan Li, Wenjing Wang, Wenhan Yang, Ling-Yu Duan, Jiaying Liu",3383-3398,10.1109/tpami.2025.3637277,https://doi.org/10.1109/tpami.2025.3637277
318,Method,48(3),2026-3,A Bayesian Framework for Clustered Federated Learning,"Peng Wu, Tales Imbiriba, Pau Closas",3471-3481,10.1109/tpami.2025.3637562,https://doi.org/10.1109/tpami.2025.3637562
319,Method,48(3),2026-3,Deep Tabular Representation Corrector,"Hangting Ye, Peng Wang, Wei Fan, Xiaozhuang Song, He Zhao, Dandan Guo, Yi Chang",3368-3382,10.1109/tpami.2025.3637810,https://doi.org/10.1109/tpami.2025.3637810
320,Method,48(3),2026-3,Grid Convolution for 3D Human Pose Estimation,"Yangyuxuan Kang, Dongqi Cai, Yuyang Liu, Anbang Yao, Shandong Wang, Yurong Chen, Enhua Wu",2936-2953,10.1109/tpami.2025.3632829,https://doi.org/10.1109/tpami.2025.3632829
321,Method,48(3),2026-3,The Value of Corrective Feedback in the Online Active Learning Paradigm,"Mark Lindsey, Francis Kubala, Richard M. Stern",3885-3898,10.1109/tpami.2025.3639522,https://doi.org/10.1109/tpami.2025.3639522
322,Method,48(3),2026-3,Large-Scale 3D Medical Image Pre-Training With Geometric Context Priors,"Linshan Wu, Jiaxin Zhuang, Hao Chen",3801-3818,10.1109/tpami.2025.3639593,https://doi.org/10.1109/tpami.2025.3639593
323,Method,48(3),2026-3,USF++: A Unified Sampling Framework for Solver Searching of Diffusion Probabilistic Models,"Dongyun Zou, Enshu Liu, Xuefei Ning, Huazhong Yang, Yu Wang",3640-3651,10.1109/tpami.2025.3639602,https://doi.org/10.1109/tpami.2025.3639602
324,Method,48(3),2026-3,FedFask: Fast Sketching Distributed PCA for Large-Scale Federated Data,"Xingcai Zhou, Guang Yang, Haotian Zheng, Linglong Kong, Jinde Cao",3714-3725,10.1109/tpami.2025.3639635,https://doi.org/10.1109/tpami.2025.3639635
325,Method,48(3),2026-3,Physics-Driven Neural Compensation for Electrical Impedance Tomography,"Chuyu Wang, Huiting Deng, Dong Liu",3783-3800,10.1109/tpami.2025.3639647,https://doi.org/10.1109/tpami.2025.3639647
326,Method,48(3),2026-3,"Two Decades of Multi-View Clustering: Taxonomy, Application, and Challenge","Xinwang Liu, Ke Liang, Jun Wang, Suyuan Liu, Xiangke Wang, Huaimin Wang",3744-3764,10.1109/tpami.2025.3640109,https://doi.org/10.1109/tpami.2025.3640109
327,Method,48(3),2026-3,Toward an Advanced Temporal Graph Network in Hyperbolic Space,"Viet Quan Le, Viet Cuong Ta",3868-3884,10.1109/tpami.2025.3640172,https://doi.org/10.1109/tpami.2025.3640172
328,Method,48(3),2026-3,Cost-Aware AUC Optimization via Adaptive Kernel Density Estimation,"Peisong Wen, Qianqian Xu, Zhiyong Yang, Huiyang Shao, Linchao Zhang, Qingming Huang",3604-3621,10.1109/tpami.2025.3640236,https://doi.org/10.1109/tpami.2025.3640236
329,Method,48(3),2026-3,Harnessing Lightweight Transformer With Contextual Synergic Enhancement for Efficient 3D Medical Image Segmentation,"Xinyu Liu, Zhen Chen, Wuyang Li, Chenxin Li, Yixuan Yuan",3852-3867,10.1109/tpami.2025.3640233,https://doi.org/10.1109/tpami.2025.3640233
330,Method,48(3),2026-3,Homophily Edge Augment Graph Neural Network for High-Class Homophily Variance Learning,"Mingjian Guang, Rui Zhang, Dawei Cheng, Xiaoyang Wang, Xin Liu, Jie Yang, Yi Ouyang, Xian Wu, Yefeng Zheng",3835-3851,10.1109/tpami.2025.3640635,https://doi.org/10.1109/tpami.2025.3640635
331,Method,48(3),2026-3,Heatmap Pooling Network for Action Recognition From RGB Videos,"Mengyuan Liu, Jinfu Liu, Yongkang Jiang, Bin He",3726-3743,10.1109/tpami.2025.3640697,https://doi.org/10.1109/tpami.2025.3640697
332,Method,48(3),2026-3,Decentralized Federated Learning With Distributed Aggregation Weight Optimization,"Zhiyuan Zhai, Xiaojun Yuan, Xin Wang, Geoffrey Ye Li",3899-3910,10.1109/tpami.2025.3640709,https://doi.org/10.1109/tpami.2025.3640709
333,Method,48(3),2026-3,Physics-Informed Matrix Factorization Operator,"Wenming Wu, Chenxi Tian, Licheng Jiao, Lingling Li, Xu Liu, Fang Liu, Wenping Ma, Shuyuan Yang",3556-3570,10.1109/tpami.2025.3640844,https://doi.org/10.1109/tpami.2025.3640844
334,Method,48(4),2026-4,Toward Accurate Procedure Planning in Instructional Videos: Visual State Generation Helps Task-Selective Diffusion,"Fen Fang, Muli Yang, Min Wu, Yanhua Yang, Qianli Xu, Joo-Hwee Lim, Xulei Yang, Hongyuan Zhu",4033-4050,10.1109/tpami.2025.3641798,https://doi.org/10.1109/tpami.2025.3641798
335,Method,48(3),2026-3,Test-Time Correction: An Online 3D Detection System via Visual Prompting,"Hanxue Zhang, Zetong Yang, Yanan Sun, Li Chen, Fei Xia, Fatma Güney, Hongyang Li",3666-3679,10.1109/tpami.2025.3642076,https://doi.org/10.1109/tpami.2025.3642076
336,Method,48(3),2026-3,A Unified Decision Rule for Generalized Out-of-Distribution Detection,"Xinsong Ma, Jie Wu, Xin Zou, Weiwei Liu",3544-3555,10.1109/tpami.2025.3642151,https://doi.org/10.1109/tpami.2025.3642151
337,Method,48(3),2026-3,"Versatile Backdoor Attack With Visible, Semantic, Sample-Specific and Compatible Triggers","Ruotong Wang, Hongrui Chen, Zihao Zhu, Li Liu, Baoyuan Wu",3680-3697,10.1109/tpami.2025.3642161,https://doi.org/10.1109/tpami.2025.3642161
338,Method,48(3),2026-3,Toward Efficient Semi-Supervised Object Detection With Detection Transformer,"Jiacheng Zhang, Jiaming Li, Xiangru Lin, Wei Zhang, Xiao Tan, Hongbo Gao, Jingdong Wang, Guanbin Li",3765-3782,10.1109/tpami.2025.3642123,https://doi.org/10.1109/tpami.2025.3642123
339,Method,48(3),2026-3,Time Series Domain Adaptation via Latent Invariant Causal Mechanism,"Ruichu Cai, Junxian Huang, Zhenhui Yang, Zijian Li, Emadeldeen Eldele, Min Wu, Fuchun Sun",3622-3639,10.1109/tpami.2025.3642245,https://doi.org/10.1109/tpami.2025.3642245
340,Method,48(4),2026-4,VPT-NSP 2 ++: Importance-Aware Visual Prompt Tuning in Null Space for Continual Learning,"Shizhou Zhang, Yue Lu, De Cheng, Yinghui Xing, Nannan Wang, Peng Wang, Yanning Zhang",4318-4335,10.1109/tpami.2025.3642298,https://doi.org/10.1109/tpami.2025.3642298
341,Method,48(4),2026-4,Mettle: Meta-Token Learning for Memory-Efficient Audio-Visual Adaptation,"Jinxing Zhou, Zhihui Li, Yongqiang Yu, Yanghao Zhou, Ruohao Guo, Guangyao Li, Yuxin Mao, Mingfei Han, Xiaojun Chang, Meng Wang",4222-4238,10.1109/tpami.2025.3642821,https://doi.org/10.1109/tpami.2025.3642821
342,Method,48(4),2026-4,Unveiling Fine-Grained Deceptive Patterns in Multimodal Fake News: An Explainable Neuro-Symbolic Framework With LVLMs,"Dongxiao He, Yiqi Dong, Xiaobao Wang, Meng Ge, Carl Yang, Di Jin, Witold Pedrycz",4132-4149,10.1109/tpami.2025.3642831,https://doi.org/10.1109/tpami.2025.3642831
343,Method,48(4),2026-4,Unified Granularity Controller for Interactive Segmentation,"Yian Zhao, Kehan Li, Pengchong Qiao, Chang Liu, Rongrong Ji, Jie Chen",4051-4062,10.1109/tpami.2025.3642834,https://doi.org/10.1109/tpami.2025.3642834
344,Method,48(4),2026-4,Reinforcement Learning-Based Sequential Parameter Tuning for Image Signal Processing,"Xinyu Sun, Bing Li, Congyan Lang, Zhikun Zhao, Juan Wang, Weihua Xiong, Weiming Hu, Long Cheng",4114-4131,10.1109/tpami.2025.3642837,https://doi.org/10.1109/tpami.2025.3642837
345,Method,48(4),2026-4,Towards Unified Semantic and Controllable Image Fusion: A Diffusion Transformer Approach,"Jiayang Li, Chengjie Jiang, Junjun Jiang, Pengwei Liang, Jiayi Ma, Liqiang Nie",3970-3987,10.1109/tpami.2025.3642842,https://doi.org/10.1109/tpami.2025.3642842
346,Method,48(4),2026-4,Beyond Degradation Redundancy: Contrastive Prompt Learning for All-in-One Image Restoration,"Gang Wu, Junjun Jiang, Kui Jiang, Xianming Liu, Liqiang Nie",4005-4022,10.1109/tpami.2025.3642852,https://doi.org/10.1109/tpami.2025.3642852
347,Method,48(4),2026-4,A Unified Experience Replay Framework for Spiking Deep Reinforcement Learning,"Meng Xu, Xinhong Chen, Bingyi Liu, Yi-Rong Lin, Yung-Hui Li, Jianping Wang",4275-4289,10.1109/tpami.2025.3642900,https://doi.org/10.1109/tpami.2025.3642900
348,Method,48(4),2026-4,Evolutionary Dimension-Specific Feature Selection for Multi-Dimensional Classification,"Yu-Yang Zhang, Bin-Bin Jia, Min-Ling Zhang",4290-4302,10.1109/tpami.2025.3642978,https://doi.org/10.1109/tpami.2025.3642978
349,Method,48(4),2026-4,A Theoretical Perspective on Streaming Noisy Data With Distribution Shift,"Wenshui Luo, Shuo Chen, Tao Zhou, Chen Gong",4150-4166,10.1109/tpami.2025.3643174,https://doi.org/10.1109/tpami.2025.3643174
350,Method,48(3),2026-3,Community-Aware Multi-View Representation Learning With Incomplete Information,"Haobin Li, Yijie Lin, Peng Hu, Mouxing Yang, Xi Peng",3517-3529,10.1109/tpami.2025.3639582,https://doi.org/10.1109/tpami.2025.3639582
351,Method,48(4),2026-4,RingMoE: Mixture-of-Modality-Experts Multi-Modal Foundation Models for Universal Remote Sensing Image Interpretation,"Hanbo Bi, Yingchao Feng, Boyuan Tong, Mengyu Wang, Haichen Yu, Yongqiang Mao, Hao Chang, Wenhui Diao, Peijin Wang, Yue Yu, Hanyang Peng, Yehong Zhang, Kun Fu, Xian Sun",4388-4405,10.1109/tpami.2025.3643453,https://doi.org/10.1109/tpami.2025.3643453
352,Method,48(4),2026-4,Developing Evolving Adaptability in Biological Intelligence: A Novel Biologically-Inspired Continual Learning Model for Video Saliency Prediction,"Dandan Zhu, Kaiwei Zhang, Kun Zhu, Nana Zhang, Xiongkuo Min, Guangtao Zhai, Xiaokang Yang",4257-4274,10.1109/tpami.2025.3643517,https://doi.org/10.1109/tpami.2025.3643517
353,Method,48(4),2026-4,Recent Advances in Discrete Speech Tokens: A Review,"Yiwei Guo, Zhihan Li, Hankun Wang, Bohan Li, Chongtian Shao, Hanglei Zhang, Chenpeng Du, Xie Chen, Shujie Liu, Kai Yu",4184-4204,10.1109/tpami.2025.3643619,https://doi.org/10.1109/tpami.2025.3643619
354,Method,48(3),2026-3,Generating Any Changes in the Noise Domain,"Qiang Liu, Yang Kuang, Jun Yue, Pedram Ghamisi, Weiying Xie, Leyuan Fang",3698-3713,10.1109/tpami.2025.3643733,https://doi.org/10.1109/tpami.2025.3643733
355,Method,48(4),2026-4,Detection of Model-Based Planted Pseudo-Cliques in Random Dot Product Graphs by the Adjacency Spectral Embedding and the Graph Encoder Embedding,"Tong Qi, Vince Lyzinski",4023-4032,10.1109/tpami.2025.3643798,https://doi.org/10.1109/tpami.2025.3643798
356,Method,48(3),2026-3,Dynamic Attention Analysis for Backdoor Detection in Text-to-Image Diffusion Models,"Zhongqi Wang, Jie Zhang, Shiguang Shan, Xilin Chen",3652-3665,10.1109/tpami.2025.3644016,https://doi.org/10.1109/tpami.2025.3644016
357,Method,48(4),2026-4,MESA: Effective Matching Redundancy Reduction by Semantic Area Segmentation,"Yesheng Zhang, Shuhan Shen, Xu Zhao",4454-4472,10.1109/tpami.2025.3644296,https://doi.org/10.1109/tpami.2025.3644296
358,Method,48(4),2026-4,"Augmenting Iterative Trajectory for Bilevel Optimization: Methodology, Analysis and Extensions","Risheng Liu, Yaohua Liu, Shangzhi Zeng, Jin Zhang",4239-4256,10.1109/tpami.2025.3644443,https://doi.org/10.1109/tpami.2025.3644443
359,Method,48(4),2026-4,CompleMatch: Boosting Time-Series Semi-Supervised Classification With Temporal-Frequency Complementarity,"Zhen Liu, Kun Zeng, Qianli Ma, James T. Kwok",4440-4453,10.1109/tpami.2025.3644603,https://doi.org/10.1109/tpami.2025.3644603
360,Method,48(4),2026-4,$\ell _{0}$ℓ0-Regularized Sparse Coding-Based Interpretable Network for Multi-Modal Image Fusion,"Gargi Panda, Soumitra Kundu, Saumik Bhattacharya, Aurobinda Routray",4081-4097,10.1109/tpami.2025.3643898,https://doi.org/10.1109/tpami.2025.3643898
361,Method,48(4),2026-4,Boosting Multi-Modal Large Language Model With Enhanced Visual Features,"Yiwei Ma, Weihuang Lin, Zhibin Wang, Jiayi Ji, Xiaoshuai Sun, Chia-Wen Lin, Rongrong Ji",4524-4538,10.1109/tpami.2025.3644851,https://doi.org/10.1109/tpami.2025.3644851
362,Method,48(3),2026-3,CMKD: CNN/Transformer-Based Cross-Model Knowledge Distillation for Audio Classification,"Yuan Gong, Sameer Khurana, Andrew Rouditchenko, James Glass",3571-3585,10.1109/tpami.2025.3644853,https://doi.org/10.1109/tpami.2025.3644853
363,Method,Early Access,2026,Weakly and Single-Frame Supervised Temporal Sentence Grounding With Gaussian-Based Contrastive Proposal Learning,"Minghang Zheng, Yanjie Huang, Qingchao Chen, Yuxin Peng, Yang Liu",1-18,10.1109/tpami.2025.3644900,https://doi.org/10.1109/tpami.2025.3644900
364,Method,48(4),2026-4,A Novel Approach to GNN Explainability: Distilling Knowledge With Inter-Layer Alignment,"Xiaoxia Zhang, Xingyu Liu, Guoyin Wang, Yongduan Song",4507-4523,10.1109/tpami.2025.3645279,https://doi.org/10.1109/tpami.2025.3645279
365,Method,48(4),2026-4,Temporal Stereo Matching From Event Cameras via Joint Learning With Stereoscopic Flow,"Jae-Young Kang, Hoonhee Cho, Kuk-Jin Yoon",4098-4113,10.1109/tpami.2025.3645734,https://doi.org/10.1109/tpami.2025.3645734
366,Method,48(4),2026-4,Condition-Guided Diffusion for Multi-Modal Pedestrian Trajectory Prediction Incorporating Intention and Interaction Priors,"Yanghong Liu, Xingping Dong, Yutian Lin, Mang Ye, Kaihao Zhang, Bo Du",4406-4419,10.1109/tpami.2025.3645918,https://doi.org/10.1109/tpami.2025.3645918
367,Method,48(4),2026-4,Handwritten Text Recognition: A Survey,"Carlos Garrido-Munoz, Antonio Rios-Vila, Jorge Calvo-Zaragoza",4367-4387,10.1109/tpami.2025.3646002,https://doi.org/10.1109/tpami.2025.3646002
