No,Type,Title,Authors,Volume,Issue,Published,Status,DOI,Paper_Link
752,Method,Learning Generalized Medical Image Representation by Decoupled Feature Queries,"Qi Bi, Jingjun Yi, Hao Zheng, Wei Ji, Yawen Huang, Yuexiang Li, Yefeng Zheng",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3597364,https://doi.org/10.1109/tpami.2025.3597364
753,Method,Reliable Programmatic Weak Supervision With Confidence Intervals for Label Probabilities,"Verónica Álvarez, Santiago Mazuelas, Steven An, Sanjoy Dasgupta",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3597508,https://doi.org/10.1109/tpami.2025.3597508
754,Method,BiBBDM: Bidirectional Image Translation With Brownian Bridge Diffusion Models,"Kaitao Xue, Bo Li, Ziyi Liu, Zhifen He, Bin Liu, Congxuan Zhang, Yu-Kun Lai",47.0,11.0,2025-11,Issue,10.1109/tpami.2025.3597667,https://doi.org/10.1109/tpami.2025.3597667
755,Method,Toward the Flatter Landscape and Better Generalization in Federated Learning Under Client-Level Differential Privacy,"Yifan Shi, Kang Wei, Li Shen, Yingqi Liu, Xueqian Wang, Bo Yuan, Dacheng Tao",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3597922,https://doi.org/10.1109/tpami.2025.3597922
756,Method,OpenCIR: Conditional Image Repainting With Open Condition Mixture,"Shuchen Weng, Xiaocheng Gong, Haojie Zheng, Xinlong Wang, Si Li, Boxin Shi",47.0,11.0,2025-11,Issue,10.1109/tpami.2025.3597936,https://doi.org/10.1109/tpami.2025.3597936
757,Method,GPT4Point++: Advancing Unified Point-Language Understanding and Generation,"Zhangyang Qi, Ye Fang, Zeyi Sun, Xiaoyang Wu, Tong Wu, Jiaqi Wang, Dahua Lin, Hengshuang Zhao",,,2025,Early Access,10.1109/tpami.2025.3597938,https://doi.org/10.1109/tpami.2025.3597938
758,Method,MoE-Adapters++: Toward More Efficient Continual Learning of Vision-Language Models Via Dynamic Mixture-of-Experts Adapters,"Jiazuo Yu, Zichen Huang, Yunzhi Zhuge, Lu Zhang, Ping Hu, Dong Wang, Huchuan Lu, You He",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3597942,https://doi.org/10.1109/tpami.2025.3597942
759,Method,GLC++: Source-Free Universal Domain Adaptation Through Global-Local Clustering and Contrastive Affinity Learning,"Sanqing Qu, Tianpei Zou, Florian Röhrbein, Cewu Lu, Guang Chen, Dacheng Tao, Changjun Jiang",47.0,11.0,2025-11,Issue,10.1109/tpami.2025.3593669,https://doi.org/10.1109/tpami.2025.3593669
760,Method,"A Survey on All-in-One Image Restoration: Taxonomy, Evaluation and Future Trends","Junjun Jiang, Zengyuan Zuo, Gang Wu, Kui Jiang, Xianming Liu",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598132,https://doi.org/10.1109/tpami.2025.3598132
761,Method,PIT: A Plug-and-Play Image Translator for Making Off-the-Shelf Models Adapt to Corruptions,"Yinqi Li, Hong Chang, Shiguang Shan, Xilin Chen",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598147,https://doi.org/10.1109/tpami.2025.3598147
762,Method,"Demystifying Chains, Trees, and Graphs of Thoughts","Maciej Besta, Florim Memedi, Zhenyu Zhang, Robert Gerstenberger, Guangyuan Piao, Nils Blach, Piotr Nyczyk, Marcin Copik, Grzegorz Kwaśniewski, Jürgen Müller, Lukas Gianinazzi, Ales Kubicek, Hubert Niewiadomski, Aidan O’Mahony, Onur Mutlu, Torsten Hoefler",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598182,https://doi.org/10.1109/tpami.2025.3598182
763,Method,HHAvatar: Gaussian Head Avatar with Dynamic Hairs,"Zhanfeng Liao, Yuelang Xu, Zhe Li, Qijing Li, Boyao Zhou, Ruifeng Bai, Di Xu, Hongwen Zhang, Yebin Liu",,,2025,Early Access,10.1109/tpami.2025.3597940,https://doi.org/10.1109/tpami.2025.3597940
764,Method,Multi-View Hand Reconstruction With a Point-Embedded Transformer,"Lixin Yang, Licheng Zhong, Pengxiang Zhu, Xinyu Zhan, Junxiao Kong, Jian Xu, Cewu Lu",47.0,11.0,2025-11,Issue,10.1109/tpami.2025.3598089,https://doi.org/10.1109/tpami.2025.3598089
765,Method,Self-Supervised Skeleton Representation Learning Via Actionlet Contrast and Reconstruct,"Lilang Lin, Jiahang Zhang, Jiaying Liu",47.0,11.0,2025-11,Issue,10.1109/tpami.2025.3598138,https://doi.org/10.1109/tpami.2025.3598138
766,Method,Dark Noise Diffusion: Noise Synthesis for Low-Light Image Denoising,"Liying Lu, Raphael Achddou, Sabine Susstrunk",,,2025,Early Access,10.1109/tpami.2025.3598330,https://doi.org/10.1109/tpami.2025.3598330
767,Method,Unsupervised 3D Object Detection by Commonsense Clue,"Hai Wu, Shijia Zhao, Xun Huang, Qiming Xia, Chenglu Wen, Li Jiang, Xin Li, Cheng Wang",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598341,https://doi.org/10.1109/tpami.2025.3598341
768,Method,Video Diffusion Posterior Sampling for Seeing Beyond Dynamic Scattering Layers,"Taesung Kwon, Gookho Song, Yoosun Kim, Jeongsol Kim, Jong Chul Ye, Mooseok Jang",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598457,https://doi.org/10.1109/tpami.2025.3598457
769,Method,Identifying Semantic Component for Robust Molecular Property Prediction,"Zijian Li, Zunhong Xu, Ruichu Cai, Zhenhui Yang, Yuguang Yan, Zhifeng Hao, Guangyi Chen, Kun Zhang",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598461,https://doi.org/10.1109/tpami.2025.3598461
770,Method,Depth Dynamics via One-Bit Frequency Probing in Embedded Direct Time-of-Flight Sensing,"Seth Lindgren, Benjamin R. Johnson, Lucas J. Koerner",,,2025,Early Access,10.1109/tpami.2025.3598593,https://doi.org/10.1109/tpami.2025.3598593
771,Method,SPARE: Symmetrized Point-to-Plane Distance for Robust Non-Rigid 3D Registration,"Yuxin Yao, Bailin Deng, Junhui Hou, Juyong Zhang",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598630,https://doi.org/10.1109/tpami.2025.3598630
