No,Type,Track,Title,Authors,Part,Section,Springer_Link,Scholar_Search,arXiv_Search,ID
80,Method,Conference,Bar-JEPA: Extracting Values from Bar Chart with Joint-Embedding Predictive Architecture,"Alexander Epple, Poonam Poonam, Timo Ropinski",Part I,Document Analysis Systems,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_2,https://scholar.google.com/scholar?q=%22Bar-JEPA%3A+Extracting+Values+from+Bar+Chart+with+Joint-Embedding+Predictive+Architecture%22,https://arxiv.org/search/?searchtype=title&query=Bar-JEPA%3A+Extracting+Values+from+Bar+Chart+with+Joint-Embedding+Predictive+Architecture,154
81,Method,Conference,Doc-Protector: A Self-Healing Approach for Digital Documents,"Sudev Padhi, Archana Tiwari, Umesh Kashyap, Sk. Subidh Ali",Part I,Document Forensics and Provenance,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_5,https://scholar.google.com/scholar?q=%22Doc-Protector%3A+A+Self-Healing+Approach+for+Digital+Documents%22,https://arxiv.org/search/?searchtype=title&query=Doc-Protector%3A+A+Self-Healing+Approach+for+Digital+Documents,155
82,Method,Conference,SCALES: Scalable Context-Aware Learning with Expert Specialization for Incremental Multilingual Text Recognition,"Qing Lin, Xiaohui Li, Heng Zhang, Fei Yin, Chenglin Liu",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_5,https://scholar.google.com/scholar?q=%22SCALES%3A+Scalable+Context-Aware+Learning+with+Expert+Specialization+for+Incremental+Multilingual+Text+Recognition%22,https://arxiv.org/search/?searchtype=title&query=SCALES%3A+Scalable+Context-Aware+Learning+with+Expert+Specialization+for+Incremental+Multilingual+Text+Recognition,156
83,Method,Conference,Automatic Layout Detection in Historical Civil Records Using Deep Object Detection,"Wissam AlKendi, Franck Gechter, Laurent Heyberger, Christophe Guyeux",,,,https://scholar.google.com/scholar?q=%22Automatic+Layout+Detection+in+Historical+Civil+Records+Using+Deep+Object+Detection%22,https://arxiv.org/search/?searchtype=title&query=Automatic+Layout+Detection+in+Historical+Civil+Records+Using+Deep+Object+Detection,157
84,Method,Conference,Vision Language Models as OCR Correctors for Historical Texts,"Radoslav Koynov, Triet Ho Anh Doan, Philipp Wieder",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_14,https://scholar.google.com/scholar?q=%22Vision+Language+Models+as+OCR+Correctors+for+Historical+Texts%22,https://arxiv.org/search/?searchtype=title&query=Vision+Language+Models+as+OCR+Correctors+for+Historical+Texts,158
85,Method,Conference,Character Template Representation for Confidence Learning in Handwritten Text Recognition,"Yangyang Liu, Heng Zhang, Fei Yin, Cheng-Lin Liu",,,,https://scholar.google.com/scholar?q=%22Character+Template+Representation+for+Confidence+Learning+in+Handwritten+Text+Recognition%22,https://arxiv.org/search/?searchtype=title&query=Character+Template+Representation+for+Confidence+Learning+in+Handwritten+Text+Recognition,159
86,Method,Conference,Optical Music Recognition for Real-World Manuscripts with Synthetic Data,"Jiří Mayer, Martina Dvořáková, Vojtěch Dvořák, Markéta Herzánová Vlková, Filip Jebavý, Pavel Pecina, Samuel Šomorjai, Petr Žabička, Jan Hajič jr.",,,,https://scholar.google.com/scholar?q=%22Optical+Music+Recognition+for+Real-World+Manuscripts+with+Synthetic+Data%22,https://arxiv.org/search/?searchtype=title&query=Optical+Music+Recognition+for+Real-World+Manuscripts+with+Synthetic+Data,161
87,Method,Conference,Arbitrary Glyph and Multi-Resolution Font Generation with Mixed Content Representations,"Xiaoge Chen, Shilin Li, Leilei Yao, Anna Zhu",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_18,https://scholar.google.com/scholar?q=%22Arbitrary+Glyph+and+Multi-Resolution+Font+Generation+with+Mixed+Content+Representations%22,https://arxiv.org/search/?searchtype=title&query=Arbitrary+Glyph+and+Multi-Resolution+Font+Generation+with+Mixed+Content+Representations,167
88,Method,Conference,HKGC: A Hierarchical Knowledge Graph Construction Framework for Structure-Aware RAG,"Yingxin Guan, Jian Xing, Zhaohua Zheng, Zhaofu Zeng, Bai Lei, Fanchen Meng, Haitao Guo",,,,https://scholar.google.com/scholar?q=%22HKGC%3A+A+Hierarchical+Knowledge+Graph+Construction+Framework+for+Structure-Aware+RAG%22,https://arxiv.org/search/?searchtype=title&query=HKGC%3A+A+Hierarchical+Knowledge+Graph+Construction+Framework+for+Structure-Aware+RAG,169
89,Dataset,Conference,DeChart: A Benchmark and Text-Enhanced Chart-to-Table Conversion Method with Multimodal LLMs,"Chen-Yu Xie, Xiao-Hui Li, Fei Yin, Cheng-Lin Liu",,,,https://scholar.google.com/scholar?q=%22DeChart%3A+A+Benchmark+and+Text-Enhanced+Chart-to-Table+Conversion+Method+with+Multimodal+LLMs%22,https://arxiv.org/search/?searchtype=title&query=DeChart%3A+A+Benchmark+and+Text-Enhanced+Chart-to-Table+Conversion+Method+with+Multimodal+LLMs,170
90,Method,Conference,Active Learning for Cascaded Object Detection: Balancing Coverage and Uncertainty in Table Extraction Pipelines,"Eliott Thomas, Mickael Coustaty, Aurélie Joseph, Gaspar Deloin, Vincent Poulain d'Andecy, Jean-Marc Ogier",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_2,https://scholar.google.com/scholar?q=%22Active+Learning+for+Cascaded+Object+Detection%3A+Balancing+Coverage+and+Uncertainty+in+Table+Extraction+Pipelines%22,https://arxiv.org/search/?searchtype=title&query=Active+Learning+for+Cascaded+Object+Detection%3A+Balancing+Coverage+and+Uncertainty+in+Table+Extraction+Pipelines,173
91,Method,Conference,CPAgent: A Tool-Augmented Agentic Framework for Chart Parsing,"Chen-Yu Xie, Xiao-Hui Li, Boran Wang, Fei Yin, Cheng-Lin Liu",,,,https://scholar.google.com/scholar?q=%22CPAgent%3A+A+Tool-Augmented+Agentic+Framework+for+Chart+Parsing%22,https://arxiv.org/search/?searchtype=title&query=CPAgent%3A+A+Tool-Augmented+Agentic+Framework+for+Chart+Parsing,174
92,Method,Conference,Quality Prediction for Large Scale HTR – Confidence Is All You Need,"Erik Lenas, Viktoria Lofgren, Olof Karsvall",,,,https://scholar.google.com/scholar?q=%22Quality+Prediction+for+Large+Scale+HTR+%E2%80%93+Confidence+Is+All+You+Need%22,https://arxiv.org/search/?searchtype=title&query=Quality+Prediction+for+Large+Scale+HTR+%E2%80%93+Confidence+Is+All+You+Need,175
93,Method,Conference,Complex Layout Classification in the Wild: A Low-Resource Approach with Layout-Preserving Augmentations,"Sharva Gogawale, Iddo Hakim, Gal Grudka, Mohammad Suliman, Omer Ventura, Daria Shapira, Berat Barakat, Nachum Dershowitz",,,,https://scholar.google.com/scholar?q=%22Complex+Layout+Classification+in+the+Wild%3A+A+Low-Resource+Approach+with+Layout-Preserving+Augmentations%22,https://arxiv.org/search/?searchtype=title&query=Complex+Layout+Classification+in+the+Wild%3A+A+Low-Resource+Approach+with+Layout-Preserving+Augmentations,183
94,Method,Conference,ConRTF: Edge-Constrained Boundary Distribution Refinement for Realtime TransFormer Table Structure Recognition,"Eliott Thomas, Tri-Cong Pham, Mickael Coustaty, Aurélie Joseph, Gaspar Deloin, Vincent Poulain d'Andecy, Jean-Marc Ogier, Antoine Doucet",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_3,https://scholar.google.com/scholar?q=%22ConRTF%3A+Edge-Constrained+Boundary+Distribution+Refinement+for+Realtime+TransFormer+Table+Structure+Recognition%22,https://arxiv.org/search/?searchtype=title&query=ConRTF%3A+Edge-Constrained+Boundary+Distribution+Refinement+for+Realtime+TransFormer+Table+Structure+Recognition,192
95,Method,Conference,Beyond Rows to Reasoning: Agentic Retrieval for Multimodal Spreadsheet Understanding,"Anmol Gulati, Sahil Sen, Waqar Sarguroh, Kevin Paul",,,,https://scholar.google.com/scholar?q=%22Beyond+Rows+to+Reasoning%3A+Agentic+Retrieval+for+Multimodal+Spreadsheet+Understanding%22,https://arxiv.org/search/?searchtype=title&query=Beyond+Rows+to+Reasoning%3A+Agentic+Retrieval+for+Multimodal+Spreadsheet+Understanding,197
96,Dataset,Conference,BullingerDB: A Dataset for Handwritten Text Recognition and Writer Retrieval,"Marco Peer, Anna Scius-Bertrand, Patricia Scheurer, Andreas Fischer",,,,https://scholar.google.com/scholar?q=%22BullingerDB%3A+A+Dataset+for+Handwritten+Text+Recognition+and+Writer+Retrieval%22,https://arxiv.org/search/?searchtype=title&query=BullingerDB%3A+A+Dataset+for+Handwritten+Text+Recognition+and+Writer+Retrieval,200
97,Dataset,Conference,"A Millennium of Arabic Manuscripts in Three Styles: A Line-Level OCR Benchmark for Naskh, Taliq, and Nastaliq","Maxim Novopoltsev, Ruslan Murtazin, Andrey Sakhovskiy, Emilia Bojarskaja, Vladimir Kokh, Ivan Ulitin, Botirjon Abdullayev, Khamidulla Aminov, Masudkhon Ismoilov, Semen Budennyy",,,,https://scholar.google.com/scholar?q=%22A+Millennium+of+Arabic+Manuscripts+in+Three+Styles%3A+A+Line-Level+OCR+Benchmark+for+Naskh%2C+Taliq%2C+and+Nastaliq%22,https://arxiv.org/search/?searchtype=title&query=A+Millennium+of+Arabic+Manuscripts+in+Three+Styles%3A+A+Line-Level+OCR+Benchmark+for+Naskh%2C+Taliq%2C+and+Nastaliq,203
98,Method,Conference,EAGLE: Explicit Anchoring and Graph Reasoning with Diagram Structure Priors for Multimodal Geometry Problem Solving,"Jie Zhang, Xiangren Wang, Ziming Li, Minzhi Zhang, Xingxiang Zhou, Zhi Chen, Guanglai Gao, Xiangdong Su",,,,https://scholar.google.com/scholar?q=%22EAGLE%3A+Explicit+Anchoring+and+Graph+Reasoning+with+Diagram+Structure+Priors+for+Multimodal+Geometry+Problem+Solving%22,https://arxiv.org/search/?searchtype=title&query=EAGLE%3A+Explicit+Anchoring+and+Graph+Reasoning+with+Diagram+Structure+Priors+for+Multimodal+Geometry+Problem+Solving,204
99,Method,Conference,Ambiguity-Controlled Handwritten Mathematical Expression Generation via Harmonized Dual-Conditional Guidance,"Ryo Ishiyama, Takaya Kawakatsu",,,,https://scholar.google.com/scholar?q=%22Ambiguity-Controlled+Handwritten+Mathematical+Expression+Generation+via+Harmonized+Dual-Conditional+Guidance%22,https://arxiv.org/search/?searchtype=title&query=Ambiguity-Controlled+Handwritten+Mathematical+Expression+Generation+via+Harmonized+Dual-Conditional+Guidance,206
100,Method,Conference,Automated Character-Level Annotation for Historical Nom Documents via an Iterative Self-Updating Radical-Aware Recognizer,"Cuong Nguyen, Khoa Nguyen Tran, Ngoc Tuan Nguyen, Hung Tuan Nguyen, Nam Tuan Ly, Masaki Nakagawa",,,,https://scholar.google.com/scholar?q=%22Automated+Character-Level+Annotation+for+Historical+Nom+Documents+via+an+Iterative+Self-Updating+Radical-Aware+Recognizer%22,https://arxiv.org/search/?searchtype=title&query=Automated+Character-Level+Annotation+for+Historical+Nom+Documents+via+an+Iterative+Self-Updating+Radical-Aware+Recognizer,208
101,Method,Conference,Beyond the Page Break: An LLM-based Solution for Cross-Page Table Reconstruction,"Yu Tang, Hongwei Li, Yixuan Cao, Ping Luo",,,,https://scholar.google.com/scholar?q=%22Beyond+the+Page+Break%3A+An+LLM-based+Solution+for+Cross-Page+Table+Reconstruction%22,https://arxiv.org/search/?searchtype=title&query=Beyond+the+Page+Break%3A+An+LLM-based+Solution+for+Cross-Page+Table+Reconstruction,209
102,Method,Conference,TKPE: Topic-based Evaluation for Keyphrase Prediction,"Bingke Li, Jinghan Li, Jinhao Chen, Wu Zhuang, Yuxiang Zhang",,,,https://scholar.google.com/scholar?q=%22TKPE%3A+Topic-based+Evaluation+for+Keyphrase+Prediction%22,https://arxiv.org/search/?searchtype=title&query=TKPE%3A+Topic-based+Evaluation+for+Keyphrase+Prediction,211
103,Method,Conference,MaPE-Former: A Mask-Aware Position Encoding Network for Chinese Character Image Restoration,"Wei Wei, Xinrui Liu, Jianxin Zhang, Xiaodong Duan",,,,https://scholar.google.com/scholar?q=%22MaPE-Former%3A+A+Mask-Aware+Position+Encoding+Network+for+Chinese+Character+Image+Restoration%22,https://arxiv.org/search/?searchtype=title&query=MaPE-Former%3A+A+Mask-Aware+Position+Encoding+Network+for+Chinese+Character+Image+Restoration,213
104,Method,Conference,Hierarchical Stroke-Level Clustering and Step-Level Segmentation for Automatic Scoring of Geometric Construction Answers with an Electronic Drawing Compass,"Thanh-Nghia Truong, Hung Tuan Nguyen, Nam Tuan Ly, Yoichi Tsuchida, Hiroshi Miyazawa, Tomo Asakura, Masamitsu Ito, Toshihiko Horie, Fumiko Yasuno, Masaki Nakagawa",,,,https://scholar.google.com/scholar?q=%22Hierarchical+Stroke-Level+Clustering+and+Step-Level+Segmentation+for+Automatic+Scoring+of+Geometric+Construction+Answers+with+an+Electronic+Drawing+Compass%22,https://arxiv.org/search/?searchtype=title&query=Hierarchical+Stroke-Level+Clustering+and+Step-Level+Segmentation+for+Automatic+Scoring+of+Geometric+Construction+Answers+with+an+Electronic+Drawing+Compass,216
105,Method,Conference,Towards Universal Khmer Text Recognition,"Marry Kong, Rina Buoy, Sovisal Chenda, Nguonly Taing, Masakazu Iwamura, Koichi Kise",,,,https://scholar.google.com/scholar?q=%22Towards+Universal+Khmer+Text+Recognition%22,https://arxiv.org/search/?searchtype=title&query=Towards+Universal+Khmer+Text+Recognition,225
106,Method,Conference,Towards Khmer Scene Document Layout Detection,"Marry Kong, Rina Buoy, Sovisal Chenda, Nguonly Taing, Masakazu Iwamura, Koichi Kise",,,,https://scholar.google.com/scholar?q=%22Towards+Khmer+Scene+Document+Layout+Detection%22,https://arxiv.org/search/?searchtype=title&query=Towards+Khmer+Scene+Document+Layout+Detection,227
107,Method,Conference,Synthetic Training Data Generation for 3D Cuneiform Sign Recognition,"Jan Philipp Bullenkamp, Florian Linsel, Lisa Wilhelmi, Hubert Mara",,,,https://scholar.google.com/scholar?q=%22Synthetic+Training+Data+Generation+for+3D+Cuneiform+Sign+Recognition%22,https://arxiv.org/search/?searchtype=title&query=Synthetic+Training+Data+Generation+for+3D+Cuneiform+Sign+Recognition,228
108,Dataset,Conference,DDD – A Diagnostic Dataset for Character Recognition and Detection on Ancient Egyptian Hieratic Characters and Words,"Stephan Unter, Elena Hertel",,,,https://scholar.google.com/scholar?q=%22DDD+%E2%80%93+A+Diagnostic+Dataset+for+Character+Recognition+and+Detection+on+Ancient+Egyptian+Hieratic+Characters+and+Words%22,https://arxiv.org/search/?searchtype=title&query=DDD+%E2%80%93+A+Diagnostic+Dataset+for+Character+Recognition+and+Detection+on+Ancient+Egyptian+Hieratic+Characters+and+Words,230
109,Method,Conference,Can VLMs Understand Handwritten Mathematical Documents?,"Shree Mitra, Ajoy Mondal, C. V. Jawahar",,,,https://scholar.google.com/scholar?q=%22Can+VLMs+Understand+Handwritten+Mathematical+Documents%3F%22,https://arxiv.org/search/?searchtype=title&query=Can+VLMs+Understand+Handwritten+Mathematical+Documents%3F,231
110,Method,Conference,Synthetic Data from Simulated Lecture Environments for Handwritten Content Extraction,"Min Song, Kenny Davila",,,,https://scholar.google.com/scholar?q=%22Synthetic+Data+from+Simulated+Lecture+Environments+for+Handwritten+Content+Extraction%22,https://arxiv.org/search/?searchtype=title&query=Synthetic+Data+from+Simulated+Lecture+Environments+for+Handwritten+Content+Extraction,232
111,Method,Conference,Towards Scalable Knowledge Graph Extraction from Piping and Instrumentation Diagrams,"Sanket Deshmukh, Apurva Gala, David Blom, Detlef Hohl",,,,https://scholar.google.com/scholar?q=%22Towards+Scalable+Knowledge+Graph+Extraction+from+Piping+and+Instrumentation+Diagrams%22,https://arxiv.org/search/?searchtype=title&query=Towards+Scalable+Knowledge+Graph+Extraction+from+Piping+and+Instrumentation+Diagrams,234
112,Method,Conference,Reference-Free Handwritten Japanese Character Generation via CLIP-Conditioned Diffusion Models,"Koki Fujita, Hideaki Yajima, Chee Siang Leow, Hiromitsu Nishizaki",,,,https://scholar.google.com/scholar?q=%22Reference-Free+Handwritten+Japanese+Character+Generation+via+CLIP-Conditioned+Diffusion+Models%22,https://arxiv.org/search/?searchtype=title&query=Reference-Free+Handwritten+Japanese+Character+Generation+via+CLIP-Conditioned+Diffusion+Models,239
113,Method,Conference,FastTab: A Fast Table Recognizer with a Tiny Recursive Module and 1D Transformers,"Laziz Hamdi, Amine Tamasna, Pascal Boisson, Thierry Paquet",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_4,https://scholar.google.com/scholar?q=%22FastTab%3A+A+Fast+Table+Recognizer+with+a+Tiny+Recursive+Module+and+1D+Transformers%22,https://arxiv.org/search/?searchtype=title&query=FastTab%3A+A+Fast+Table+Recognizer+with+a+Tiny+Recursive+Module+and+1D+Transformers,242
114,Method,Conference,DocCenter: Center and Corner Aware Representation for Robust Multi-Document Localization,"Mengyuan Zhao, Kun Xu, Xin Cheng, Ting Li, Qiuman Tan, Xinyao Zhang",,,,https://scholar.google.com/scholar?q=%22DocCenter%3A+Center+and+Corner+Aware+Representation+for+Robust+Multi-Document+Localization%22,https://arxiv.org/search/?searchtype=title&query=DocCenter%3A+Center+and+Corner+Aware+Representation+for+Robust+Multi-Document+Localization,247
115,Method,Conference,BinDiffuser: Learning Binary Style Priors to Guide Diffusion Models for Palm-Leaf Document Binarization,"Salman K H, Chakravarthy Bhagvati",,,,https://scholar.google.com/scholar?q=%22BinDiffuser%3A+Learning+Binary+Style+Priors+to+Guide+Diffusion+Models+for+Palm-Leaf+Document+Binarization%22,https://arxiv.org/search/?searchtype=title&query=BinDiffuser%3A+Learning+Binary+Style+Priors+to+Guide+Diffusion+Models+for+Palm-Leaf+Document+Binarization,250
116,Dataset,Conference,GeoLogVQA: A Borehole Log Documents Dataset for Explicit and Implicit Spatial Reasoning,"Stanislas Bagnol, Killian Barrere, Veronique Eglin, Elöd Egyed-Zsigmond, David Pitaval, Jean-Marie Côme",Part I,Document Analysis Systems,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_3,https://scholar.google.com/scholar?q=%22GeoLogVQA%3A+A+Borehole+Log+Documents+Dataset+for+Explicit+and+Implicit+Spatial+Reasoning%22,https://arxiv.org/search/?searchtype=title&query=GeoLogVQA%3A+A+Borehole+Log+Documents+Dataset+for+Explicit+and+Implicit+Spatial+Reasoning,251
117,Dataset,Conference,Benchmarking Information Retrieval for Large Archives of Historical Documents,"Tobias Steiner, Merlin Streilein, Andreas Fischer, Kaspar Riesen",,,,https://scholar.google.com/scholar?q=%22Benchmarking+Information+Retrieval+for+Large+Archives+of+Historical+Documents%22,https://arxiv.org/search/?searchtype=title&query=Benchmarking+Information+Retrieval+for+Large+Archives+of+Historical+Documents,252
118,Method,Conference,Text region detection in historical astronomical diagrams,"Zeynep Sonat Baltaci, Raphael Baena, Fei Meng, Somkeo Norindr, Florence Somer, Matthieu Husson, Mathieu Aubry",,,,https://scholar.google.com/scholar?q=%22Text+region+detection+in+historical+astronomical+diagrams%22,https://arxiv.org/search/?searchtype=title&query=Text+region+detection+in+historical+astronomical+diagrams,256
119,Method,Conference,Bounding Box Label Propagation for Re-Annotation of Document Layout Analysis Datasets,"Nick Jochum, Tobias Alt-Veit, Christian Schön, Alexander Lück, René Schuster, Didier Stricker",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_1,https://scholar.google.com/scholar?q=%22Bounding+Box+Label+Propagation+for+Re-Annotation+of+Document+Layout+Analysis+Datasets%22,https://arxiv.org/search/?searchtype=title&query=Bounding+Box+Label+Propagation+for+Re-Annotation+of+Document+Layout+Analysis+Datasets,258
120,Method,Conference,Revisiting Structural Dependency in Autoregressive Multi-Task Table Recognition via Order-Independent Cell-Level Representations,Takaya Kawakatsu,Part I,Document Image Processing,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_10,https://scholar.google.com/scholar?q=%22Revisiting+Structural+Dependency+in+Autoregressive+Multi-Task+Table+Recognition+via+Order-Independent+Cell-Level+Representations%22,https://arxiv.org/search/?searchtype=title&query=Revisiting+Structural+Dependency+in+Autoregressive+Multi-Task+Table+Recognition+via+Order-Independent+Cell-Level+Representations,259
121,Method,Conference,From Chunks to Graphs: Training-Free Multimodal Late Interaction for Document Understanding,"Ayush Lodh, Souparni Mazumder, Sanket Biswas, Josep Llados, Nisha Singh",,,,https://scholar.google.com/scholar?q=%22From+Chunks+to+Graphs%3A+Training-Free+Multimodal+Late+Interaction+for+Document+Understanding%22,https://arxiv.org/search/?searchtype=title&query=From+Chunks+to+Graphs%3A+Training-Free+Multimodal+Late+Interaction+for+Document+Understanding,260
122,Method,Conference,Leveraging Morphology for Historical Script Metrological Analysis,"Malamatenia Vlachou Efstathiou, Raphaël Baena, Dominique Stutzmann, Mathieu Aubry",,,,https://scholar.google.com/scholar?q=%22Leveraging+Morphology+for+Historical+Script+Metrological+Analysis%22,https://arxiv.org/search/?searchtype=title&query=Leveraging+Morphology+for+Historical+Script+Metrological+Analysis,261
123,Method,Conference,Stringalign: Moving beyond summary statistics with a transparent Unicode-aware tool for evaluating automatic transcription models,"Yngve Mardal Moe, Marie Roald",,,,https://scholar.google.com/scholar?q=%22Stringalign%3A+Moving+beyond+summary+statistics+with+a+transparent+Unicode-aware+tool+for+evaluating+automatic+transcription+models%22,https://arxiv.org/search/?searchtype=title&query=Stringalign%3A+Moving+beyond+summary+statistics+with+a+transparent+Unicode-aware+tool+for+evaluating+automatic+transcription+models,270
124,Method,Conference,Token Selection Strategies for Automatic Summarization of Historical Documents,"Merlin Streilein, Tobias Steiner, Andreas Fischer, Kaspar Riesen",,,,https://scholar.google.com/scholar?q=%22Token+Selection+Strategies+for+Automatic+Summarization+of+Historical+Documents%22,https://arxiv.org/search/?searchtype=title&query=Token+Selection+Strategies+for+Automatic+Summarization+of+Historical+Documents,280
125,Method,Conference,HIDRA: Hierarchical Ink-aware Dual-granularity Retrieval Architecture for Historical Fragments,"Jihad Al Akl, Chady Abou Jaoude, Zahi Al Chami, Marianne Abi Kanaan, Abdallah Makhoul",,,,https://scholar.google.com/scholar?q=%22HIDRA%3A+Hierarchical+Ink-aware+Dual-granularity+Retrieval+Architecture+for+Historical+Fragments%22,https://arxiv.org/search/?searchtype=title&query=HIDRA%3A+Hierarchical+Ink-aware+Dual-granularity+Retrieval+Architecture+for+Historical+Fragments,282
126,Method,Conference,Diffusion-Based Multi-View Reasoning for Scene Text Detection,"Debayan Das Gupta, Shivakumara Palaiahnakote, Palash Ghosh, Umapada Pal, Cheng-Lin Liu",,,,https://scholar.google.com/scholar?q=%22Diffusion-Based+Multi-View+Reasoning+for+Scene+Text+Detection%22,https://arxiv.org/search/?searchtype=title&query=Diffusion-Based+Multi-View+Reasoning+for+Scene+Text+Detection,286
127,Method,Conference,GRaF-Net: a Multi-Branch Gated Residual Architecture for Floor Plan Semantic Segmentation,"Axel De Nardin, Silvia Zottin, Claudio Piciarelli, Gian Luca Foresti",,,,https://scholar.google.com/scholar?q=%22GRaF-Net%3A+a+Multi-Branch+Gated+Residual+Architecture+for+Floor+Plan+Semantic+Segmentation%22,https://arxiv.org/search/?searchtype=title&query=GRaF-Net%3A+a+Multi-Branch+Gated+Residual+Architecture+for+Floor+Plan+Semantic+Segmentation,289
128,Method,Conference,Generalized Open-set Single-shot Character Recognition on Ancient Egyptian Hieratic Characters,"Stephan Unter, Chang Liu, Elisa Barney Smith",,,,https://scholar.google.com/scholar?q=%22Generalized+Open-set+Single-shot+Character+Recognition+on+Ancient+Egyptian+Hieratic+Characters%22,https://arxiv.org/search/?searchtype=title&query=Generalized+Open-set+Single-shot+Character+Recognition+on+Ancient+Egyptian+Hieratic+Characters,298
