No,Type,Title,Authors,Track,Paper_Link,PDF_Link,arXiv_Link
86,Method,PMTrack: Multi-object Tracking with Motion-Aware,"Xu Guo, Yujin Zheng, Dingwen Wang",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Guo_PMTrack_Multi-object_Tracking_with_Motion-Aware_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Guo_PMTrack_Multi-object_Tracking_with_Motion-Aware_ACCV_2024_paper.pdf,
87,Method,Designing Extremely Memory-Efficient CNNs for On-device Vision Tasks,"Jaewook Lee, Yoel Park, Seulki Lee",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Lee_Designing_Extremely_Memory-Efficient_CNNs_for_On-device_Vision_Tasks_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Lee_Designing_Extremely_Memory-Efficient_CNNs_for_On-device_Vision_Tasks_ACCV_2024_paper.pdf,http://arxiv.org/abs/2408.03663
88,Method,A Multi-Phase Multi-Graph Approach for Focal Liver Lesion Classification on CT Scans,"Tran Bao Sam, Ta Duc Huy, Cong Tuyen Dao, Thanh Tin Lam, Van Ha Tang, Steven Q.H. Truong",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Sam_A_Multi-Phase_Multi-Graph_Approach_for_Focal_Liver_Lesion_Classification_on_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Sam_A_Multi-Phase_Multi-Graph_Approach_for_Focal_Liver_Lesion_Classification_on_ACCV_2024_paper.pdf,
89,Method,A Recipe for CAC: Mosaic-based Generalized Loss for Improved Class-Agnostic Counting,"Tsung-Han Chou, Brian Wang, Wei-Chen Chiu, Jun-Cheng Chen",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Chou_A_Recipe_for_CAC_Mosaic-based_Generalized_Loss_for_Improved_Class-Agnostic_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Chou_A_Recipe_for_CAC_Mosaic-based_Generalized_Loss_for_Improved_Class-Agnostic_ACCV_2024_paper.pdf,http://arxiv.org/abs/2404.09826
90,Method,RS-SAM: Integrating Multi-Scale Information for Enhanced Remote Sensing Image Segmentation,"Enkai Zhang, Jingjing Liu, Anda Cao, Zhen Sun, Haofei Zhang, Huiqiong Wang, Li Sun, Mingli Song",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Zhang_RS-SAM_Integrating_Multi-Scale_Information_for_Enhanced_Remote_Sensing_Image_Segmentation_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Zhang_RS-SAM_Integrating_Multi-Scale_Information_for_Enhanced_Remote_Sensing_Image_Segmentation_ACCV_2024_paper.pdf,
91,Method,VIPNet: Combining Viewpoint Information and Shape Priors for Instant Multi-View 3D Reconstruction,"Weining Ye, Zhixuan Li, Tingting Jiang",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Ye_VIPNet_Combining_Viewpoint_Information_and_Shape_Priors_for_Instant_Multi-View_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Ye_VIPNet_Combining_Viewpoint_Information_and_Shape_Priors_for_Instant_Multi-View_ACCV_2024_paper.pdf,
92,Method,Leveraging Semantic Cues from Foundation Vision Models for Enhanced Local Feature Correspondence,"Felipe Cadar, Guilherme Potje, Renato Martins, Cédric Demonceaux, Erickson R. Nascimento",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Cadar_Leveraging_Semantic_Cues_from_Foundation_Vision_Models_for_Enhanced_Local_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Cadar_Leveraging_Semantic_Cues_from_Foundation_Vision_Models_for_Enhanced_Local_ACCV_2024_paper.pdf,http://arxiv.org/abs/2410.09533
93,Method,SAMIF: Adapting Segment Anything Model for Image Inpainting Forensics,"Lan Zhang, Xinshan Zhu, Di He, Xin Liao, Biao Sun",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Zhang_SAMIF_Adapting_Segment_Anything_Model_for_Image_Inpainting_Forensics_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Zhang_SAMIF_Adapting_Segment_Anything_Model_for_Image_Inpainting_Forensics_ACCV_2024_paper.pdf,
94,Method,Language-Guided Joint Audio-Visual Editing via One-Shot Adaptation,"Susan Liang, Chao Huang, Yapeng Tian, Anurag Kumar, Chenliang Xu",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Liang_Language-Guided_Joint_Audio-Visual_Editing_via_One-Shot_Adaptation_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Liang_Language-Guided_Joint_Audio-Visual_Editing_via_One-Shot_Adaptation_ACCV_2024_paper.pdf,http://arxiv.org/abs/2410.07463
95,Method,Faster convergence and Uncorrelated gradients in Self-Supervised Online Continual Learning,"Koyo Imai, Naoto Hayashi, Tsubasa Hirakawa, Takayoshi Yamashita, Hironobu Fujiyoshi",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Imai_Faster_convergence_and_Uncorrelated_gradients_in_Self-Supervised_Online_Continual_Learning_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Imai_Faster_convergence_and_Uncorrelated_gradients_in_Self-Supervised_Online_Continual_Learning_ACCV_2024_paper.pdf,
96,Method,Dynamic Window Transformer for Image Super-Resolution,"Zheng Xie, Zhongxun Wang, Tianci Qin, Zhexuan Han, Ruoyu Zhou",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Xie_Dynamic_Window_Transformer_for_Image_Super-Resolution_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Xie_Dynamic_Window_Transformer_for_Image_Super-Resolution_ACCV_2024_paper.pdf,
97,Method,Direct Alignment for Robust NeRF Learning,"Ravi Garg, Shin-Fang Chng, Simon Lucey",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Garg_Direct_Alignment_for_Robust_NeRF_Learning_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Garg_Direct_Alignment_for_Robust_NeRF_Learning_ACCV_2024_paper.pdf,
98,Method,More and Larger Auxiliary Feature-Guided Spatial-Temporal Super-Resolution for Rendered Sequences,"Lijie Zheng, Xiao Liang",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Zheng_More_and_Larger_Auxiliary_Feature-Guided_Spatial-Temporal_Super-Resolution_for_Rendered_Sequences_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Zheng_More_and_Larger_Auxiliary_Feature-Guided_Spatial-Temporal_Super-Resolution_for_Rendered_Sequences_ACCV_2024_paper.pdf,
99,Method,Strike the Balance: On-the-Fly Uncertainty based User Interactions for Long-Term Video Object Segmentation,"Stéphane Vujasinović, Stefan Becker, Sebastian Bullinger, Norbert Scherer-Negenborn, Michael Arens, Rainer Stiefelhagen",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Vujasinovic_Strike_the_Balance_On-the-Fly_Uncertainty_based_User_Interactions_for_Long-Term_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Vujasinovic_Strike_the_Balance_On-the-Fly_Uncertainty_based_User_Interactions_for_Long-Term_ACCV_2024_paper.pdf,
100,Method,Unsupervised Video Summarization via Iterative Training and Simplified GAN,"Hanqing Li, Diego Klabjan, Jean Utke",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Li_Unsupervised_Video_Summarization_via_Iterative_Training_and_Simplified_GAN_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Li_Unsupervised_Video_Summarization_via_Iterative_Training_and_Simplified_GAN_ACCV_2024_paper.pdf,
101,Method,Generalizable Structure-Aware INF: Biplanar-View CT Reconstruction via Disentangled Implicit Neural Field,"Bei Huang, Yuru Pei",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Huang_Generalizable_Structure-Aware_INF_Biplanar-View_CT_Reconstruction_via_Disentangled_Implicit_Neural_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Huang_Generalizable_Structure-Aware_INF_Biplanar-View_CT_Reconstruction_via_Disentangled_Implicit_Neural_ACCV_2024_paper.pdf,
102,Method,MECFormer: Multi-task Whole Slide Image Classification with Expert Consultation Network,"Doanh C. Bui, Jin Tae Kwak",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Bui_MECFormer_Multi-task_Whole_Slide_Image_Classification_with_Expert_Consultation_Network_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Bui_MECFormer_Multi-task_Whole_Slide_Image_Classification_with_Expert_Consultation_Network_ACCV_2024_paper.pdf,http://arxiv.org/abs/2410.04507
