No,Type,Title,Authors,Track,Paper_Link,PDF_Link,arXiv_Link
1655,Method,StochasticSplats: Stochastic Rasterization for Sorting-Free 3D Gaussian Splatting,"Shakiba Kheradmand, Delio Vicini, George Kopanas, Dmitry Lagun, Kwang Moo Yi, Mark Matthews, Andrea Tagliasacchi",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Kheradmand_StochasticSplats_Stochastic_Rasterization_for_Sorting-Free_3D_Gaussian_Splatting_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Kheradmand_StochasticSplats_Stochastic_Rasterization_for_Sorting-Free_3D_Gaussian_Splatting_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.24366
1656,Method,A0: An Affordance-Aware Hierarchical Model for General Robotic Manipulation,"Rongtao Xu, Jian Zhang, Minghao Guo, Youpeng Wen, Haoting Yang, Min Lin, Jianzheng Huang, Zhe Li, Kaidong Zhang, Liqiong Wang, Yuxuan Kuang, Meng Cao, Feng Zheng, Xiaodan Liang",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Xu_A0_An_Affordance-Aware_Hierarchical_Model_for_General_Robotic_Manipulation_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Xu_A0_An_Affordance-Aware_Hierarchical_Model_for_General_Robotic_Manipulation_ICCV_2025_paper.pdf,http://arxiv.org/abs/2504.12636
1657,Method,"A Tiny Change, A Giant Leap: Long-Tailed Class-Incremental Learning via Geometric Prototype Alignment","Xinyi Lai, Luojun Lin, Weijie Chen, Yuanlong Yu",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Lai_A_Tiny_Change_A_Giant_Leap_Long-Tailed_Class-Incremental_Learning_via_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Lai_A_Tiny_Change_A_Giant_Leap_Long-Tailed_Class-Incremental_Learning_via_ICCV_2025_paper.pdf,
1658,Method,X-Prompt: Generalizable Auto-Regressive Visual Learning with In-Context Prompting,"Zeyi Sun, Ziyang Chu, Pan Zhang, Tong Wu, Yuhang Zang, Xiaoyi Dong, Yuanjun Xiong, Dahua Lin, Jiaqi Wang",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Sun_X-Prompt_Generalizable_Auto-Regressive_Visual_Learning_with_In-Context_Prompting_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Sun_X-Prompt_Generalizable_Auto-Regressive_Visual_Learning_with_In-Context_Prompting_ICCV_2025_paper.pdf,
1659,Method,HORT: Monocular Hand-held Objects Reconstruction with Transformers,"Zerui Chen, Rolandos Alexandros Potamias, Shizhe Chen, Cordelia Schmid",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_HORT_Monocular_Hand-held_Objects_Reconstruction_with_Transformers_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Chen_HORT_Monocular_Hand-held_Objects_Reconstruction_with_Transformers_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.21313
1660,Method,Early Timestep Zero-Shot Candidate Selection for Instruction-Guided Image Editing,"Joowon Kim, Ziseok Lee, Donghyeon Cho, Sanghyun Jo, Yeonsung Jung, Kyungsu Kim, Eunho Yang",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Kim_Early_Timestep_Zero-Shot_Candidate_Selection_for_Instruction-Guided_Image_Editing_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Kim_Early_Timestep_Zero-Shot_Candidate_Selection_for_Instruction-Guided_Image_Editing_ICCV_2025_paper.pdf,http://arxiv.org/abs/2504.13490
1661,Method,Identity Preserving 3D Head Stylization with Multiview Score Distillation,"Bahri Batuhan Bilecen, Ahmet Berke Gökmen, Furkan Guzelant, Aysegul Dundar",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Bilecen_Identity_Preserving_3D_Head_Stylization_with_Multiview_Score_Distillation_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Bilecen_Identity_Preserving_3D_Head_Stylization_with_Multiview_Score_Distillation_ICCV_2025_paper.pdf,
1662,Method,Aligning Information Capacity Between Vision and Language via Dense-to-Sparse Feature Distillation for Image-Text Matching,"Yang Liu, Wentao Feng, Zhuoyao Liu, Shudong Huang, Jiancheng Lv",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_Aligning_Information_Capacity_Between_Vision_and_Language_via_Dense-to-Sparse_Feature_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Liu_Aligning_Information_Capacity_Between_Vision_and_Language_via_Dense-to-Sparse_Feature_ICCV_2025_paper.pdf,http://arxiv.org/abs/2503.14953
1663,Method,A Lesson in Splats: Teacher-Guided Diffusion for 3D Gaussian Splats Generation with 2D Supervision,"Chensheng Peng, Ido Sobol, Masayoshi Tomizuka, Kurt Keutzer, Chenfeng Xu, Or Litany",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Peng_A_Lesson_in_Splats_Teacher-Guided_Diffusion_for_3D_Gaussian_Splats_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Peng_A_Lesson_in_Splats_Teacher-Guided_Diffusion_for_3D_Gaussian_Splats_ICCV_2025_paper.pdf,http://arxiv.org/abs/2412.00623
1664,Method,Boosting Vision Semantic Density with Anatomy Normality Modeling for Medical Vision-language Pre-training,"Weiwei Cao, Jianpeng Zhang, Zhongyi Shui, Sinuo Wang, Zeli Chen, Xi Li, Le Lu, Xianghua Ye, Qi Zhang, Tingbo Liang, Ling Zhang",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Cao_Boosting_Vision_Semantic_Density_with_Anatomy_Normality_Modeling_for_Medical_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Cao_Boosting_Vision_Semantic_Density_with_Anatomy_Normality_Modeling_for_Medical_ICCV_2025_paper.pdf,http://arxiv.org/abs/2508.03742
