No,Type,Title,Authors,Track,DOI,Paper_Link,PDF_Link
592,Method,Sedtalker: Emotion-Aware 3D Facial Animation Using Frame-Level Speech Emotion Diarization,"Jafari, Farzaneh; Berretti, Stefano; Basu, Anup",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31920-3_12,https://doi.org/10.1007/978-3-032-31920-3_12,https://link.springer.com/content/pdf/10.1007/978-3-032-31920-3_12
593,Method,Coinet: Confidence-Aware Involution Network For Joint Contactless Fingerprint Representation,"Peddi, Santhoshkumar; Balasubramanian, Arun; Sarma, Monalisa; Samanta, Debasis",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31927-2_5,https://doi.org/10.1007/978-3-032-31927-2_5,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_5
594,Method,A Step Forward Towards Trustworthy Risk-Aware Facial Retrieval (Ra-Fr),"Siddiqui, Muhammad Emmad; N/A, Muhammad Rafi",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31927-2_8,https://doi.org/10.1007/978-3-032-31927-2_8,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_8
595,Method,Evaluating Age Estimation Robustness Under Realistic Facial Occlusions,"Tanveer, Waqar; Franco, Annalisa ; Borghi, Guido; Fernández-Robles, Laura; Fidalgo, Eduardo",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31927-2_11,https://doi.org/10.1007/978-3-032-31927-2_11,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_11
596,Method,More Than Meets The Ear: Multimodal Driver Alertness Detection Leveraging Llms And Synthetic Speech,"Sharak, Salem; Das, Kapotaksha; Burzo, Mihai; Abouelenien, Mohamed",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31927-2_32,https://doi.org/10.1007/978-3-032-31927-2_32,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_32
597,Method,Combining Facial Videos And Biosignals For Stress Estimation During Driving,"Valergaki, Paraskevi; Nikodemou, Vassilis; Oikonomidis, Iason; Argyros, Antonis ; Roussos, Anastasios",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31927-2_38,https://doi.org/10.1007/978-3-032-31927-2_38,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_38
598,Method,Generating Icao-Compliant Synthetic Face Images Via Curriculum-Guided Diffusion,"Mudgalgundurao, Raghavendra; Schuch, Patrick; Khurana, Aryan ; Ramachandra, Raghavendra; Raja, Kiran",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31930-2_4,https://doi.org/10.1007/978-3-032-31930-2_4,https://link.springer.com/content/pdf/10.1007/978-3-032-31930-2_4
599,Method,Dense Frame Annotations For Low-Resource Isl Fingerspelling Recognition,"R, Kirandevraj; Kurmi, Vinod; Namboodiri, Vinay; Jawahar, CV",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31930-2_18,https://doi.org/10.1007/978-3-032-31930-2_18,https://link.springer.com/content/pdf/10.1007/978-3-032-31930-2_18
600,Method,Sk-Mamba: Synergizing Spectral-Kan Discretization And Multi-Scale Convolution For Robust Wearable Biometrics,"Xiao, Yanchao; Wang, Chunxiao; Huang, Yuwen; Yi, Ran; Li, Wenhao; Zheng, Yue; Zhang, Wenzhe; Liu, Ziqiang; Zhou, Zhiwei",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31930-2_41,https://doi.org/10.1007/978-3-032-31930-2_41,https://link.springer.com/content/pdf/10.1007/978-3-032-31930-2_41
601,Method,Facemixup: Enhancing Facial Expression Recognition Through Mixed Face Regularization,"Souza, Mateus; Faria, Fabio; Texeira, Raoni; Segundo, Mauricio",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31933-3_46,https://doi.org/10.1007/978-3-032-31933-3_46,https://link.springer.com/content/pdf/10.1007/978-3-032-31933-3_46
602,Method,Dats-Av: A Dissonance-Aware Two-Stage Framework For Audio–Visual Deepfake Detection,"Tonmoy, Rubayet; Rattani, Ajita",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31936-4_3,https://doi.org/10.1007/978-3-032-31936-4_3,https://link.springer.com/content/pdf/10.1007/978-3-032-31936-4_3
603,Method,Prompt Injection Attacks On Llm Generated Reviews Of Scientific Publications,"Keuper, Janis",T5: Document Analysis and Recognition,10.1007/978-3-032-31335-5_9,https://doi.org/10.1007/978-3-032-31335-5_9,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_9
604,Method,A Prototypical Signature Approach For Writer-Independent Offline Signature Verification,"Moura, Kecia; Sabourin, Robert; Cruz, Rafael",T5: Document Analysis and Recognition,10.1007/978-3-032-31335-5_35,https://doi.org/10.1007/978-3-032-31335-5_35,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_35
605,Method,Hct-Net: A Hybrid Cnn-Transformer Network For Robust Oracle Bone Script Recognition,"Wang, Yibo; Zuo, Yanni; Jiang, Lanxin; Qian, Chong; Ubul, Kurban",T5: Document Analysis and Recognition,10.1007/978-3-032-31654-7_33,https://doi.org/10.1007/978-3-032-31654-7_33,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_33
606,Method,Stay On Topic: Reducing Hallucinations In Large Language Models With Lda,"Chikhaoui, Belkacem",T5: Document Analysis and Recognition,10.1007/978-3-032-31654-7_44,https://doi.org/10.1007/978-3-032-31654-7_44,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_44
607,Method,Rethinking The Pointer Loss In Table Structure Recognition: Geometry-Aware Pointer Loss For Spatial Locality,"Choi, Hong-Jun; Lee, Jongho; Kim, Jaeyoung",T5: Document Analysis and Recognition,10.1007/978-3-032-31663-9_23,https://doi.org/10.1007/978-3-032-31663-9_23,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_23
608,Method,Difficulty-Aware Interleaved Distillation For Robust Cross-Surface Writer Identification,"Priya, Kumari ; Adak, Chandranath; Dey, Aritra; Chattopadhyay, Soumi; Chanda, Sukalpa",T5: Document Analysis and Recognition,10.1007/978-3-032-31663-9_32,https://doi.org/10.1007/978-3-032-31663-9_32,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_32
609,Method,Modern Summarization Methods For Diplomatic Documents: Current State And Limitations,"Streilein, Merlin; Steiner, Tobias; Riesen, Kaspar; Fischer, Andreas",T5: Document Analysis and Recognition,10.1007/978-3-032-31663-9_37,https://doi.org/10.1007/978-3-032-31663-9_37,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_37
610,Method,When Not To Answer: Evaluating Prompts On Reasoning Models For Effective Abstention In Unanswerable Math Word Problems,"Saadat, Asir; Sogir, Tasmia Binte ;  Chowdhury, Md Taukir Azam; Aziz, Syem",T5: Document Analysis and Recognition,10.1007/978-3-032-31666-0_4,https://doi.org/10.1007/978-3-032-31666-0_4,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_4
611,Method,Llm-Umls-Pico: A Large Language Model-Based Pico Extraction Method With Umls Semantic Validation,"Qiao, Chungeng; Zhang, Meiqi; Huang, Hongfa; Yin, Yipeng; Xiao, Wei",T5: Document Analysis and Recognition,10.1007/978-3-032-31666-0_34,https://doi.org/10.1007/978-3-032-31666-0_34,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_34
612,Method,Stableskip: Stability-Guided Dynamic Token Skipping For Efficient Large Language Model Inference,"Wu, Daokuan",T5: Document Analysis and Recognition,10.1007/978-3-032-31673-8_17,https://doi.org/10.1007/978-3-032-31673-8_17,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_17
613,Method,Hybrid Classical-Quantum Architecture For Vectorised Image Classification Of Hand-Written Sketches,"Cordero Carrasco, Yeray; Biswas, Sanket; Vilariño, Fernando; Bilkis, Matias",T5: Document Analysis and Recognition,10.1007/978-3-032-31673-8_24,https://doi.org/10.1007/978-3-032-31673-8_24,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_24
614,Method,Parameter Efficient American Sign Language Recognition Via Mediapipe Landmarks,"Varanasi, Abhishek; sinha, manjira; Dasgupta, Tirthankar",T5: Document Analysis and Recognition,10.1007/978-3-032-31397-3_2,https://doi.org/10.1007/978-3-032-31397-3_2,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_2
615,Method,Ragdnet: A Region-Adjacency Graph For Semantic Segmentation Of Mechanical Drawings Using Graph Neural Networks,"MONNIER WEIL, Alexandre; HILI, Nicolas; LEDRU, YVES",T5: Document Analysis and Recognition,10.1007/978-3-032-31397-3_9,https://doi.org/10.1007/978-3-032-31397-3_9,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_9
616,Method,Fine-Tuning Llms With Extracted Rationales For Attributed Text Generation,"Cao, Zelin; Zhao, Boxiang; Wang, Yi; Cheng, Peng; Lin, Bo",T5: Document Analysis and Recognition,10.1007/978-3-032-31397-3_39,https://doi.org/10.1007/978-3-032-31397-3_39,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_39
617,Method,Decoding-Time Fusion Of Ocr And Large Language Models For Traditional Chinese Historical Document Recognition,"Lin, Zih-Ci; Liao, Wen-Hung",T5: Document Analysis and Recognition,10.1007/978-3-032-31404-8_4,https://doi.org/10.1007/978-3-032-31404-8_4,https://link.springer.com/content/pdf/10.1007/978-3-032-31404-8_4
618,Method,Too Simple Or Too Complex? Using Linguistic Signatures For Ai-Generated Text Detection,"Schäfer, Karla; Bassenge, Mareike",T5: Document Analysis and Recognition,10.1007/978-3-032-31404-8_33,https://doi.org/10.1007/978-3-032-31404-8_33,https://link.springer.com/content/pdf/10.1007/978-3-032-31404-8_33
619,Method,Visual Information Facilitation Scene Text Retrieval,"Ibrayim, Mayire ; Luo, Hailong ; Li, Pengyang",T5: Document Analysis and Recognition,10.1007/978-3-032-31441-3_34,https://doi.org/10.1007/978-3-032-31441-3_34,https://link.springer.com/content/pdf/10.1007/978-3-032-31441-3_34
620,Method,The Pragmatic Persona: Discovering Llm Persona Through Bridging Inference,"Ryu, Jongwon; Yang, Jisoo; Ma, Minuk; Pham, Trung X.; Kim, Junyeong",T5: Document Analysis and Recognition,10.1007/978-3-032-31438-3_6,https://doi.org/10.1007/978-3-032-31438-3_6,https://link.springer.com/content/pdf/10.1007/978-3-032-31438-3_6
621,Method,Kadr: Multi-Charge Legal Judgment Prediction Via Knowledge-Augmented Dialectical Reasoning,"Hu, LiangGeng; Li, YanLing; Ge, FengPei",T5: Document Analysis and Recognition,10.1007/978-3-032-31438-3_24,https://doi.org/10.1007/978-3-032-31438-3_24,https://link.springer.com/content/pdf/10.1007/978-3-032-31438-3_24
622,Method,Reading In The Dark: Low-Light Scene Text Recognition,"Fu, Xuanshuo; Kang, Lei; Valveny, Ernest; Karatzas, Dimosthenis; Vazquez-Corral, Javier",T5: Document Analysis and Recognition,10.1007/978-3-032-31452-9_9,https://doi.org/10.1007/978-3-032-31452-9_9,https://link.springer.com/content/pdf/10.1007/978-3-032-31452-9_9
623,Method,Cpa-Gnn: Contextual-Based Pattern-Aware Graph-Neural Network For Text Spotting,"Sinha, Anant ; Palaiahnakote, Shivakumara ; Pal , Umapada ; Saraee, Mo",T5: Document Analysis and Recognition,10.1007/978-3-032-31452-9_21,https://doi.org/10.1007/978-3-032-31452-9_21,https://link.springer.com/content/pdf/10.1007/978-3-032-31452-9_21
624,Method,Mstis: Multi-Views Scene Text Image Sequencing To Enhance Text Detection Performance,"Das Gupta, Debayan Das ; Roy, Jayasmita; Palaiahnakote, Shivakumara ; Pal, Umapada",T5: Document Analysis and Recognition,10.1007/978-3-032-31452-9_22,https://doi.org/10.1007/978-3-032-31452-9_22,https://link.springer.com/content/pdf/10.1007/978-3-032-31452-9_22
625,Method,Sketch-Clip: Efficient Clip Adaptation For Few-Shot Sketch Classification,"Xu, Yunqi; Suen, Ching Yee",T5: Document Analysis and Recognition,10.1007/978-3-032-31452-9_23,https://doi.org/10.1007/978-3-032-31452-9_23,https://link.springer.com/content/pdf/10.1007/978-3-032-31452-9_23
626,Method,Semantic-Guided Reading Order Reconstruction In Historical Armenian Newspapers With Llms,"Vidal-Gorène, Chahan; Tomeh, Nadi; Khurshudyan, Victoria",T5: Document Analysis and Recognition,10.1007/978-3-032-31927-2_39,https://doi.org/10.1007/978-3-032-31927-2_39,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_39
627,Method,Toep: Task-Specific Operator Evolution Via Multi-Objective Pareto Optimization For Automatic Workflow Generation,"Leng, Chunlin; Kang, Xiaomian; Wang, Haixin; Ren, Shuo; Zhang, Jiajun",T5: Document Analysis and Recognition,10.1007/978-3-032-31930-2_19,https://doi.org/10.1007/978-3-032-31930-2_19,https://link.springer.com/content/pdf/10.1007/978-3-032-31930-2_19
628,Method,Differentially Private Datastore Generation For Retrieval-Augmented Inference,"Wael, Abdelrahman; Torki, Marwan",T5: Document Analysis and Recognition,10.1007/978-3-032-31930-2_42,https://doi.org/10.1007/978-3-032-31930-2_42,https://link.springer.com/content/pdf/10.1007/978-3-032-31930-2_42
629,Method,Universal Adversarial Suffixes Using Calibrated Gumbel–Softmax Relaxation,"Soor, Sampriti; Ghosh, Suklav; Sur, Arijit",T5: Document Analysis and Recognition,10.1007/978-3-032-31933-3_9,https://doi.org/10.1007/978-3-032-31933-3_9,https://link.springer.com/content/pdf/10.1007/978-3-032-31933-3_9
630,Method,Self-Supervised Learning Of Contextualized Neural Topic Models With Vic Regularization,"Hirami, Kengo; Xu, Weiran; Eguchi, Koji",T5: Document Analysis and Recognition,10.1007/978-3-032-31933-3_13,https://doi.org/10.1007/978-3-032-31933-3_13,https://link.springer.com/content/pdf/10.1007/978-3-032-31933-3_13
631,Method,Emo-Gnn: Graph Neural Networks For Explainable Monoand Multi-Label Emotion Detection,"Fouad, OUESLATI; Bahroun, Sahbi; Zagrouba, Ezzeddine",T5: Document Analysis and Recognition,10.1007/978-3-032-31936-4_14,https://doi.org/10.1007/978-3-032-31936-4_14,https://link.springer.com/content/pdf/10.1007/978-3-032-31936-4_14
632,Method,Visual Instruction-Finetuned Language Model For Versatile Brain Mr Image Tasks,"Kim, Jonghun; Ra, Sinyoung; Park, Hyunjin",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31335-5_2,https://doi.org/10.1007/978-3-032-31335-5_2,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_2
633,Method,Immunotrace: A Meta-Agent For Immune History Tracking,"Ma, Jiahao; Li, Hongzong; Hu, Yefan; Huang, Jian-dong",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31335-5_26,https://doi.org/10.1007/978-3-032-31335-5_26,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_26
634,Method,An Ai Agent For Immune Receptor Fingerprint‑Based Diagnosis Of Infection Of Unknown Origin,"Ma, Jiahao; Li, Hongzong; Hu, Yefan; Huang, Jian-dong",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31335-5_28,https://doi.org/10.1007/978-3-032-31335-5_28,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_28
635,Method,Deca-Net: A Dual-Encoder Network Leveraging Pre/Post-Contrast Comparison For Coronary Artery Segmentation,"庆鑫, 倪; 朝路, 冯; 睦卿, 张; 金柱, 杨",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31335-5_36,https://doi.org/10.1007/978-3-032-31335-5_36,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_36
636,Method,Enhancing Micrograph Denoising Via Semantic-Aware Knowledge Learning,"Cao, Chengzhi; Xu, Min",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31335-5_43,https://doi.org/10.1007/978-3-032-31335-5_43,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_43
637,Method,Sra-Seg: Synthetic To Real Alignment For Semi-Supervised Medical Image Segmentation,"Aranya, OFM Riaz Rahman; Desai, Kevin",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31335-5_47,https://doi.org/10.1007/978-3-032-31335-5_47,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_47
638,Method,Beyond Consistency: Explicit Boundary Learning For Semi-Supervised Ovarian Tumor Segmentation,"Vu, Minh-Khoa; Bui, Hoang-Son; Le, Thi-Lan",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31583-0_17,https://doi.org/10.1007/978-3-032-31583-0_17,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_17
639,Method,Representation Learning With Semantic-Aware Instance And Sparse Token Alignments,"Bui, Phuoc-Nguyen; Nguyen, Toan Duc; Bum, Junghyun; Le, Duc-Tai; Choo, Hyunseung",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31583-0_30,https://doi.org/10.1007/978-3-032-31583-0_30,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_30
640,Method,Wavelet-Driven Spatial And Frequency Domain Representation Learning For Medical Image Segmentation,"Wang, Lanping; Li, Mingyong; Ding, Shuaipeng",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_3,https://doi.org/10.1007/978-3-032-31654-7_3,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_3
641,Method,Learning Cognitive-Aware Representations For Imaging-Based Diagnosis Of Alzheimer’S Disease,"Yu, Huan ; Zhang, Yanteng; Wei, Yuxiang; Fu, Yibing; Mei, Siyuan ; Liu, Qiang; Calhoun, Vince",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_5,https://doi.org/10.1007/978-3-032-31654-7_5,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_5
642,Method,Serum Tumor Marker-Guided Lesion Features Enhancement Network For Lung Cancer Detection,"Jiang, Dongxun; Zhang, Dongdong; Li, Wei",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_7,https://doi.org/10.1007/978-3-032-31654-7_7,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_7
643,Method,Fixationformer: Direct Utilization Of Expert Gaze Trajectories For Chest X-Ray Classification,"Beckmann, Daniel; Risse, Benjamin",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_18,https://doi.org/10.1007/978-3-032-31654-7_18,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_18
644,Method,Adp-Dit: Text-Guided Diffusion Transformer For Brain Image Generation In Alzheimer’S Disease Progression,"Lee, Juneyong; Baek, Geonwoo; Jang, Ikbeom",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_21,https://doi.org/10.1007/978-3-032-31654-7_21,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_21
645,Method,Vamae: Vessel-Aware Masked Autoencoders For Oct-Angiography,"Abolade, Ilerioluwakiiye; Mireku, Prince; Chibundu, Kelechi; Ododo, Peace; Idoko, Emmanuel; Omoigui, Promise; Odelola, Solomon",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_27,https://doi.org/10.1007/978-3-032-31654-7_27,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_27
646,Method,Adapting Temporal Tensor Decomposition For Spatiotemporal Pattern Extraction In Functional Neuroimaging,"Sebia, Hana; Guyet, Thomas; Berry, Hugues; Vidal, Benjamin",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_43,https://doi.org/10.1007/978-3-032-31654-7_43,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_43
647,Method,Mmaf: Multimodal Attention Fusion For Molecular Toxicity Prediction,"Rehman, Faiz Ur; Rahman, Muhammad Rameez Ur; Vascon, Sebastiano; Pelillo, Marcello",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31654-7_45,https://doi.org/10.1007/978-3-032-31654-7_45,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_45
648,Method,A Modular Deep Learning Framework For Breast Tumor Detection From Microwave Imaging Data,"Tchatchoua, Philip; Trin, Ulysse",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31663-9_13,https://doi.org/10.1007/978-3-032-31663-9_13,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_13
649,Method,Implicit-Explicit Segmentation Synergy: A Dual-Guided Fusion Network For Joint Lesion Localization And Disease Classification,"Li, Jing; Wu, Yixuan; Zheng, Xiaorou; Dong, Shoubin",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31663-9_16,https://doi.org/10.1007/978-3-032-31663-9_16,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_16
650,Method,Time-Domain Quantum Diffusion Graph Networks For Fmri In Alzheimer'S Disease Diagnosis,"Zhu, Haoran; Yu, Tong; Wang, Chaoqun; Wang, Jianjia",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31663-9_26,https://doi.org/10.1007/978-3-032-31663-9_26,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_26
651,Method,Interactive Gadolinium-Free Mri Synthesis: A Transformer With Localization Prompts,"Su, Changhui",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31663-9_28,https://doi.org/10.1007/978-3-032-31663-9_28,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_28
652,Method,Anatomical Codebook: Learning Volumetric Context For 2D Medical Image Segmentation,"lee, hyunji; Lee, Yu Rim; Park, Soo Young; Tak, Won Young; Jung, Soon Ki",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31663-9_29,https://doi.org/10.1007/978-3-032-31663-9_29,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_29
653,Method,Mfanet: A Lightweight Network Combining Cnn And Mamba For Medical Image Segmentation,"Zhang, Haozhuo; Zhang, Bob; Zeng, Pinxian",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31666-0_13,https://doi.org/10.1007/978-3-032-31666-0_13,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_13
654,Method,Reco-Mil: Rare-Enhanced Contextual Multiple Instance Learning,"Zhou, Shicheng; Wang, Zefeng; Yu, Jikai; Wu, Boyuan; Zhu, Jiayun",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31666-0_19,https://doi.org/10.1007/978-3-032-31666-0_19,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_19
655,Method,Mocodiff: Modality-Aware Conditional Diffusion Model For 3D Brain Tumor Segmentation,"Guo, Sijie; Liu, Yandong; Dong, Jing; Yi, Pengfei; Liu, Rui; Wei, Xiaopeng",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31666-0_33,https://doi.org/10.1007/978-3-032-31666-0_33,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_33
656,Method,Towards Label-Free Single-Cell Phenotyping Using Multi-Task Learning,"Nazir, Saqib; Behera, Ardhendu",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31666-0_41,https://doi.org/10.1007/978-3-032-31666-0_41,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_41
657,Method,Lightweight Model Augmented By Expert Knowledge In Realistic Clinical Decision-Making On Colorectal Cancer Treatment,"D'CRUZ, Célia; Precioso, Frédéric; Bereder, Jean-Marc; Riveill, Michel",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31673-8_7,https://doi.org/10.1007/978-3-032-31673-8_7,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_7
658,Method,"Bridging The Standalone-Vlm Gap For Chest X-Ray Findings: An Empirical Study On Bit Depth, Projectors, And Training Recipes","Bolkonskiy, Yuri; Bokov, Aleksei",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31673-8_15,https://doi.org/10.1007/978-3-032-31673-8_15,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_15
659,Method,Lwd: A Lightweight Decoder Leveraging Gated Attention And Cross-Group Convolution For Medical Image Segmentation,"Xi, Runkai; Law, K. L. Eddie",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31673-8_26,https://doi.org/10.1007/978-3-032-31673-8_26,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_26
660,Method,Skinpolyformer: Polygon-Driven Differentiable Segmentation With Mask Supervision For Skin Lesions,"Tong, Tong; Huang, Wenhui",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31673-8_27,https://doi.org/10.1007/978-3-032-31673-8_27,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_27
661,Method,Transwavenet: Multi-Scale Transformer-Wavelet Encoding For Efficient Colorectal Polyp Segmentation.,"Shakya, Amit; Yadav, Akanksha ; Phutke, Shruti; Kumar, Rupesh; Sharma, Lalit",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31673-8_28,https://doi.org/10.1007/978-3-032-31673-8_28,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_28
662,Method,Blind Multi-Coil Mri Reconstruction Through Joint Optimization With The Diffusion Model,"Zhao, Guangxin; Luo, Xinzhe; Akoda, Mary-Brenda; Sedlacik, Jan; Qin, Chen",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31673-8_37,https://doi.org/10.1007/978-3-032-31673-8_37,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_37
663,Method,Diagnosis-Aware Medical Radiology Report Generation With Retrieval-Augmented Multimodal Knowledge Injection,"Wang, Borong; Ye, Jian; Zhao, Ze",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31673-8_39,https://doi.org/10.1007/978-3-032-31673-8_39,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_39
664,Method,Depthpolyp: Pseudo-Depth Guided Lightweight Segmentation For Real-Time Colonoscopy,"Wu, Zhuoyu; Ou, Wenhui; Zhang, Lexi; Tan, Pei-Sze; Wu, Dongjun; Zhao, Junhe; Fang, Wenqi; Phan, Raphael C.-W.",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31397-3_24,https://doi.org/10.1007/978-3-032-31397-3_24,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_24
665,Method,Pbdn-Net: Probabilistic Boundary Disentanglement Network For Prostate Mri Segmentation,"Lei, Xin; Li, Yunhao; Huang, Jiahui; Yan, Pang; Wang, Qiong",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31397-3_28,https://doi.org/10.1007/978-3-032-31397-3_28,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_28
666,Method,Enhance The After-Discharge Mortality Rate Prediction Via Learning From The Medical Notes,"YANG, ZIJIANG",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31397-3_30,https://doi.org/10.1007/978-3-032-31397-3_30,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_30
667,Method,Mfs-Munet: Multi-Scale Frequency Spatial Mamba U-Net For Medical Image Segmentation,"Li, Feng; Sun, Chen; Wang, Bing; Xie, Zongyu",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31397-3_33,https://doi.org/10.1007/978-3-032-31397-3_33,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_33
668,Method,Degradation-Aware Blur-Segmentation Of Brain Tumor,"Wang, Yuchun; Li, Xiaosong; Liang, Gefei; Liu, Yang",T6: Biomedical Image Analysis and Bioinformatics,10.1007/978-3-032-31404-8_3,https://doi.org/10.1007/978-3-032-31404-8_3,https://link.springer.com/content/pdf/10.1007/978-3-032-31404-8_3
