No,Type,Title,Authors,Volume,Paper_Link,PDF_Link,Code_Link
88,Method,Node Regression on Latent Position Random Graphs via Local Averaging,"Martin Gjorgjevski, Nicolas Keriven, Simon Barthelme, Yohann De Castro",27,https://www.jmlr.org/papers/v27/24-1819.html,https://www.jmlr.org/papers/volume27/24-1819/24-1819.pdf,https://github.com/mgjorgje/lpm_simulation_code
89,Method,Towards Convexity in Anomaly Detection: A New Formulation of SSLM with Unique Optimal Solutions,"Hongying Liu, Hao Wang, Haoran Chu, Yibo Wu",27,https://www.jmlr.org/papers/v27/24-1885.html,https://www.jmlr.org/papers/volume27/24-1885/24-1885.pdf,
90,Method,Transfer Conformal Predictive Inference for Regression,"Ce Zhang, Ting Li, Jinhan Xie, Linglong Kong, Bei Jiang",27,https://www.jmlr.org/papers/v27/24-1899.html,https://www.jmlr.org/papers/volume27/24-1899/24-1899.pdf,
91,Method,Generalized Resubstitution for Regression Error Estimation,"Diego Marcondes, Ulisses Braga-Neto",27,https://www.jmlr.org/papers/v27/24-1905.html,https://www.jmlr.org/papers/volume27/24-1905/24-1905.pdf,https://github.com/dmarcondes/genree
92,Method,A Natural Primal-Dual Hybrid Gradient Method for Adversarial Neural Network Training on Solving Partial Differential Equation,"Shu Liu, Stanley Osher, Wuchen Li",27,https://www.jmlr.org/papers/v27/24-1929.html,https://www.jmlr.org/papers/volume27/24-1929/24-1929.pdf,https://github.com/LSLSliushu/NPDG
93,Method,Cheap Bootstrap for Fast Uncertainty Quantification of Stochastic Gradient Descent,"Henry Lam, Zitong Wang",27,https://www.jmlr.org/papers/v27/25-0008.html,https://www.jmlr.org/papers/volume27/25-0008/25-0008.pdf,https://github.com/BeetrootWang/Cheap-Bootstrap-for-Fast-Uncertainty-Quantification-of-Stochastic-Gradient-Descent
94,Method,Transfer Learning via Regularized Random-effects Linear Discriminant Analysis,"Hongzhe Zhang, Arnab Auddy, Hongzhe Li",27,https://www.jmlr.org/papers/v27/25-0031.html,https://www.jmlr.org/papers/volume27/25-0031/25-0031.pdf,
95,Method,Semi-supervised learning for linear extremile regression,"Rong Jiang, Jiangfeng Wang, Keming Yu",27,https://www.jmlr.org/papers/v27/25-0093.html,https://www.jmlr.org/papers/volume27/25-0093/25-0093.pdf,
96,Method,Deep Nonparametric Conditional Independence Tests for Images,"Marco Simnacher, Xiangnan Xu, Hani Park, Christoph Lippert, Sonja Greven",27,https://www.jmlr.org/papers/v27/25-0107.html,https://www.jmlr.org/papers/volume27/25-0107/25-0107.pdf,https://github.com/MSimnach/DNCIT
97,Method,Kernel Mean Embedding Deviation Subspace for Unsupervised Learning with Heterogeneous Data,"Luoyao Yu, Lixing Zhu, Ruoqing Zhu, Xuehu Zhu",27,https://www.jmlr.org/papers/v27/25-0163.html,https://www.jmlr.org/papers/volume27/25-0163/25-0163.pdf,https://github.com/L-Yu20/CKPCA.git
98,Method,Exogenous Randomness Empowering Random Forests,"Tianxing Mei, Yingying Fan, Jinchi Lv",27,https://www.jmlr.org/papers/v27/25-0247.html,https://www.jmlr.org/papers/volume27/25-0247/25-0247.pdf,
99,Method,High-dimensional Parameter Transfer With Fused-Regularizer,"Zelin He, Ying Sun, Jingyuan Liu, Runze Li",27,https://www.jmlr.org/papers/v27/25-0437.html,https://www.jmlr.org/papers/volume27/25-0437/25-0437.pdf,https://github.com/ZLHe0/TransMission
100,Method,Spectral Truncation Kernels: Noncommutativity in C*-algebraic Kernel Machines,"Yuka Hashimoto, Ayoub Hafid, Masahiro Ikeda, Hachem Kadri",27,https://www.jmlr.org/papers/v27/25-0509.html,https://www.jmlr.org/papers/volume27/25-0509/25-0509.pdf,
101,Method,Deconvolution in unlinked linear models,"Balabdaoui, Fadoua, Di Noia, Antonio, Durot, C̩cile",27,https://www.jmlr.org/papers/v27/25-0516.html,https://www.jmlr.org/papers/volume27/25-0516/25-0516.pdf,
102,Method,Statistical Learning Theory for Neural Operators,"Niklas Reinhardt, Sven Wang, Jakob Zech",27,https://www.jmlr.org/papers/v27/25-0543.html,https://www.jmlr.org/papers/volume27/25-0543/25-0543.pdf,
