BibKey,Title,Authors,Year,Venue,DOI,URL,CitedInPaper,Link,LinkType
giotis2017wordspotting,A Survey of Document Image Word Spotting Techniques,"Giotis, Angelos P. and Sfikas, Giorgos and Gatos, Basilis and Nikou, Christophoros",2017,Pattern Recognit.,10.1016/j.patcog.2017.02.023,,,https://doi.org/10.1016/j.patcog.2017.02.023,paper
vanlandeghem2023dude,Document Understanding Dataset and Evaluation (DUDE),"Landeghem, Jordy Van and Powalski, Rafałand Tito, Rubèn and Jurkiewicz, Dawid and Blaschko, Matthew and Borchmann, and Coustaty, Mickaël and Moens, Sien and Pietruszka, Michałand Ackaert, Bertrand and Stanis, Tomasz and Józiak, Pawełand Valveny, Ernest",2023,Proc. IEEE/CVF Int. Conf. Comput. Vis. (ICCV),10.1109/iccv51070.2023.01789,,yes,https://doi.org/10.1109/iccv51070.2023.01789,paper
wei2024vary,Vary: Scaling up the Vision Vocabulary for Large Vision-Language Models,"Wei, Haoran and Kong, Lingyu and Chen, Jinyue and Zhao, Liang and Ge, Zheng and Yang, Jinrong and Sun, Jianjian and Han, Chunrui and Zhang, Xiangyu",2024,Proc. Eur. Conf. Comput. Vis. (ECCV),10.1007/978-3-031-73235-5_23,,,https://doi.org/10.1007/978-3-031-73235-5_23,paper
yan2024echosight,EchoSight: Advancing Visual-Language Models with Wiki Knowledge,"Yan, Yibin and Xie, Weidi",2024,Findings Assoc. Comput. Linguistics: EMNLP,10.18653/v1/2024.findings-emnlp.83,,yes,https://doi.org/10.18653/v1/2024.findings-emnlp.83,paper
caffagni2024wikillava,Wiki-LLaVA: Hierarchical Retrieval-Augmented Generation for Multimodal LLMs,"Caffagni, Davide and Cocchi, Federico and Moratelli, Nicholas and Sarto, Sara and Cornia, Marcella and Baraldi, Lorenzo and Cucchiara, Rita",2024,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. Workshops (CVPRW),10.1109/cvprw63382.2024.00188,,yes,https://doi.org/10.1109/cvprw63382.2024.00188,paper
wang2024charxiv,CharXiv: Charting Gaps in Realistic Chart Understanding in Multimodal LLMs,"Wang, Zirui and Xia, Mengzhou and He, Luxi and Chen, Howard and Liu, Yitao and Zhu, Richard and Liang, Kaiqu and Wu, Xindi and Liu, Haotian and Malladi, Sadhika and Chevalier, Alexis and Arora, Sanjeev and Chen, Danqi",2024,Proc. Adv. Neural Inf. Process. Syst. (NeurIPS),10.52202/079017-3609,,yes,https://doi.org/10.52202/079017-3609,paper
hui2024uda,UDA: A Benchmark Suite for Retrieval Augmented Generation in Real-World Document Analysis,"Hui, Yulong and Lu, Yao and Zhang, Huanchen",2024,"Proc. Adv. Neural Inf. Process. Syst. (NeurIPS), Datasets and Benchmarks Track",10.52202/079017-2145,,,https://doi.org/10.52202/079017-2145,paper
jin2025slideagent,SlideAgent: Hierarchical Agentic Framework for Multi-Page Visual Document Understanding,"Jin, Yiqiao and Kaur, Rachneet and Zeng, Zhen and Ganesh, Sumitra and Kumar, Srijan",2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),10.18653/v1/2026.acl-long.677,,yes,https://doi.org/10.18653/v1/2026.acl-long.677,paper
xu2021layoutlmv2,LayoutLMv2: Multi-modal Pre-training for Visually-Rich Document Understanding,"Xu, Yang and Xu, Yiheng and Lv, Tengchao and Cui, Lei and Wei, Furu and Wang, Guoxin and Lu, Yijuan and Florencio, Dinei and Zhang, Cha and Che, Wanxiang and Zhang, Min and Zhou, Lidong",2021,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),10.18653/v1/2021.acl-long.201,,yes,https://doi.org/10.18653/v1/2021.acl-long.201,paper
lysak2023otsl,Optimized Table Tokenization for Table Structure Recognition,"Lysak, Maksym and Nassar, Ahmed and Livathinos, Nikolaos and Auer, Christoph and Staar, Peter",2023,Proc. Int. Conf. Document Analysis and Recognition (ICDAR),,,yes,https://scholar.google.com/scholar?q=Optimized+Table+Tokenization+for+Table+Structure+Recognition,Scholar search
long2025lorepp,LORE++: Logical Location Regression Network for Table Structure Recognition with Pre-training,"Long, Rujiao and Xing, Hangdi and Yang, Zhibo and Zheng, Qi and Yu, Zhi and Huang, Fei and Yao, Cong",2025,Pattern Recognition,,https://doi.org/10.1016/j.patcog.2024.110816,yes,https://doi.org/10.1016/j.patcog.2024.110816,paper
hong2022bros,BROS: A Pre-trained Language Model Focusing on Text and Layout for Better Key Information Extraction from Documents,"Hong, Teakgyu and Kim, Donghyun and Ji, Mingi and Hwang, Wonseok and Nam, Daehyun and Park, Sungrae",2022,Proc. AAAI Conf. Artificial Intelligence,10.1609/aaai.v36i10.21322,,,https://doi.org/10.1609/aaai.v36i10.21322,paper
lee2023formnetv2,FormNetV2: Multimodal Graph Contrastive Learning for Form Document Information Extraction,"Lee, Chen-Yu and Li, Chun-Liang and Zhang, Hao and Dozat, Timothy and Perot, Vincent and Su, Guolong and Zhang, Xiang and Sohn, Kihyuk and Glushnev, Nikolay and Wang, Renshen and Ainslie, Joshua and Long, Shangbang and Qin, Siyang and Fujii, Yasuhisa and Hua, Nan and Pfister, Tomas",2023,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),10.18653/v1/2023.acl-long.501,,yes,https://doi.org/10.18653/v1/2023.acl-long.501,paper
liu2023matcha,MatCha: Enhancing Visual Language Pretraining with Math Reasoning and Chart Derendering,"Liu, Fangyu and Piccinno, Francesco and Krichene, Syrine and Pang, Chenxi and Lee, Kenton and Joshi, Mandar and Altun, Yasemin and Collier, Nigel and Eisenschlos, Julian",2023,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,,,https://scholar.google.com/scholar?q=MatCha%3A+Enhancing+Visual+Language+Pretraining+with+Math+Reasoning+and+Chart+Derendering,Scholar search
masry2023unichart,UniChart: A Universal Vision-language Pretrained Model for Chart Comprehension and Reasoning,"Masry, Ahmed and Kavehzadeh, Parsa and Do, Xuan Long and Hoque, Enamul and Joty, Shafiq",2023,Proc. Conf. Empirical Methods in Natural Language Processing (EMNLP),,,,https://scholar.google.com/scholar?q=UniChart%3A+A+Universal+Vision-language+Pretrained+Model+for+Chart+Comprehension+and+Reasoning,Scholar search
zhao2022comer,CoMER: Modeling Coverage for Transformer-Based Handwritten Mathematical Expression Recognition,"Zhao, Wenqi and Gao, Liangcai",2022,Proc. Eur. Conf. Computer Vision (ECCV),,,yes,https://scholar.google.com/scholar?q=CoMER%3A+Modeling+Coverage+for+Transformer-Based+Handwritten+Mathematical+Expression+Recognition,Scholar search
li2022can,When Counting Meets HMER: Counting-Aware Network for Handwritten Mathematical Expression Recognition,"Li, Bohan and Yuan, Ye and Liang, Dingkang and Liu, Xiao and Ji, Zhilong and Bai, Jinfeng and Liu, Wenyu and Bai, Xiang",2022,Proc. Eur. Conf. Computer Vision (ECCV),,,yes,https://scholar.google.com/scholar?q=When+Counting+Meets+HMER%3A+Counting-Aware+Network+for+Handwritten+Mathematical+Expression+Recognition,Scholar search
yu2023rest,ICDAR 2023 Competition on Reading the Seal Title,"Yu, Wenwen and Liu, Mingyu and Chen, Mingrui and Lu, Ning and Wen, Yinlong and Liu, Yuliang and Karatzas, Dimosthenis and Bai, Xiang",2023,Proc. Int. Conf. Document Analysis and Recognition (ICDAR),,,yes,https://scholar.google.com/scholar?q=ICDAR+2023+Competition+on+Reading+the+Seal+Title,Scholar search
yang2024fontdiffuser,FontDiffuser: One-Shot Font Generation via Denoising Diffusion with Multi-Scale Content Aggregation and Style Contrastive Learning,"Yang, Zhenhua and Peng, Dezhi and Kong, Yuxin and Zhang, Yuyi and Yao, Cong and Jin, Lianwen",2024,Proc. AAAI Conf. Artificial Intelligence,,,yes,https://scholar.google.com/scholar?q=FontDiffuser%3A+One-Shot+Font+Generation+via+Denoising+Diffusion+with+Multi-Scale+Content+Aggregation+and+Style+Contrastive+Learning,Scholar search
davila2021chartmining,Chart Mining: A Survey of Methods for Automated Chart Analysis,"Davila, Kenny and Setlur, Srirangaraj and Doermann, David and Kota, Bhargava Urala and Govindaraju, Venu",2021,IEEE Trans. Pattern Anal. Mach. Intell.,10.1109/TPAMI.2020.2992028,,yes,https://doi.org/10.1109/TPAMI.2020.2992028,paper
abdallah2024formsurvey,A Survey of Recent Approaches to Form Understanding in Scanned Documents,"Abdallah, Abdelrahman and Eberharter, Daniel and Pfister, Zoe and Jatowt, Adam",2024,Artificial Intelligence Review,10.1007/s10462-024-11000-0,,yes,https://doi.org/10.1007/s10462-024-11000-0,paper
yang2023stamperasure,Mask-Guided Stamp Erasure for Real Document Image,"Yang, Xinye and Yang, Dongbao and Zhou, Yu and Guo, Youhui and Wang, Weiping",2023,Proc. IEEE Int. Conf. Multimedia and Expo (ICME),10.1109/ICME55011.2023.00281,,yes,https://doi.org/10.1109/ICME55011.2023.00281,paper
pfitzmann2022doclaynet,DocLayNet: A Large Human-Annotated Dataset for Document-Layout Segmentation,"Pfitzmann, Birgit and Auer, Christoph and Dolfi, Michele and Nassar, Ahmed S. and Staar, Peter",2022,Proc. ACM SIGKDD Conf. Knowledge Discovery and Data Mining (KDD),10.1145/3534678.3539043,,yes,https://doi.org/10.1145/3534678.3539043,paper
wang2023vrdu,VRDU: A Benchmark for Visually-rich Document Understanding,"Wang, Zilong and Zhou, Yichao and Wei, Wei and Lee, Chen-Yu and Tata, Sandeep",2023,Proc. ACM SIGKDD Conf. Knowledge Discovery and Data Mining (KDD),10.1145/3580305.3599929,,yes,https://doi.org/10.1145/3580305.3599929,paper
wu2020pal,Handwritten Mathematical Expression Recognition via Paired Adversarial Learning,"Wu, Jin-Wen and Yin, Fei and Zhang, Yan-Ming and Zhang, Xu-Yao and Liu, Cheng-Lin",2020,Int. J. Comput. Vis.,10.1007/s11263-020-01291-5,,,https://doi.org/10.1007/s11263-020-01291-5,paper
wang2024docllm,DocLLM: A Layout-Aware Generative Language Model for Multimodal Document Understanding,"Wang, Dongsheng and Raman, Natraj and Sibue, Mathieu and Ma, Zhiqiang and Babkin, Petr and Kaur, Simerjot and Pei, Yulong and Nourbakhsh, Armineh and Liu, Xiaomo",2024,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),10.18653/v1/2024.acl-long.463,,yes,https://doi.org/10.18653/v1/2024.acl-long.463,paper
wang2021layoutreader,LayoutReader: Pre-training of Text and Layout for Reading Order Detection,"Wang, Zilong and Xu, Yiheng and Cui, Lei and Shang, Jingbo and Wei, Furu",2021,Proc. Conf. Empirical Methods in Natural Language Processing (EMNLP),10.18653/v1/2021.emnlp-main.389,,yes,https://doi.org/10.18653/v1/2021.emnlp-main.389,paper
li2021layoutgan,LayoutGAN: Synthesizing Graphic Layouts With Vector-Wireframe Adversarial Networks,"Li, Jianan and Yang, Jimei and Hertzmann, Aaron and Zhang, Jianming and Xu, Tingfa",2021,IEEE Trans. Pattern Anal. Mach. Intell.,10.1109/TPAMI.2019.2963663,,,https://doi.org/10.1109/TPAMI.2019.2963663,paper
nassar2022tableformer,TableFormer: Table Structure Understanding with Transformers,"Nassar, Ahmed and Livathinos, Nikolaos and Lysak, Maksym and Staar, Peter",2022,Proc. IEEE/CVF Conf. Computer Vision and Pattern Recognition (CVPR),,,yes,https://scholar.google.com/scholar?q=TableFormer%3A+Table+Structure+Understanding+with+Transformers,Scholar search
yuan2022san,Syntax-Aware Network for Handwritten Mathematical Expression Recognition,"Yuan, Ye and Liu, Xiao and Dikubab, Wondimu and Liu, Hui and Ji, Zhilong and Wu, Ji and Bai, Xiang",2022,Proc. IEEE/CVF Conf. Computer Vision and Pattern Recognition (CVPR),,,,https://scholar.google.com/scholar?q=Syntax-Aware+Network+for+Handwritten+Mathematical+Expression+Recognition,Scholar search
xu2022xfund,XFUND: A Benchmark Dataset for Multilingual Visually Rich Form Understanding,"Xu, Yiheng and Lv, Tengchao and Cui, Lei and Wang, Guoxin and Lu, Yijuan and Florencio, Dinei and Zhang, Cha and Wei, Furu",2022,Findings Assoc. Comput. Linguistics: ACL,10.18653/v1/2022.findings-acl.253,,yes,https://doi.org/10.18653/v1/2022.findings-acl.253,paper
tan2021sealverification,Seal Imprint Verification Using SVM Classifier and Unmatched Key Point Features,"Tan, Weijun and Guo, Hongwei and Yao, Qi",2021,Proc. IEEE Int. Conf. Signal and Image Processing (ICSIP),10.1109/ICSIP52628.2021.9688941,,yes,https://doi.org/10.1109/ICSIP52628.2021.9688941,paper
krishnan2023textstylebrush,TextStyleBrush: Transfer of Text Aesthetics From a Single Example,"Krishnan, Praveen and Kovvuri, Rama and Pang, Guan and Vassilev, Boris and Hassner, Tal",2023,IEEE Trans. Pattern Anal. Mach. Intell.,10.1109/TPAMI.2023.3239736,,,https://doi.org/10.1109/TPAMI.2023.3239736,paper
seuret2021hdc,ICDAR 2021 Competition on Historical Document Classification,"Seuret, Mathias and Nicolaou, Anguelos and Rodríguez-Salas, Dalia and Weichselbaumer, Nikolaus and Stutzmann, Dominique and Mayr, Martin and Maier, Andreas and Christlein, Vincent",2021,Proc. Int. Conf. Document Analysis and Recognition (ICDAR),10.1007/978-3-030-86337-1_41,,yes,https://doi.org/10.1007/978-3-030-86337-1_41,paper
globaldoc2025wacv,GlobalDoc: A Cross-Modal Vision-Language Framework for Real-World Document Image Retrieval and Classification,Souhail Bakkali and Sanket Biswas and Zuheng Ming and Mickaël Coustaty and Marçal Rusiñol and Oriol Ramos Terrades and Josep Lladós,2025,Proc. IEEE/CVF Winter Conf. Appl. Comput. Vis. (WACV),,https://openaccess.thecvf.com/content/WACV2025/html/Bakkali_GlobalDoc_A_Cross-Modal_Vision-Language_Framework_for_Real-World_Document_Image_Retrieval_WACV_2025_paper.html,yes,https://openaccess.thecvf.com/content/WACV2025/html/Bakkali_GlobalDoc_A_Cross-Modal_Vision-Language_Framework_for_Real-World_Document_Image_Retrieval_WACV_2025_paper.html,paper
lilac2025emnlp,LILaC: Late Interacting in Layered Component Graph for Open-domain Multimodal Multihop Retrieval,Joohyung Yun and Doyup Lee and Wook-Shin Han,2025,Proc. Conf. Empirical Methods Natural Language Process. (EMNLP),,https://aclanthology.org/2025.emnlp-main.1037/,yes,https://aclanthology.org/2025.emnlp-main.1037/,paper
evoretriever2026cvpr,Evo-Retriever: LLM-Guided Curriculum Evolution with Viewpoint-Pathway Collaboration for Multimodal Document Retrieval,Weiqing Li and Jinyue Guo and Yaqi Wang and Haiyang Xiao and Yuewei Zhang and Guohua Liu and Hao Henry Wang,2026,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Evo-Retriever_LLM-Guided_Curriculum_Evolution_with_Viewpoint-Pathway_Collaboration_for_Multimodal_Document_CVPR_2026_paper.html,yes,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Evo-Retriever_LLM-Guided_Curriculum_Evolution_with_Viewpoint-Pathway_Collaboration_for_Multimodal_Document_CVPR_2026_paper.html,paper
realign2026sigir,ReAlign: Optimizing the Visual Document Retriever with Reasoning-Guided Fine-Grained Alignment,Hao Yang and Yifan Ji and Zhipeng Xu and Zhenghao Liu and Yukun Yan and Zulong Chen and Shuo Wang and Yu Gu and Ge Yu,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809602,https://doi.org/10.1145/3805712.3809602,yes,https://doi.org/10.1145/3805712.3809602,paper
agree2026sigir,Attention Grounded Enhancement for Visual Document Retrieval,Wanqing Cui and Wei Huang and Yazhi Guo and Yibo Hu and Meiguang Jin and Junfeng Ma and Keping Bi,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809532,https://doi.org/10.1145/3805712.3809532,yes,https://doi.org/10.1145/3805712.3809532,paper
poqd2025icml,POQD: Performance-Oriented Query Decomposer for Multi-vector retrieval,Yaoyang Liu and Junlin Li and Yinjun Wu and Zhen Chen,2025,Proc. Int. Conf. Mach. Learn. (ICML),,https://proceedings.mlr.press/v267/liu25ag.html,yes,https://proceedings.mlr.press/v267/liu25ag.html,paper
storageeff2025acl,Towards Storage-Efficient Visual Document Retrieval: An Empirical Study on Reducing Patch-Level Embeddings,Yubo Ma and Jinsong Li and Yuhang Zang and Xiaobao Wu and Xiaoyi Dong and Pan Zhang and Yuhang Cao and Haodong Duan and Jiaqi Wang and Yixin Cao and Aixin Sun,2025,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2025.findings-acl.1003/,yes,https://aclanthology.org/2025.findings-acl.1003/,paper
prunemerge2026acl,Sculpting the Vector Space: Towards Efficient Multi-Vector Visual Document Retrieval via Prune-then-Merge Framework,Yibo Yan and Mingdong Ou and Yi Cao and Xin Zou and Jiahao Huo and Shuliang Liu and James Kwok and Xuming Hu,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.findings-acl.1247/,yes,https://aclanthology.org/2026.findings-acl.1247/,paper
lightstar2026eccv,LightSTAR: Efficient Visual Document Retrieval via Lightweight Selection with Vision-Adaptive Refinement,Tongkun Guan and Haocheng Wang and Wei Shen and Xiaokang Yang,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/4839,yes,https://eccv.ecva.net/virtual/2026/poster/4839,paper
uotvdr2026eccv,Unbalanced Optimal Transport for Efficient Visual Document Retrieval,Hoyeon Shin and Jeongyeon Kim and Yeong Jun Koh and Yeoneung Kim and Hanul Kim,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/4715,yes,https://eccv.ecva.net/virtual/2026/poster/4715,paper
tilepool2026sigir,Visual RAG at Scale: Tile-Level Spatial Pooling for Efficient Multi-Vector Document Retrieval,Ara Yeroyan,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3808383,https://doi.org/10.1145/3805712.3808383,yes,https://doi.org/10.1145/3805712.3808383,paper
mvcompress2026sigir,Multi-Vector Index Compression in Any Modality,Hanxiang Qin and Alexander Martin and Rohan Jha and Chunsheng Zuo and Reno Kriz and Benjamin Van Durme,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809589,https://doi.org/10.1145/3805712.3809589,yes,https://doi.org/10.1145/3805712.3809589,paper
vragrl2025neurips,VRAG-RL: Empower Vision-Perception-Based RAG for Visually Rich Information Understanding via Iterative Reasoning with Reinforcement Learning,Qiuchen Wang and Ruixue Ding and Yu Zeng and Zehui Chen and Lin Chen and Shihang Wang and Pengjun Xie and Fei Huang and Feng Zhao,2025,Adv. Neural Inf. Process. Syst. (NeurIPS),,https://openreview.net/forum?id=EeAHhNwXPV,yes,https://openreview.net/forum?id=EeAHhNwXPV,paper
urag2026aaai,URaG: Unified Retrieval and Generation in Multimodal LLMs for Efficient Long Document Understanding,Yongxin Shi and Jiapeng Wang and Zeyu Shan and Dezhi Peng and Zening Lin and Lianwen Jin,2026,Proc. AAAI Conf. Artificial Intelligence,,https://ojs.aaai.org/index.php/AAAI/article/view/39729,yes,https://ojs.aaai.org/index.php/AAAI/article/view/39729,paper
rap2025icml,Retrieval-Augmented Perception: High-resolution Image Perception Meets Visual RAG,Wenbin Wang and Yongcheng Jing and Liang Ding and Yingjie Wang and Li Shen and Yong Luo and Bo Du and Dacheng Tao,2025,Proc. Int. Conf. Mach. Learn. (ICML),,https://proceedings.mlr.press/v267/wang25at.html,yes,https://proceedings.mlr.press/v267/wang25at.html,paper
mg2rag2026eccv,MG2-RAG: Multi-Granularity Graph for Multimodal Retrieval-Augmented Generation,Sijun Dai and Qiang Huang and Xiaoxing You and Jun Yu,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/3411,yes,https://eccv.ecva.net/virtual/2026/poster/3411,paper
robustvisrag2026cvpr,RobustVisRAG: Causality-Aware Vision-Based Retrieval-Augmented Generation under Visual Degradations,I-Hsiang Chen and Yu-Wei Liu and Tse-Yu Wu and Yu-Chien Chiang and Jen-Chieh Yang and Wei-Ting Chen,2026,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_RobustVisRAG_Causality-Aware_Vision-Based_Retrieval-Augmented_Generation_under_Visual_Degradations_CVPR_2026_paper.html,yes,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_RobustVisRAG_Causality-Aware_Vision-Based_Retrieval-Augmented_Generation_under_Visual_Degradations_CVPR_2026_paper.html,paper
simpledoc2025emnlp,SimpleDoc: Multi‐Modal Document Understanding with Dual‐Cue Page Retrieval and Iterative Refinement,Chelsi Jain and Yiran Wu and Yifan Zeng and Jiale Liu and Shengyu Dai and Zhenwen Shao and Qingyun Wu and Huazheng Wang,2025,Proc. Conf. Empirical Methods Natural Language Process. (EMNLP),,https://aclanthology.org/2025.emnlp-main.1443/,yes,https://aclanthology.org/2025.emnlp-main.1443/,paper
neusymrag2025acl,NeuSym-RAG: Hybrid Neural Symbolic Retrieval with Multiview Structuring for PDF Question Answering,Ruisheng Cao and Hanchong Zhang and Tiancheng Huang and Zhangyi Kang and Yuxin Zhang and Liangtai Sun and Hanqi Li and Yuxun Miao and Shuai Fan and Lu Chen and Kai Yu,2025,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2025.acl-long.311/,yes,https://aclanthology.org/2025.acl-long.311/,paper
docreact2025acl,Doc-React: Multi-page Heterogeneous Document Question-answering,Junda Wu and Yu Xia and Tong Yu and Xiang Chen and Sai Sree Harsha and Akash V Maharaj and Ruiyi Zhang and Victor Bursztyn and Sungchul Kim and Ryan A. Rossi and Julian McAuley and Yunyao Li and Ritwik Sinha,2025,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2025.acl-short.6/,yes,https://aclanthology.org/2025.acl-short.6/,paper
mmhierrag2026kdd,Multi-Modal Hierarchical Retrieval-Augmented Generation for Document Question Answering,Jiayuan Wang and Jie Lian and Fu Zhao and Zhenghong Lin and Hongrong Chen and Shiping Wang,2026,Proc. ACM SIGKDD Conf. Knowledge Discovery and Data Mining (KDD),10.1145/3770855.3819034,https://doi.org/10.1145/3770855.3819034,yes,https://doi.org/10.1145/3770855.3819034,paper
mixedmodal2026sigir,Towards Mixed-Modal Retrieval for Universal Retrieval-Augmented Generation,Chenghao Zhang and Guanting Dong and Xinyu Yang and Zhicheng Dou,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809716,https://doi.org/10.1145/3805712.3809716,yes,https://doi.org/10.1145/3805712.3809716,paper
m3docdep2026cvpr,"M3DocDep: Multi-modal, Multi-page, Multi-document Dependency Chunking with Large Vision-Language Models",Joongmin Shin and Jeongbae Park and Jaehyung Seo and Heuiseok Lim,2026,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2026/html/Shin_M3DocDep_Multi-modal_Multi-page_Multi-document_Dependency_Chunking_with_Large_Vision-Language_Models_CVPR_2026_paper.html,yes,https://openaccess.thecvf.com/content/CVPR2026/html/Shin_M3DocDep_Multi-modal_Multi-page_Multi-document_Dependency_Chunking_with_Large_Vision-Language_Models_CVPR_2026_paper.html,paper
scan2026eacl,SCAN: Semantic Document Layout Analysis for Textual and Visual Retrieval-Augmented Generation,Nobuhiro Ueda and Yuyang Dong and Krisztián Boros and Daiki Ito and Takuya Sera and Masafumi Oyamada,2026,Proc. Conf. Eur. Chapter Assoc. Comput. Linguistics (EACL),,https://aclanthology.org/2026.findings-eacl.82/,yes,https://aclanthology.org/2026.findings-eacl.82/,paper
chainevidence2026sigir,Chain of Evidence: Pixel-Level Visual Attribution for Iterative Retrieval-Augmented Generation,Peiyang Liu and Ziqiang Cui and Xi Wang and Di Liang and Wei Ye,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809540,https://doi.org/10.1145/3805712.3809540,yes,https://doi.org/10.1145/3805712.3809540,paper
fragment2026sigir,Purifying Multimodal Retrieval: Fragment-Level Evidence Selection for RAG,Xihang Wang and Zihan Wang and Chengkai Huang and Cao Liu and Ke Zeng and Quan Z. Sheng and Lina Yao,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809692,https://doi.org/10.1145/3805712.3809692,yes,https://doi.org/10.1145/3805712.3809692,paper
megrag2026sigir,MEG-RAG: Quantifying Multi-modal Evidence Grounding for Evidence Selection in RAG,Xihang Wang and Zihan Wang and Chengkai Huang and Quan Z. Sheng and Lina Yao,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809947,https://doi.org/10.1145/3805712.3809947,yes,https://doi.org/10.1145/3805712.3809947,paper
ansrerank2026sigir,Good Ranks Follow Good Answers: Unsupervised Answer-Driven Reranking for Multimodal Document QA,Keyu Zhu and Shuanghong Shen and Xianquan Wang and Kai Zhang and Shijin Wang and Qi Liu and Zhenya Huang,2026,Proc. Int. ACM SIGIR Conf. Res. Develop. Inf. Retrieval,10.1145/3805712.3809664,https://doi.org/10.1145/3805712.3809664,yes,https://doi.org/10.1145/3805712.3809664,paper
utilitymrag2026acl,Utility-Oriented Visual Evidence Selection for Multimodal Retrieval-Augmented Generation,Weiqing Luo and Zongye Hu and Xiao Wang and Zhiyuan Yu and Haofeng Zhang and Ziyi Huang,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.acl-long.1620/,yes,https://aclanthology.org/2026.acl-long.1620/,paper
scopevlm2026eacl,SCoPE VLM: Selective Context Processing for Efficient Document Navigation in Vision-Language Models,Gyubeum Lim and Yemo Koo and Vijay Krishna Madisetti,2026,Proc. Conf. Eur. Chapter Assoc. Comput. Linguistics (EACL),,https://aclanthology.org/2026.eacl-long.6/,yes,https://aclanthology.org/2026.eacl-long.6/,paper
mmagentr22026eccv,MMAgent-R2: Learning to Rerank and Reject for Agentic mRAG,Tao Zhang and Ziqi Zhang and Zongyang Ma and Yuxin Yang and Bing Li and Chunfeng Yuan and Kang Rong and Fengyun Rao and Jing LYU and Weiming Hu,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/4250,yes,https://eccv.ecva.net/virtual/2026/poster/4250,paper
marsrl2026cvpr,MARS-RL: Enhancing Multi-Agent RAG Systems for Multi-Modal Documents via Strategic Reasoning with Reinforcement Learning,Zhongyu Wang and Pengbo Liu,2026,Findings IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2026F/html/Wang_MARS-RL_Enhancing_Multi-Agent_RAG_Systems_for_Multi-Modal_Documents_via_Strategic_CVPRF_2026_paper.html,yes,https://openaccess.thecvf.com/content/CVPR2026F/html/Wang_MARS-RL_Enhancing_Multi-Agent_RAG_Systems_for_Multi-Modal_Documents_via_Strategic_CVPRF_2026_paper.html,paper
evsparsity2026cvpr,Resolving Evidence Sparsity: Agentic Context Engineering for Long-Document Understanding,Keliang Liu and Zizhi Chen and Mingcheng Li and Jingqun Tang and Dingkang Yang and Lihua Zhang,2026,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Resolving_Evidence_Sparsity_Agentic_Context_Engineering_for_Long-Document_Understanding_CVPR_2026_paper.html,yes,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Resolving_Evidence_Sparsity_Agentic_Context_Engineering_for_Long-Document_Understanding_CVPR_2026_paper.html,paper
